Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-10,VA,VAA,Virginia,8535519,1559275,1187340,18268,13911,925586,10844,231608,2713,10.8,2.7,,,
2021-02-10,VA2,VA2,Veterans Health,0,1986425,1322833,0,0,988979,0,332704,0,0,0,,,
2021-02-10,VI,VIA,Virgin Islands,104680,24275,10718,23190,10239,7762,7415,2956,2824,7.4,2.8,,,
2021-02-10,VT,VTA,Vermont,623989,134075,93862,21487,15042,65577,10509,28122,4507,10.5,4.5,,,
2021-02-10,WA,WAA,Washington,7614893,1405100,1008946,18452,13250,780179,10245,215824,2834,10.2,2.8,,,
2021-02-10,WI,WIA,Wisconsin,5822434,1059200,796703,18192,13683,619711,10644,168029,2886,10.6,2.9,,,
2021-02-10,WV,WVA,West Virginia,1792147,380400,332577,21226,18557,222233,12400,110332,6156,12.4,6.2,,,
2021-02-10,WY,WYA,Wyoming,578759,117475,79515,20298,13739,61170,10569,18180,3141,10.6,3.1,,,
2021-02-10,US,USA,United States,331996199,65972575,44769970,,,33783384,,10469514,,10.2,3.2,21189540,23475749,104681
2021-02-10,LTC,LTC,Long Term Care,,,5176499,,,,,,,0,0,,,
