Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-06,GA,GAA,Georgia,10617423,3437635,2308087,32377,21739,1390243,13094,872270,8215,12.9,8.2,Report,2278048,1365901,867118,1365434,866959,16.8,10.7,8113542,42369,2307470,28440,,,
2021-03-06,GU,GUA,Guam,165768,87860,56477,53002,34070,35126,21190,20853,12580,21.2,12.6,Report,56471,35123,20849,35113,20843,27.2,16.1,129299,67951,56460,43666,,,
2021-03-06,HI,HIA,Hawaii,1415872,598100,434343,42243,30677,269414,19028,164636,11628,19.2,11.7,Report,437289,271432,165543,271254,165478,24.3,14.8,1116004,53593,434103,38898,,,
2021-03-06,IA,IAA,Iowa,3155070,1106755,861247,35079,27297,603457,19127,250490,7939,19.2,8,Report,867748,607257,253261,606809,253022,25,10.4,2428229,45579,860561,35440,,,
2021-03-06,ID,IDA,Idaho,1787065,594115,457434,33245,25597,286747,16046,157533,8815,16.2,8.9,Report,462280,289977,159634,289968,159631,21.7,11.9,1338864,44375,457428,34165,,,
2021-03-06,IH2,IH2,Indian Health Svc,2082813,1123090,642492,53922,30847,427332,20517,209045,10037,20.5,10,Report,642492,427332,209045,424580,208347,0,0,0,0,639008,0,,,
2021-03-06,IL,ILA,Illinois,12671821,4378835,3341021,34556,26366,2256313,17806,1036845,8182,18,8.3,Report,3373470,2275017,1050701,2273203,1050166,23.1,10.7,9853946,44437,3338637,33881,,,
2021-03-06,IN,INA,Indiana,6732219,2206230,1800802,32771,26749,1106348,16434,675987,10041,16.4,10.1,Report,1801797,1106523,676716,1106284,676621,21.4,13.1,5164245,42721,1800469,34864,,,
2021-03-06,KS,KSA,Kansas,2913314,1091625,707897,37470,24299,469117,16103,233833,8026,16.9,8.5,Report,743879,491746,246974,491371,246790,22.2,11.2,2213064,49326,707352,31963,,,
2021-03-06,KY,KYA,Kentucky,4467673,1555915,1209546,34826,27073,799179,17888,405706,9081,18.4,9.2,Report,1238485,820729,413054,820350,412963,23.7,11.9,3464802,44906,1209098,34897,,,
2021-03-06,LA,LAA,Louisiana,4648794,1640860,1179915,35296,25381,751853,16173,425050,9143,15.9,9,Report,1163000,741136,418865,740953,418827,20.8,11.8,3561164,46077,1179688,33126,,,
2021-03-06,MA,MAA,Massachusetts,6892503,2497130,2082052,36230,30207,1433762,20802,642921,9328,20.7,9.2,Report,2065788,1423801,636626,1422662,636257,25.7,11.5,5539703,45077,2080531,37557,,,
2021-03-06,MD,MDA,Maryland,6045680,2116560,1606378,35009,26571,1033233,17090,569997,9428,17.6,9.8,Report,1656525,1063374,589659,1062918,589499,22.6,12.5,4710993,44928,1605783,34086,,,
2021-03-06,ME,MEA,Maine,1344212,503580,398509,37463,29646,263652,19614,132299,9842,19.9,10,Report,404831,267398,134846,267281,134786,24.4,12.3,1095370,45974,398339,36366,,,
2021-03-06,MH,MHA,Marshall Islands,58413,35000,13292,59918,22755,10019,17152,3215,5504,17.2,5.5,Report,13300,10027,3215,10018,3214,22,7.1,45562,76818,13284,29156,,,
2021-03-06,MI,MIA,Michigan,9986857,3363430,2637353,33679,26408,1671541,16737,940722,9420,17,9.6,Report,2683284,1702571,955377,1702159,955188,21.7,12.2,7842924,42885,2636754,33620,,,
2021-03-06,MN,MNA,Minnesota,5639632,1953700,1627997,34642,28867,1077274,19102,544905,9662,19.3,9.7,Report,1640128,1086169,547744,1085603,547483,25,12.6,4336475,45053,1627186,37523,,,
2021-03-06,MO,MOA,Missouri,6137428,2032445,1552157,33116,25290,1004113,16360,530814,8649,15.9,8.3,Report,1503109,976273,509879,975830,509751,20.5,10.7,4766843,42637,1551553,32549,,,
2021-03-06,MP,MPA,Northern Mariana Islands,56882,44010,20309,77371,35704,11941,20993,8357,14692,21,14.7,Report,20307,11937,8359,11933,8358,26.9,18.8,44368,99193,20304,45763,,,
2021-03-06,MS,MSA,Mississippi,2976149,1067855,736826,35880,24758,479390,16108,255966,8601,16.1,8.7,Report,742085,480626,259941,480506,259900,21.1,11.4,2277566,46886,736663,32344,,,
2021-03-06,MT,MTA,Montana,1068778,411145,324102,38469,30325,209655,19616,113254,10597,19.7,10.6,Report,325536,210773,113545,210509,113473,25.1,13.5,840190,48935,323763,38534,,,
2021-03-06,NC,NCA,North Carolina,10488084,3624905,2760801,34562,26323,1779796,16970,976589,9311,16.8,9.2,Report,2727022,1758662,963741,1757500,963139,21.5,11.8,8187369,44274,2759038,33699,,,
2021-03-06,ND,NDA,North Dakota,762062,299900,264133,39354,34660,170047,22314,91668,12029,21.6,11.6,Report,255107,164433,88541,164236,88487,28.2,15.2,581891,51539,263866,45346,,,
2021-03-06,NE,NEA,Nebraska,1934408,712720,536126,36844,27715,344991,17834,187852,9711,17.8,9.6,Report,533605,344638,185677,344319,185527,23.6,12.7,1458334,48872,535660,36731,,,
2021-03-06,NH,NHA,New Hampshire,1359711,496675,371111,36528,27293,260808,19181,110025,8092,19.9,8.4,Report,384929,270198,114351,269733,114205,24.4,10.3,1104458,44970,370477,33544,,,
2021-03-06,NJ,NJA,New Jersey,8882190,3070400,2478696,34568,27906,1649599,18572,821146,9245,19.3,9.7,Report,2582949,1712715,857205,1710677,856554,24.6,12.3,6943612,44219,2476012,35659,,,
2021-03-06,NM,NMA,New Mexico,2096829,901345,801111,42986,38206,508127,24233,284532,13570,24.8,13.8,Report,816941,519972,288529,517690,287924,31.9,17.8,1620991,55605,798599,49266,,,
2021-03-06,NV,NVA,Nevada,3080156,1033680,800030,33559,25974,514395,16700,274394,8908,16.5,8.8,Report,791797,508997,271618,508836,271555,21.3,11.4,2387517,43295,799803,33499,,,
2021-03-06,NY,NYA,New York State,19453561,7010045,5042187,36035,25919,3300056,16964,1655487,8510,16.9,8.5,Report,5017592,3292632,1644257,3290571,1643868,21.3,10.7,15425262,45445,5039773,32672,,,
2021-03-06,OH,OHA,Ohio,11689100,4057505,3027215,34712,25898,1952141,16701,1063390,9097,16.6,9.1,Report,3014647,1943411,1059485,1942545,1059050,21.3,11.6,9111081,44534,3025914,33211,,,
2021-03-06,OK,OKA,Oklahoma,3956971,1741270,1246152,44005,31493,788330,19923,449798,11367,19.8,11.3,Report,1237313,781746,447602,780969,447485,26,14.9,3004733,57951,1245218,41442,,,
2021-03-06,OR,ORA,Oregon,4217737,1420125,1137864,33670,26978,719910,17069,412573,9782,17,9.7,Report,1134183,718580,409610,717714,409025,21.4,12.2,3351175,42377,1136394,33910,,,
2021-03-06,PA,PAA,Pennsylvania,12801989,4641045,3298800,36253,25768,2257370,17633,1030772,8052,17.6,8.1,Report,3301659,2257020,1033492,2255247,1032917,22.2,10.2,10167376,45646,3296447,32422,,,
2021-03-06,PR,PRA,Puerto Rico,3193694,1250670,611567,39161,19149,386791,12111,223084,6985,12.2,7,Report,614124,389276,223154,389127,223122,14.8,8.5,2620963,47718,611386,23327,,,
2021-03-06,RI,RIA,Rhode Island,1059361,387365,310283,36566,29290,221043,20866,89083,8409,21,8.4,Report,311652,222457,88932,222361,88890,26,10.4,854866,45313,310147,36280,,,
2021-03-06,RP,RPA,Republic of Palau,17907,14600,8185,81532,45708,5085,28397,3099,17306,28.7,17.5,Report,8276,5146,3129,5146,3129,36.8,22.4,13967,104532,8185,58602,,,
2021-03-06,SC,SCA,South Carolina,5148714,1642615,1284575,31903,24949,812356,15778,445381,8650,16,8.8,Report,1304646,823824,454186,823102,453901,20.4,11.2,4037531,40684,1283559,31791,,,
2021-03-06,SD,SDA,South Dakota,884659,399640,314577,45174,35559,205900,23275,108430,12257,23.3,12.2,Report,314838,206243,108295,205951,108187,30.9,16.2,667558,59866,314170,47063,,,
2021-03-06,TN,TNA,Tennessee,6829174,2305870,1580755,33765,23147,1026523,15031,546244,7999,14.9,7.9,Report,1561520,1015188,538193,1014971,538135,19.1,10.1,5319123,43351,1580493,29713,,,
2021-03-06,TX,TXA,Texas,28995881,9250505,6829275,31903,23553,4410894,15212,2409211,8309,14.6,8,Report,6570297,4246954,2316297,4231847,2308058,19.6,10.7,21596071,42834,6805784,31514,,,
2021-03-06,UT,UTA,Utah,3205958,993140,832435,30978,25965,483717,15088,211460,6596,15,6.6,Report,830342,482088,212046,481433,211905,21.2,9.3,2274774,43659,831522,36554,,,
2021-03-06,VA,VAA,Virginia,8535519,2881325,2392680,33757,28032,1518467,17790,839517,9836,18,9.9,Report,2411914,1533362,844476,1532083,844122,23,12.6,6674671,43168,2390988,35822,,,
2021-03-06,VA2,VA2,Veterans Health,0,3195405,2597371,0,0,1665682,0,930285,0,0,0,Report,2597371,1665682,930285,1665667,930279,0,0,0,0,2597350,0,,,
2021-03-06,VI,VIA,Virgin Islands,104680,40420,23014,38613,21985,15380,14692,7616,7276,14.4,7.2,Report,22565,15032,7514,14996,7511,18.4,9.2,81650,49504,22976,28140,,,
2021-03-06,VT,VTA,Vermont,623989,261100,184327,41844,29540,120844,19366,63211,10130,19,9.9,Report,180565,118292,61961,118199,61917,23.2,12.1,509984,51198,184196,36118,,,
2021-03-06,WA,WAA,Washington,7614893,2657880,2071467,34904,27203,1316519,17289,733727,9635,17.3,9.7,Report,2078622,1321095,736314,1320257,735975,22.2,12.4,5951832,44657,2070288,34784,,,
2021-03-06,WI,WIA,Wisconsin,5822434,1924765,1721352,33058,29564,1097539,18850,606114,10410,18.9,10.4,Report,1724553,1098730,607958,1098191,607747,24.1,13.3,4555837,42248,1720604,37767,,,
2021-03-06,WV,WVA,West Virginia,1792147,723565,594118,40374,33151,363204,20266,230801,12878,20,12.6,Report,585272,358305,226593,357956,226441,25,15.8,1432580,50508,593586,41435,,,
2021-03-06,WY,WYA,Wyoming,578759,236065,177496,40788,30668,111640,19290,65167,11260,19.1,11.1,Report,175513,110594,64192,110534,64174,24.8,14.4,445025,53045,177417,39867,,,
2021-03-06,US,USA,United States,331996199,116355405,87912323,,,57358849,,29776160,,17.3,9,Report,87912323,57358849,29776160,57304489,29755823,22.5,11.7,255200373,45594,87837146,34419,42977312,44774584,119271
2021-03-06,LTC,LTC,Long Term Care,,,7349495,,,,,,,0,0,,,,,,,,,,,,,,,
