Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
2021-10-09,DC,DCA,District of Columbia,705749,Report,1242045,1018485,175990,144313,378983,607965,31095,442,507120,71.9,56,482390,83.5,979099,169517,215043,82917,94.9,194517,222705,1422030,395015,377425,65.3,481520,704025,56500,0,155926,238355,34894,265,155863,220848,34873,247,39613,31528,2517,41,429440,60.8,411831,71.3,73699,84.4,170455,609754,1018392,167017,203696,507004,83.1,394967,64.8,429389,70.4,155920,238316,34891,262,920930,,,,,,,,,,,,,
2021-10-09,DD2,DD2,Dept of Defense,0,Report,5464930,5757847,0,0,2070730,3426079,252104,8934,3162489,0,0,3000636,0,5463749,0,0,218436,0,414303,0,0,2171574,2046911,0,1898920,3368610,197400,0,817144,1354025,220047,22,817004,1229504,219872,22,53935,91863,7250,0,2391238,0,2266402,0,153048,0,414303,0,5757604,0,0,3162304,0,2171529,0,2391172,0,817129,1353995,220026,22,5757604,,,,,,,,,,,,,
2021-10-09,DE,DEA,Delaware,973764,Report,1582875,1234536,162552,126780,472875,709311,51044,1306,654870,67.3,53.2,613926,79.7,1153928,149823,205517,186701,98.8,371609,196716,837917,518518,484032,62.8,625940,890835,66100,0,208044,309742,50544,471,207922,275385,50502,465,68045,88631,9276,256,568801,58.4,534274,69.4,166208,88,354516,839807,1234304,146975,188481,654683,78,518474,61.7,568748,67.7,208033,309709,50535,471,1195917,,,,,,,,,,,,,
2021-10-09,FL,FLA,Florida,21477737,Report,33590905,27373497,156399,127451,10170285,15891555,1215245,96412,14528401,67.6,52.7,13702932,79.4,25859404,149929,194755,4368370,97.1,9010752,200358,746907,11316695,10654332,61.8,13039660,18733245,1818000,0,4434484,6844026,1197665,28914,4432853,6183533,1196151,28719,1851784,1760136,198678,17557,12505089,58.2,11841256,68.7,3828155,85.1,8678632,18696028,27364435,146365,179669,14520283,77.7,11315740,60.5,12503347,66.9,4433781,6843779,1196877,28910,26554380,,,,,,,,,,,,,
2021-10-09,FM,FMA,Federated States of Micronesia,103643,Report,86470,73545,83431,70960,60682,1216,11647,0,45024,43.4,27.1,44339,54.9,72349,89623,107115,3524,20.1,5769,32851,492398,28096,27582,34.2,72600,2970,10900,0,27404,648,11121,1,27399,139,11098,1,2181,7,1038,0,39174,37.8,38637,47.9,3226,18.4,5769,88509,73530,83076,97696,45010,50.9,28095,31.7,39165,44.2,27403,648,11113,1,73530,,,,,,,,,,,,,
2021-10-09,GA,GAA,Georgia,10617423,Report,14885345,10937587,140197,103015,4351992,6299369,277037,9189,5900661,55.6,43.9,5507266,67.9,10255520,126400,183463,1333855,87.9,2700536,178024,981265,4661116,4371919,53.9,6156240,8090505,638600,0,1926027,2728511,275137,2989,1925226,2440351,274712,2808,638751,497896,32380,1415,4932664,46.5,4643097,57.2,1170442,77.2,2626961,8988102,10934875,121659,165612,5898350,65.6,4660674,51.9,4932116,54.9,1925970,2728132,275030,2984,10552505,,,,,,,,,,,,,
2021-10-09,GU,GUA,Guam,165768,Report,239170,240296,144280,144959,78034,152276,9950,36,129148,77.9,64.4,115683,89.6,215427,166850,185239,16269,57.9,31829,113323,851533,106771,95437,73.9,74200,145470,19500,0,36308,70433,9366,0,36294,59113,9360,0,6259,8456,520,0,116107,70,104767,81.1,15235,54.2,30763,141562,240257,169719,168951,129120,91.2,106760,75.4,116095,82,36307,70423,9365,0,220991,,,,,,,,,,,,,
2021-10-09,HI,HIA,Hawaii,1415872,Report,2397220,1906634,169311,134661,620366,1142513,49783,93972,1093979,77.3,55,1017999,91.2,1784435,159895,214804,279276,99.9,521512,194269,892992,778121,730224,65.4,895480,1402440,99300,0,269475,490369,50493,18120,268872,443095,50329,18103,96092,125338,9849,1415,828457,58.5,780399,69.9,232694,86.7,497715,1211109,1902028,157048,197936,1090157,90,776639,64.1,826940,68.3,269425,488949,50457,18109,1698900,,,,,,,,,,,,,
2021-10-09,IA,IAA,Iowa,3155070,Report,4353845,3531820,137995,111941,1390893,1994082,146508,337,1848139,58.6,49.9,1732124,71.3,3312385,136412,179301,511133,92.4,1053335,190492,787379,1575507,1473917,60.7,1720480,2416965,216400,0,667382,907333,144314,241,667194,805936,144239,240,258186,219743,13409,108,1719270,54.5,1617609,66.6,491446,88.9,1019645,2676281,3531765,131965,162683,1848049,69.1,1575482,58.9,1719243,64.2,667375,907315,144312,241,3466753,,,,,,,,,,,,,
2021-10-09,ID,IDA,Idaho,1787065,Report,2300470,1614169,128729,90325,648955,896334,66691,2189,853579,47.8,38.7,851227,63.6,1612981,120474,171823,252862,87,518074,178234,791437,691036,689529,51.5,905060,1276110,119300,0,294007,396009,66371,541,293986,394528,66349,536,108375,116352,11132,230,756928,42.4,755399,56.4,236089,81.2,493748,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-10-09,IH2,IH2,Indian Health Svc,2082813,Report,2147225,1671369,103093,80246,824617,814018,32683,51,912514,43.8,34.8,833960,0,1529722,0,0,157135,0,299525,0,0,724917,662067,0,1024160,1036965,86100,0,365712,359079,32548,3,365410,296536,32490,3,74065,54409,3127,0,757342,36.4,694439,0,131601,0,299525,0,1670744,0,0,912091,0,724754,0,757159,0,365637,358992,32527,3,1670744,,,,,,,,,,,,,
2021-10-09,IL,ILA,Illinois,12671821,Report,18394225,15622179,145158,123283,5613870,9433560,554571,20178,8773286,69.2,49.9,8105801,82.3,14460632,146750,186669,1971730,96.5,3727297,182422,900251,6325779,5845005,59.3,6927780,10555545,910900,0,2399061,3917458,543192,6525,2392535,3443335,540733,6422,724946,807151,74874,3019,6866236,54.2,6383025,64.8,1609990,78.8,3625325,10837805,15580693,143762,169723,8747295,80.7,6311212,58.2,6851640,63.2,2399017,3902935,543163,6525,15331023,,,,,,,,,,,,,
2021-10-09,IN,INA,Indiana,6732219,Report,8572950,6908981,127342,102626,2515547,4111823,257085,24526,3554195,52.8,45.2,3337294,64.6,6499259,125851,166006,945129,87,2006163,184773,789593,3045964,2859744,55.4,3233540,4878510,460900,0,1179560,1856710,253040,7332,1179273,1670885,252797,7258,448349,432816,28976,3606,3296642,49,3110213,60.2,913747,84.2,1969858,5705039,6908502,121095,150270,3553804,62.3,3045828,53.4,3296488,57.8,1179545,1856591,253020,7332,6823072,,,,,,,,,,,,,
2021-10-09,KS,KSA,Kansas,2913314,Report,3995115,3157449,137133,108380,1237436,1810549,108162,1302,1767179,60.7,48.2,1646271,74.4,2944008,133029,180524,473806,99.6,886208,186379,840215,1403971,1305847,59,1606020,2198895,190200,0,576496,826391,106454,456,576173,728646,106354,406,193323,193834,17152,210,1509797,51.8,1411579,63.8,404519,85.1,849465,2451697,3157304,128780,162953,1767039,72.1,1403953,57.3,1509771,61.6,576488,826381,106446,456,3023195,,,,,,,,,,,,,
2021-10-09,KY,KYA,Kentucky,4467673,Report,5963495,5070117,133481,113485,2087005,2779479,202288,1345,2750987,61.6,48.9,2584189,74.6,4768593,137630,172116,709970,94.6,1376015,183331,794535,2183939,2049592,59.2,2550700,3120795,292000,0,950252,1231380,199330,1332,950028,1097299,199209,1293,288338,306079,38166,691,2382294,53.3,2247829,64.9,633274,84.4,1338207,3806167,5068955,133177,156680,2750562,72.3,2183896,57.4,2382223,62.6,950240,1231351,199302,1330,4973790,,,,,,,,,,,,,
2021-10-09,LA,LAA,Louisiana,4648794,Report,5912580,4638164,127185,99771,1921475,2555180,159618,1891,2433026,52.3,42.9,2294813,64.4,4390557,123290,166029,644431,87,1339617,180780,797895,1993913,1885971,53,2545920,3110460,256200,0,873521,1118737,152022,788,873061,1011267,151869,780,291067,300320,21146,164,2145068,46.1,2036977,57.2,612697,82.7,1286508,3923318,4637804,118211,150704,2432748,62,1993825,50.8,2144959,54.7,873501,1118669,152001,788,4495020,,,,,,,,,,,,,
2021-10-09,MA,MAA,Massachusetts,6892503,Report,11242770,9975562,163116,144731,3812042,5825858,337346,316,5391906,78.2,63.6,4999127,90.2,9252839,167028,202949,1192755,99.9,2282894,195231,961469,4380893,4049588,73.1,4426680,6345390,470700,0,1746143,2632639,339452,127,1740844,2306663,338236,110,471194,503358,68893,41,4718361,68.5,4385853,79.2,1043486,89.2,2219111,6016745,9946928,165321,186858,5375063,89.3,4369368,72.6,4706828,78.2,1746135,2621122,339444,127,9806112,,,,,,,,,,,,,
2021-10-09,MD,MDA,Maryland,6045680,Report,10235470,8134406,169302,134549,2980752,4842745,299531,11378,4316209,71.4,60,3984515,84.6,7510485,159425,217268,930386,97,1858187,193683,1066870,3627024,3339078,70.9,3845640,5931630,458200,0,1392371,2227455,293941,3108,1391906,1940129,293736,2987,412338,405507,52756,833,3916875,64.8,3628758,77,871434,90.8,1809068,5162887,8133804,157544,198251,4315580,83.6,3626844,70.2,3916662,75.9,1392333,2227316,293907,3106,7884843,,,,,,,,,,,,,
2021-10-09,ME,MEA,Maine,1344212,Report,2209830,1859161,164396,138309,744734,994931,118341,1155,1005290,74.8,60.5,946454,86.4,1746562,159450,201743,285529,99.9,559460,196119,774659,812637,760182,69.4,912980,1176750,120100,0,352555,459307,116789,275,352497,406945,116717,247,121874,122685,22920,116,928926,69.1,876406,80,267595,93.8,541844,1184936,1859037,156889,186494,1005178,84.8,812621,68.6,928890,78.4,352548,459298,116769,275,1807705,,,,,,,,,,,,,
2021-10-09,MH,MHA,Marshall Islands,58413,Report,54140,40949,92685,70103,38811,17,2119,2,22921,39.2,30.7,22822,50.2,40823,89727,118997,1315,13.3,2369,23937,547034,17928,17896,39.3,40500,2340,11300,0,17905,15,2111,1,17875,13,2102,1,1047,0,98,0,20032,34.3,19991,43.9,1145,11.6,2369,49884,40917,82024,108532,22897,45.9,17920,35.9,20021,40.1,17897,15,2108,1,40917,,,,,,,,,,,,,
2021-10-09,MI,MIA,Michigan,9986857,Report,13858110,10916450,138763,109308,4222919,6319132,372771,1628,5708654,57.2,48.9,5374831,68.5,10281083,131087,176696,1569839,88.9,3169357,179526,784984,4881573,4586756,58.5,5672740,7491270,694100,0,1998089,2880950,373435,907,1997461,2586852,373162,848,739590,675621,66618,531,5253381,52.6,4958323,63.2,1482360,84,3073927,8595002,10915956,127004,161235,5708225,66.4,4881473,56.8,5253263,61.1,1998070,2880871,373417,905,10699993,,,,,,,,,,,,,
2021-10-09,MN,MNA,Minnesota,5639632,Report,8052850,6834187,142790,121181,2499213,4035692,297086,2196,3611876,64,53.5,3351141,77.3,6332762,146035,185700,882344,95.9,1793590,194875,874946,3016983,2778916,64.1,3044300,4624350,384200,0,1172964,1841594,297641,737,1170862,1605666,297112,712,347563,435973,48392,180,3312936,58.7,3074352,70.9,832108,90.4,1712955,4778088,6814655,142623,168537,3600705,75.4,3008905,63,3304839,69.2,1172952,1833530,297620,737,6637460,,,,,,,,,,,,,
2021-10-09,MO,MOA,Missouri,6137428,Report,8020505,6461027,130682,105273,2306170,3944006,208986,1865,3406449,55.5,45.2,3201181,67.2,6078452,127515,168256,927236,87.3,1870753,176148,755200,2773716,2604284,54.6,3132400,4557105,331000,0,1054719,1717146,210375,436,1054357,1548171,210138,363,383006,422480,37472,152,2982676,48.6,2813029,59,843110,79.4,1779668,5235715,6460590,123395,153188,3406034,65.1,2773666,53,2982602,57,1054707,1717108,210351,436,6250222,,,,,,,,,,,,,
2021-10-09,MP,MPA,Northern Mariana Islands,56882,Report,86200,70837,151542,124533,9657,60380,800,0,35953,63.2,59,31477,71,62191,140373,194565,2936,30.5,6167,63986,894376,33567,29393,66.3,20200,63300,2700,0,4592,28973,803,0,4591,24800,803,0,468,2324,90,0,34368,60.4,30194,68.2,2882,29.9,6167,48576,70837,145827,177454,35953,74,33567,69.1,34368,70.8,4592,28973,803,0,70837,,,,,,,,,,,,,
2021-10-09,MS,MSA,Mississippi,2976149,Report,3896935,2841035,130939,95460,1161390,1604483,73509,1653,1509277,50.7,41.8,1415584,62.2,2674403,117424,171101,412847,84.8,827437,170012,800697,1242757,1169219,51.3,1628140,2091795,177000,0,526177,715446,73118,406,525893,642213,73034,389,196013,170430,16615,190,1315147,44.2,1241529,54.5,383248,78.7,801111,2521425,2840756,112665,154553,1509049,59.8,1242694,49.3,1315073,52.2,526166,715394,73107,406,2742936,,,,,,,,,,,,,
2021-10-09,MT,MTA,Montana,1068778,Report,1388235,1120801,129890,104868,470944,601120,47787,950,592608,55.4,44.8,558810,66.5,1058888,126030,165229,180927,87.6,364402,176520,672474,478640,451292,53.7,578280,729855,80100,0,215589,262325,46546,281,215483,235092,46502,278,80340,77794,9215,156,524741,49.1,497355,59.2,167505,81.1,340434,917598,1120599,122123,151290,592462,64.6,478598,52.2,524693,57.2,215570,262302,46540,281,1043263,,,,,,,,,,,,,
2021-10-09,NC,NCA,North Carolina,10488084,Report,14821450,11674680,141317,111314,4321644,6931187,421320,529,6415445,61.2,47.1,6006130,73.4,10930344,133503,181028,1676673,95.8,3198475,182656,846411,4943953,4619089,56.4,5812980,8309670,698800,0,1942533,3000561,414091,99,1939642,2678598,412705,97,678740,690445,47073,46,5357284,51.1,5031042,61.4,1416304,80.9,3086053,8985519,11660465,129770,164948,6406597,71.3,4938647,55,5351956,59.6,1942439,2995349,414069,99,11166607,,,,,,,,,,,,,
2021-10-09,ND,NDA,North Dakota,762062,Report,955150,766061,125338,100525,298361,434473,32978,249,394696,51.8,41,373395,64.2,724685,124540,164146,105748,88.2,214777,179212,796988,312195,295034,50.7,375920,538230,41000,0,132649,179478,29960,2,132451,162516,29827,2,45282,43732,3872,0,342089,44.9,324796,55.8,92886,77.5,199807,637246,765015,120050,149887,394077,61.8,311851,48.9,341742,53.6,132644,179139,29957,2,709019,,,,,,,,,,,,,
2021-10-09,NE,NEA,Nebraska,1934408,Report,2638790,2220772,136413,114804,819232,1317201,79542,4797,1158913,59.9,51.1,1077167,73.9,2066270,141687,180946,288508,92.3,609664,195119,844526,989218,917124,62.9,987540,1532850,118400,0,386182,601140,79377,1282,386030,529252,79303,1233,134238,134317,6474,805,1067981,55.2,995818,68.3,275834,88.3,570034,1617408,2220400,137281,163149,1158630,71.6,989148,61.2,1067893,66,386161,601093,79359,1280,2124178,,,,,,,,,,,,,
2021-10-09,NH,NHA,New Hampshire,1359711,Report,2190590,1829623,161107,134560,705917,1030866,92801,39,973014,71.6,56.9,914263,82.8,1705121,154385,198341,270433,99.9,483637,190510,862899,773393,724946,65.6,849100,1213290,128200,0,324132,449025,69353,57,323881,400834,69298,53,94459,115960,14301,28,842567,62,794066,71.9,224748,88.5,472049,1198569,1828759,152579,182767,972339,81.1,773209,64.5,842358,70.3,324030,448943,69328,57,1803178,,,,,,,,,,,,,
2021-10-09,NJ,NJA,New Jersey,8882190,Report,14299765,11758004,160994,132377,4478173,6834623,445055,153,6509621,73.3,60,6041205,87,10896132,156923,205941,1415138,95.9,2698023,182850,969124,5326309,4924162,70.9,5521480,8114085,664200,0,2113726,3210760,451656,175,2113150,2809216,451374,161,597239,598442,85658,49,5776317,65,5373901,77.4,1281388,86.8,2665549,7618375,11757136,154326,187701,6508791,85.4,5326168,69.9,5776116,75.8,2113693,3210653,451595,175,11665678,,,,,,,,,,,,,
2021-10-09,NM,NMA,New Mexico,2096829,Report,3023035,2845921,144172,135725,1181292,1559465,99011,6153,1536800,73.3,59.2,1415805,87.3,2630670,162288,186493,377267,99.9,735334,194736,800579,1240894,1139198,70.3,1264200,1611435,147400,0,532750,705707,97637,1714,532360,604429,97490,1695,157086,162083,19708,909,1337808,63.8,1235974,76.2,339786,90,662932,1787431,2845575,159199,169127,1536492,86,1240819,69.4,1337721,74.8,532732,705650,97625,1714,2523991,,,,,,,,,,,,,
2021-10-09,NV,NVA,Nevada,3080156,Report,4118950,3473208,133725,112761,1223094,2097298,152685,131,1896367,61.6,46.6,1772763,74.3,3253583,136275,172520,440227,88.8,862083,173817,830480,1435212,1342728,56.2,1493320,2422530,203100,0,554003,880837,150289,35,553904,788454,150247,34,180535,182325,24001,20,1585164,51.5,1492639,62.5,386881,78,810165,2621802,3473153,132472,157104,1896267,72.3,1435177,54.7,1585125,60.5,553999,880806,150285,35,3342454,,,,,,,,,,,,,
2021-10-09,NY,NYA,New York State,19453561,Report,30256705,26370560,155533,135556,9752515,15471374,1137140,9531,14037609,72.2,59,13129914,85.1,24683139,160018,196150,3050804,92.6,5966160,181004,917942,11473440,10692370,69.3,11470480,17385525,1400700,0,4509484,6957630,1082324,2451,4507638,6178585,1081573,2305,1317183,1290672,172516,1043,12551889,64.5,11770101,76.3,2781414,84.4,5811624,16773220,26368049,157203,180387,14035818,83.7,11472807,68.4,12551118,74.8,4509312,6957185,1082184,2437,26017225,,,,,,,,,,,,,
2021-10-09,OH,OHA,Ohio,11689100,Report,15400305,12369694,131749,105822,4733487,7116678,503591,15938,6406088,54.8,46.7,6034012,66.2,11664293,128023,169028,1787844,87.4,3682439,179954,752585,5458409,5131750,56.3,6161000,8522205,717100,0,2210446,3240322,489436,4490,2209964,2914245,489225,4406,774567,848313,86539,2248,5944694,50.9,5617840,61.7,1711667,83.6,3554453,10000702,12369432,123686,153992,6405844,64.1,5458326,54.6,5944602,59.4,2210440,3240246,489426,4490,12111481,,,,,,,,,,,,,
2021-10-09,OK,OKA,Oklahoma,3956971,Report,5131160,4259773,129674,107652,1737826,2399212,122126,609,2270436,57.4,45.4,2125700,70.7,3995493,132973,170769,590809,93,1163770,183233,807889,1795546,1678546,55.9,2216620,2662440,252100,0,764996,1029816,120432,115,764749,913079,120348,102,260217,232380,19067,32,1915359,48.4,1798278,59.8,511696,80.6,1042838,3325223,4259501,128097,154310,2270203,68.3,1795491,54,1915290,57.6,764979,1029778,120418,115,3734084,,,,,,,,,,,,,
2021-10-09,OR,ORA,Oregon,4217737,Report,6886515,5353529,163275,126929,1986422,3138183,224832,4092,2833379,67.2,56.4,2643790,78.9,4997436,149125,205496,701216,91.5,1386259,180955,898929,2377548,2213324,66,2744980,3783135,358400,0,933749,1441325,220593,954,930936,1279982,219792,897,300024,313481,49966,413,2596621,61.6,2431607,72.6,663884,86.7,1327546,3647769,5339499,146377,188787,2825313,77.5,2371814,65,2590884,71,933745,1435599,220590,950,5213698,,,,,,,,,,,,,
