Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-11,MN,MNA,Minnesota,5639632,1121000,754262,19877,13374,575084,10197,176482,3129,10.2,3.1,,,
2021-02-11,MO,MOA,Missouri,6137428,1058775,694992,17251,11324,524638,8548,163157,2658,8.3,2.5,,,
2021-02-11,MP,MPA,Northern Mariana Islands,56882,29650,12728,52125,22376,8344,14669,4376,7693,14.7,7.7,,,
2021-02-11,MS,MSA,Mississippi,2976149,601625,365400,20215,12278,286055,9612,78802,2648,9.7,2.7,,,
2021-02-11,MT,MTA,Montana,1068778,192125,149339,17976,13973,109266,10223,39710,3715,10.3,3.7,,,
2021-02-11,NC,NCA,North Carolina,10488084,1938075,1382652,18479,13183,1050246,10014,330758,3154,9.9,3.1,,,
2021-02-11,ND,NDA,North Dakota,762062,155375,133616,20389,17533,90939,11933,40721,5344,11.8,5.2,,,
2021-02-11,NE,NEA,Nebraska,1934408,405600,247879,20968,12814,172690,8927,73704,3810,8.9,3.8,,,
2021-02-11,NH,NHA,New Hampshire,1359711,298075,184103,21922,13540,130806,9620,53145,3909,9.8,3.9,,,
2021-02-11,NJ,NJA,New Jersey,8882190,1770250,1196677,19930,13473,911345,10260,280021,3153,10.7,3.4,,,
2021-02-11,NM,NMA,New Mexico,2096829,428675,369864,20444,17639,264105,12595,101665,4849,12.9,4.9,,,
2021-02-11,NV,NVA,Nevada,3080156,533800,379077,17330,12307,299502,9724,77555,2518,9.6,2.5,,,
2021-02-11,NY,NYA,New York State,19453561,3843300,2620734,19756,13472,1869595,9611,668178,3435,9.6,3.4,,,
2021-02-11,OH,OHA,Ohio,11689100,2293650,1459174,19622,12483,1107677,9476,349390,2989,9.5,3,,,
2021-02-11,OK,OKA,Oklahoma,3956971,815475,628361,20609,15880,452166,11427,172509,4360,11.4,4.4,,,
2021-02-11,OR,ORA,Oregon,4217737,840475,589035,19927,13966,434561,10303,152361,3612,10.2,3.6,,,
2021-02-11,PA,PAA,Pennsylvania,12801989,2540475,1594474,19844,12455,1215755,9497,373882,2920,9.5,3,,,
2021-02-11,PR,PRA,Puerto Rico,3193694,706500,336959,22122,10551,248934,7795,86660,2713,7.8,2.7,,,
2021-02-11,RI,RIA,Rhode Island,1059361,211650,127931,19979,12076,89723,8470,38158,3602,8.5,3.5,,,
2021-02-11,RP,RPA,Republic of Palau,17907,9200,3831,51377,21394,3109,17362,722,4032,0,0,,,
2021-02-11,SC,SCA,South Carolina,5148714,779500,628496,15140,12207,487418,9467,133648,2596,9.6,2.6,,,
2021-02-11,SD,SDA,South Dakota,884659,181725,141733,20542,16021,97817,11057,43827,4954,11.2,5,,,
2021-02-11,TN,TNA,Tennessee,6829174,1295675,866352,18973,12686,595081,8714,267820,3922,8.7,3.9,,,
2021-02-11,TX,TXA,Texas,28995881,5091325,3708460,17559,12790,2745305,9468,960517,3313,0,0,,,
2021-02-11,UT,UTA,Utah,3205958,579600,510267,18079,15916,307059,9578,105704,3297,9.6,3.3,,,
2021-02-11,VA,VAA,Virginia,8535519,1589875,1223199,18627,14331,945182,11074,247784,2903,11.1,2.9,,,
2021-02-11,VA2,VA2,Veterans Health,0,2042525,1377358,0,0,1020271,0,355921,0,0,0,,,
2021-02-11,VI,VIA,Virgin Islands,104680,25450,11168,24312,10669,8039,7680,3129,2989,7.5,2.9,,,
2021-02-11,VT,VTA,Vermont,623989,137925,96908,22104,15530,67024,10741,29713,4762,10.7,4.7,,,
2021-02-11,WA,WAA,Washington,7614893,1429050,1040044,18767,13658,797359,10471,229588,3015,10.5,3,,,
2021-02-11,WI,WIA,Wisconsin,5822434,1080700,826275,18561,14191,640058,10993,176673,3034,11,3.1,,,
2021-02-11,WV,WVA,West Virginia,1792147,387400,340780,21617,19015,226323,12629,114445,6386,12.6,6.2,,,
2021-02-11,WY,WYA,Wyoming,578759,118875,79515,20540,13739,61170,10569,18180,3141,10.6,3.1,,,
2021-02-11,US,USA,United States,331996199,68285575,46390270,,,34723964,,11188782,,9.1,2.9,22038088,24246868,105314
2021-02-11,LTC,LTC,Long Term Care,,,5348775,,,,,,,0,0,,,
