Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-14,DC,DCA,District of Columbia,705749,Report,388865,264499,55100,37478,108840,155657,2,0,120982,17.1,8.7,120699,20.9,264187,45740,51386,58.8,102447,117293,61275,61263,10.6,67326,176900,204165,7800,0,30062,31204,659,9,30061,31193,659,9,17326,12314,35,4,61934,8.8,61922,10.7,29679,34,,,,
2021-03-14,DD2,DD2,Dept of Defense,0,Report,1918750,1439663,0,0,680450,755735,3079,399,929473,0,0,926025,0,1435744,0,116406,0,175609,0,487299,486850,0,0,868000,1008150,42600,0,217396,269903,1430,0,217368,269482,1430,0,17464,40353,33,0,488729,0,488280,0,57850,0,,,,
2021-03-14,DE,DEA,Delaware,973764,Report,422015,317790,43339,32635,143900,170708,3145,37,197168,20.2,11.5,196993,25.6,317541,41229,123412,65.3,194763,103100,112337,112276,14.6,54793,205100,206115,10800,0,54627,57698,3237,12,54615,57649,3237,12,34282,33026,3025,7,115574,11.9,115513,15,70340,37.2,,,,
2021-03-14,FL,FLA,Florida,21477737,Report,9145275,7108286,42580,33096,3571266,3449022,79130,8868,4387617,20.4,11,4380276,25.4,7099767,41163,2998646,66.7,5096500,113323,2367140,2366083,13.7,53023,4441900,4419675,283700,0,1177757,1186401,78444,2982,1177195,1185906,78421,2982,887644,879729,30942,2570,2445584,11.4,2444504,14.2,1800885,40,,,,
2021-03-14,FM,FMA,Federated States of Micronesia,103643,Report,47400,19796,45734,19100,19796,0,0,0,12326,11.9,7.2,12321,15.2,19791,24481,1240,7,2032,11533,7511,7511,9.3,58633,46600,0,800,0,7492,19,0,0,7492,19,0,0,808,4,0,0,7511,7.2,7511,9.3,812,4.6,,,,
2021-03-14,GA,GAA,Georgia,10617423,Report,3981815,2754347,37503,25942,1507520,1225150,21450,227,1662522,15.7,9.5,1661225,20.5,2752689,33927,921908,60.8,1603291,105691,1012172,1011794,12.5,49076,2067000,1805115,109700,0,560940,451099,21588,133,560885,450776,21582,133,374738,250249,3012,82,1033760,9.7,1033376,12.7,628081,41.4,,,,
2021-03-14,GU,GUA,Guam,165768,Report,87860,66513,53002,40124,34033,32480,0,0,36978,22.3,17.5,36953,28.6,66469,51407,11072,39.3,20694,73432,29000,28983,22.4,67951,38200,48360,1300,0,14347,14653,0,0,14345,14638,0,0,4119,5333,0,0,29000,17.5,28983,22.4,9452,33.5,,,,
2021-03-14,HI,HIA,Hawaii,1415872,Report,681200,528035,48112,37294,188940,244558,777,93760,329359,23.3,14.3,328105,29.4,527212,47241,127035,47.3,205096,76401,202151,201946,18.1,61039,296900,370500,13800,0,76897,107247,817,18007,76861,107095,814,17990,38134,40036,123,1407,202968,14.3,202760,18.2,79700,29.7,,,,
2021-03-14,IA,IAA,Iowa,3155070,Report,1288785,1114556,40848,35326,600061,486378,27998,119,734394,23.3,12,733108,30.2,1112533,45817,400149,72.4,585288,105848,379567,378838,15.6,53075,672000,581685,35100,0,208131,171429,28193,7,208121,170710,28185,7,96792,89665,2352,2,407760,12.9,407023,16.8,188811,34.1,,,,
2021-03-14,ID,IDA,Idaho,1787065,Report,671845,550174,37595,30786,284383,260757,4850,184,340495,19.1,11.3,340468,25.4,550155,41091,186759,64.3,287509,98913,201841,201834,15.1,50180,343200,310245,18400,0,105901,95906,4720,34,105900,95900,4714,34,47395,52968,2067,20,206561,11.6,206548,15.4,102450,35.2,,,,
2021-03-14,IH2,IH2,Indian Health Svc,2082813,Report,1239435,746005,59508,35817,410080,334360,1565,0,482152,23.1,12.4,475610,0,737362,0,123105,0,209920,0,257636,255583,0,0,739200,478335,21900,0,128450,129186,1560,0,128408,127175,1560,0,46128,37933,119,0,259196,12.4,257143,0,84180,0,,,,
2021-03-14,IL,ILA,Illinois,12671821,Report,5167015,4197470,40776,33124,2071027,2078430,46377,1636,2755219,21.7,11.2,2749394,27.9,4189527,42516,1238268,60.6,1865730,91313,1416954,1414925,14.4,52436,2600400,2429115,137500,0,686254,730200,45070,500,686089,728336,45007,500,321171,309366,12568,312,1462024,11.5,1459932,14.8,643417,31.5,,,,
2021-03-14,IN,INA,Indiana,6732219,Report,2537330,2127229,37689,31598,989525,1108854,26251,2599,1297939,19.3,12,1297322,25.1,2126275,41173,725051,66.8,1272109,117165,811075,810733,15.7,49133,1249900,1211730,75700,0,385023,425125,26323,927,384993,424813,26320,927,277823,251905,3200,680,837398,12.4,837053,16.2,533608,49.1,,,,
2021-03-14,KS,KSA,Kansas,2913314,Report,1257325,900500,43158,30910,500227,391488,8615,170,618089,21.2,10.8,616966,27.9,898902,40618,313074,65.8,441971,92951,314606,314054,14.2,56814,642600,584025,30700,0,171054,143481,8780,71,171036,142947,8777,71,78389,70260,2631,46,323386,11.1,322831,14.6,151326,31.8,,,,
2021-03-14,KY,KYA,Kentucky,4467673,Report,1798045,1496894,40246,33505,766112,705753,24941,88,1022830,22.9,11.1,1021369,29.5,1494528,43135,463840,61.8,673868,89782,496291,496001,14.3,51895,911100,840645,46300,0,259381,236844,23758,66,259363,236572,23745,66,98817,128305,7952,40,520049,11.6,519746,15,235114,31.3,,,,
2021-03-14,LA,LAA,Louisiana,4648794,Report,1890870,1464377,40674,31500,645332,789532,28719,794,925437,19.9,11,924744,26,1463547,41097,475227,64.1,825411,111388,513045,512925,14.4,53097,941500,898170,51200,0,207960,304728,27820,357,207946,304623,27815,356,143783,189822,7461,69,540865,11.6,540740,15.2,341135,46,,,,
2021-03-14,MA,MAA,Massachusetts,6892503,Report,2891100,2561749,41946,37167,1264578,1242008,55119,44,1718071,24.9,11.9,1714759,31,2557010,46158,811483,69.4,1166773,99781,819392,818067,14.8,52189,1463700,1349400,78000,0,378558,440827,54807,7,378471,439589,54785,7,133962,221273,27562,3,874199,12.7,872852,15.8,382800,32.7,,,,
2021-03-14,MD,MDA,Maryland,6045680,Report,2430150,1961982,40196,32453,963199,948482,49100,1201,1316888,21.8,11.5,1314935,27.9,1959475,41594,595556,62.1,868695,90546,692677,692080,14.7,51585,1200900,1164150,65100,0,328250,364105,47982,322,328210,363548,47973,322,136704,154156,20101,150,740659,12.3,740053,15.7,311111,32.4,,,,
2021-03-14,ME,MEA,Maine,1344212,Report,583690,510397,43422,37970,255469,241362,13533,33,343171,25.5,12.8,342877,31.3,509930,46553,202643,71,292306,102468,171901,171718,15.7,53287,305600,261690,16400,0,86577,85318,13610,6,86556,85156,13608,6,38564,52880,7636,3,185511,13.8,185326,16.9,99083,34.7,,,,
2021-03-14,MH,MHA,Marshall Islands,58413,Report,35600,16007,60945,27403,16007,0,0,0,11204,19.2,8.1,11178,24.5,15982,35077,785,7.9,1204,12125,4751,4750,10.4,78135,35000,0,600,0,4749,2,2,0,4748,2,2,0,416,0,2,0,4753,8.1,4752,10.4,418,4.2,,,,
2021-03-14,MI,MIA,Michigan,9986857,Report,3925470,3166094,39306,31703,1477562,1673020,15512,0,2053751,20.6,11.4,2052299,26.2,3164047,40343,1111218,62.9,1672678,94748,1140783,1140185,14.5,50051,1962300,1853670,109500,0,482228,658513,16036,42,482175,657968,16028,42,264227,319664,6702,32,1156819,11.6,1156213,14.7,590625,33.5,,,,
2021-03-14,MN,MNA,Minnesota,5639632,Report,2263220,2000939,40131,35480,937086,1026456,37210,187,1330645,23.6,12,1328927,30.6,1998561,46087,694544,75.5,1001708,108836,678262,677565,15.6,52190,1113000,1091220,59000,0,300482,377739,37288,41,300451,377073,37278,41,137915,182480,22426,15,715550,12.7,714843,16.5,342836,37.2,,,,
2021-03-14,MO,MOA,Missouri,6137428,Report,2415805,1867231,39362,30424,775199,1069986,21804,242,1188641,19.4,10,1187478,24.9,1865605,39137,613139,57.7,945955,89070,611846,611460,12.8,50679,1149600,1212705,53500,0,229665,382154,21795,27,229638,381796,21791,26,128827,171332,8300,8,633641,10.3,633251,13.3,308467,29,,,,
2021-03-14,MP,MPA,Northern Mariana Islands,56882,Report,44010,22134,77371,38912,2635,19499,0,0,12956,22.8,16.1,12943,29.2,22110,49833,2104,21.8,3972,41075,9162,9151,20.6,99193,12800,30810,400,0,665,8497,0,0,665,8486,0,0,233,1632,0,0,9162,16.1,9151,20.6,1865,19.3,,,,
2021-03-14,MS,MSA,Mississippi,2976149,Report,1239205,896984,41638,30139,477742,401756,16911,575,589211,19.8,10.4,588892,25.9,896558,39365,285422,58.6,456597,93816,309861,309758,13.6,54409,641900,565305,32000,0,167951,141900,16351,10,167931,141817,16346,10,98525,77426,4846,3,326212,11,326104,14.3,180800,37.1,,,,
2021-03-14,MT,MTA,Montana,1068778,Report,481155,395770,45019,37030,213464,178383,3831,92,251203,23.5,13.6,250502,29.8,394797,46989,127069,61.6,204116,98876,144932,144674,17.2,57267,256300,212355,12500,0,78221,66685,3879,26,78203,66445,3878,26,38627,39795,1243,13,148811,13.9,148552,17.7,79678,38.6,,,,
2021-03-14,NC,NCA,North Carolina,10488084,Report,4267910,3414474,40693,32556,1505379,1862857,45909,329,2193331,20.9,11.2,2188847,26.7,3409117,41639,1157660,66.1,1980859,113121,1174047,1173152,14.3,52128,2074000,2082210,111700,0,476446,697577,45559,24,476329,696799,45469,24,351267,431210,7752,19,1219606,11.6,1218621,14.9,790248,45.1,,,,
2021-03-14,ND,NDA,North Dakota,762062,Report,344170,317029,45163,41601,155381,156698,4950,0,197376,25.9,13.8,196825,33.8,316250,54349,87843,73.3,148855,124206,105376,105195,18.1,59147,178200,157170,8800,0,53277,52099,4752,0,53260,51935,4748,0,27957,27231,934,0,110128,14.5,109943,18.9,56122,46.8,,,,
2021-03-14,NE,NEA,Nebraska,1934408,Report,833730,666417,43100,34451,324462,324996,15627,1332,429096,22.2,12,428378,29.4,665289,45620,221906,71,338371,108293,231404,230982,15.8,57170,417500,392730,23500,0,112982,118093,16090,329,112955,117698,16085,329,51861,60967,1176,245,247494,12.8,247067,16.9,114249,36.6,,,,
2021-03-14,NH,NHA,New Hampshire,1359711,Report,565165,460696,41565,33882,255457,193725,11487,27,333706,24.5,10.6,332853,30.1,459521,41606,187589,73.9,238976,94135,143883,143577,13,51171,298400,250965,15800,0,87617,56261,11767,5,87550,56022,11754,5,33951,25889,8172,2,155650,11.4,155331,14.1,68014,26.8,,,,
2021-03-14,NJ,NJA,New Jersey,8882190,Report,3577765,3065373,40280,34511,1584516,1435576,44806,475,2126722,23.9,11.7,2120466,30.5,3057101,44028,864362,58.6,1255851,85112,1040599,1038572,15,51526,1768700,1713465,95600,0,529646,510948,44392,5,529567,509000,44382,5,208225,218306,12945,3,1084991,12.2,1082954,15.6,439479,29.8,,,,
2021-03-14,NM,NMA,New Mexico,2096829,Report,1035005,942171,49360,44933,428175,509658,3190,1148,608238,29,16.5,602849,37.2,936071,57747,230286,61,359389,95176,344998,343212,21.2,63850,494800,514605,25600,0,144482,200233,3250,283,144428,198501,3248,283,62168,71472,1547,167,348248,16.6,346460,21.4,135354,35.8,,,,
2021-03-14,NV,NVA,Nevada,3080156,Report,1169770,989342,37978,32120,452613,525432,11297,0,622883,20.2,11.1,622324,26.1,988545,41405,307797,62.1,493013,99403,341441,341228,14.3,48995,586200,551070,32500,0,157510,183931,11197,0,157496,183732,11196,0,78723,93086,4502,0,352638,11.4,352424,14.8,176311,35.5,,,,
2021-03-14,NY,NYA,New York State,19453561,Report,8237955,6295058,42347,32359,3072790,3127206,94381,681,4226938,21.7,10.1,4219139,27.4,6285922,40751,1814695,55.1,2679774,81300,1955560,1954108,12.7,53406,4003600,4038255,196100,0,996049,959393,93526,118,995911,958079,93522,118,419228,445690,32888,65,2049086,10.5,2047630,13.3,897871,27.2,,,,
2021-03-14,OH,OHA,Ohio,11689100,Report,4748935,3732147,40627,31928,1894944,1753285,81089,2829,2388057,20.4,11.2,2385681,26.2,3728592,40924,1319788,64.5,2086382,101958,1307688,1306524,14.3,52123,2370900,2245035,133000,0,675547,631342,80033,799,675503,630223,80022,798,338110,409639,26482,534,1387721,11.9,1386546,15.2,774765,37.9,,,,
2021-03-14,OK,OKA,Oklahoma,3956971,Report,1981405,1465197,50074,37028,691940,760950,12299,8,942162,23.8,12.7,939185,31.3,1461727,48647,430228,67.7,739014,116356,500842,500477,16.7,65943,1000800,931905,48700,0,236363,264478,12178,1,236351,264125,12176,1,160897,140423,3466,0,513020,13,512653,17.1,304786,48,,,,
2021-03-14,OR,ORA,Oregon,4217737,Report,1642605,1366471,38945,32398,685097,668475,11935,964,870504,20.6,11.5,868178,25.9,1362633,40661,412910,53.9,560460,73159,486353,484880,14.5,49016,834500,760305,47800,0,236246,249947,11925,160,236098,248622,11919,160,67933,84363,8424,72,498278,11.8,496799,14.8,160792,21,,,,
2021-03-14,PA,PAA,Pennsylvania,12801989,Report,5446125,4191298,42541,32739,2087130,2101506,2561,101,2812196,22,10.7,2806693,27.6,4183874,41150,1352312,56.5,1995167,83363,1373739,1371860,13.5,53565,2701900,2600325,143900,0,689023,684642,4789,74,688874,682913,4788,73,333523,301546,1786,41,1378528,10.8,1376648,13.5,636896,26.6,,,,
2021-03-14,PR,PRA,Puerto Rico,3193694,Report,1439970,748875,45088,23449,321915,424526,2186,248,473423,14.8,8.7,473112,19,748451,30045,227817,42,330995,60965,277634,277520,11.1,57805,725600,675870,38500,0,116233,161394,2202,7,116215,161298,2200,7,50343,55785,410,0,279836,8.8,279720,11.2,106538,19.6,,,,
2021-03-14,RI,RIA,Rhode Island,1059361,Report,463415,374193,43745,35323,196011,174796,3386,0,267498,25.3,10.2,267227,31.3,373799,43726,143424,76.7,178218,95280,107770,107652,12.6,54209,241500,210015,11900,0,59582,48187,3477,1,59579,48072,3477,1,16503,20017,600,0,111247,10.5,111129,13,37120,19.8,,,,
2021-03-14,RP,RPA,Republic of Palau,17907,Report,14800,9694,82649,54135,9693,1,0,0,6660,37.2,17.5,6660,47.7,9694,69406,1314,43.2,2353,77300,3137,3137,22.5,105964,14600,0,200,0,3124,13,0,0,3124,13,0,0,1062,8,0,0,3137,17.5,3137,22.5,1070,35.2,,,,
2021-03-14,SC,SCA,South Carolina,5148714,Report,1935035,1583500,37583,30755,580833,983111,18532,1024,1017665,19.8,10.8,1016430,25.2,1581839,39178,627020,66.9,1002247,106961,556912,556508,13.8,47926,882900,993135,59000,0,165899,390808,17734,205,165874,390429,17724,205,124526,250635,3916,140,574646,11.2,574232,14.2,379217,40.5,,,,
2021-03-14,SD,SDA,South Dakota,884659,Report,457035,373065,51662,42170,188510,181279,3263,13,241971,27.4,14.9,241270,36.1,372069,55736,120872,79.6,187571,123507,131481,131198,19.7,68464,241100,205335,10600,0,65107,66370,3202,4,65100,66094,3202,4,31849,35734,494,1,134683,15.2,134400,20.1,68078,44.8,,,,
2021-03-14,TN,TNA,Tennessee,6829174,Report,2718400,1921346,39806,28134,935222,973168,10840,2116,1238369,18.1,9.5,1237353,23.3,1920192,36100,664828,58.1,1054520,92227,648340,648187,12.2,51106,1374200,1275300,68900,0,293770,354003,11179,567,293754,353867,11170,566,183116,188192,2540,389,659519,9.7,659357,12.4,374237,32.7,,,,
2021-03-14,TX,TXA,Texas,28995881,Report,10967665,8421946,37825,29045,4083824,4192761,145099,262,5417558,18.7,9.3,5396264,25,8389713,38848,2230951,59.7,3504373,93845,2684919,2674366,12.4,50785,5321500,5301465,344700,0,1372993,1311597,143003,118,1367596,1306442,142441,118,617298,589694,64294,53,2827711,9.8,2816597,13,1271339,34,,,,
2021-03-14,UT,UTA,Utah,3205958,Report,1144940,1007495,35713,31426,478578,507862,21055,0,611477,19.1,7.7,609359,26.8,1004597,44162,248382,67.9,389972,106587,245413,244909,10.8,50332,585700,528840,30400,0,121740,123673,20460,0,121692,123217,20445,0,36866,56194,4787,0,265873,8.3,265354,11.7,97847,26.7,,,,
2021-03-14,VA,VAA,Virginia,8535519,Report,3291575,2892286,38563,33885,1364178,1465118,62715,275,1872241,21.9,11.8,1868322,28,2886920,43252,846212,62.3,1266806,93222,1004553,1003270,15,49314,1638100,1564875,88600,0,480956,523505,62254,92,480750,522428,62166,92,204544,215607,22703,60,1066807,12.5,1065436,16,442914,32.6,,,,
2021-03-14,VA2,VA2,Veterans Health,0,Report,3553105,3065999,0,0,1656175,1385405,24418,1,1917144,0,0,1917072,0,3065877,0,1233234,0,2042524,0,1147321,1147271,0,0,1952100,1528605,72400,0,598884,548437,24409,0,598867,548404,24407,0,430954,377984,9281,0,1171730,0,1171678,0,818219,0,,,,
2021-03-14,VI,VIA,Virgin Islands,104680,Report,46500,27210,44421,25994,11829,15381,0,0,17923,17.1,8.2,17817,21.8,27093,33182,6846,38.5,10785,60604,8554,8544,10.5,56950,18800,27300,400,0,4266,4288,5,0,4261,4283,5,0,2123,1727,4,0,8559,8.2,8549,10.5,3854,21.7,,,,
2021-03-14,VT,VTA,Vermont,623989,Report,292890,231610,46938,37118,119777,111207,414,212,149158,23.9,12.4,148960,29.2,231298,45354,89551,71.6,125207,100134,77280,77153,15.1,57431,148700,136890,7300,0,38523,38699,489,58,38512,38583,488,58,13306,19057,26,36,77769,12.5,77641,15.2,32425,25.9,,,,
2021-03-14,WA,WAA,Washington,7614893,Report,3132270,2562529,41133,33652,1263123,1278566,19616,1224,1638176,21.5,11.9,1635470,27.5,2558892,42993,826672,68.3,1316110,108794,906801,905874,15.2,52627,1560400,1487070,84800,0,478163,428282,19910,356,478109,427409,19910,356,254579,223976,7496,264,926711,12.2,925784,15.6,486315,40.2,,,,
2021-03-14,WI,WIA,Wisconsin,5822434,Report,2233235,2072866,38356,35601,953986,1113297,5407,176,1324859,22.8,12.6,1322867,29,2070130,45439,736697,72.4,1170618,115078,731858,731127,16,49019,1133800,1036035,63400,0,310341,421469,5762,48,310316,420763,5759,48,187529,226576,568,26,737620,12.7,736886,16.2,414699,40.8,,,,
2021-03-14,WV,WVA,West Virginia,1792147,Report,823965,684336,45976,38185,346504,336515,1317,0,417836,23.3,14.4,417221,29.1,683439,47707,218751,59.6,364495,99314,258206,257956,18,57516,450200,352365,21400,0,128247,129947,1782,12,128195,129749,1780,12,71231,70895,515,6,259988,14.5,259736,18.1,142647,38.9,,,,
2021-03-14,WY,WYA,Wyoming,578759,Report,270015,211910,46654,36615,108885,101608,1347,70,129196,22.3,13.7,128985,29,211646,47558,63807,64.3,111990,112917,79292,79240,17.8,60674,143200,120315,6500,0,40426,38855,1290,11,40423,38806,1290,11,24102,23218,282,7,80582,13.9,80530,18.1,47609,48,,,,
2021-03-14,LTC,LTC,Long Term Care,,,,7547477,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0
