Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
2021-10-13,DC,DCA,District of Columbia,705749,Report,1246235,1024686,176583,145191,379732,613352,31160,442,509276,72.2,56.2,484289,83.8,984932,170527,215768,83252,95.3,195920,224311,1426830,396518,378766,65.6,481800,707535,56900,0,156208,239565,34948,268,156145,221896,34927,250,39652,31730,2522,43,430989,61.1,413218,71.5,73947,84.7,171743,609754,1024591,168034,204383,509158,83.5,396469,65,430937,70.7,156202,239525,34945,265,926882,,,,,,,,,,,,,
2021-10-13,DD2,DD2,Dept of Defense,0,Report,5465030,5757847,0,0,2070730,3426079,252104,8934,3162489,0,0,3000636,0,5463749,0,0,218436,0,414303,0,0,2171574,2046911,0,1898920,3368610,197500,0,817144,1354025,220047,22,817004,1229504,219872,22,53935,91863,7250,0,2391238,0,2266402,0,153048,0,414303,0,5757604,0,0,3162304,0,2171529,0,2391172,0,817129,1353995,220026,22,5757604,,,,,,,,,,,,,
2021-10-13,DE,DEA,Delaware,973764,Report,1592225,1243897,163512,127741,474205,717202,51168,1322,657690,67.5,53.4,616512,80,1162839,150980,206731,187394,99.2,375811,198941,842866,520363,485675,63.1,627340,896685,68200,0,208494,311127,50667,475,208372,276568,50625,469,68129,88900,9288,258,570763,58.6,536034,69.6,166575,88.2,358653,839807,1243663,148089,189594,657502,78.3,520318,62,570709,68,208483,311093,50658,475,1205178,,,,,,,,,,,,,
2021-10-13,FL,FLA,Florida,21477737,Report,33720955,27534371,157004,128200,10198253,16019753,1219085,97280,14570859,67.8,52.9,13741498,79.7,26009849,150801,195509,4376319,97.3,9069670,201668,749798,11368920,10700232,62,13103320,18794535,1823100,0,4448008,6882244,1201354,29158,4446358,6215451,1199835,28959,1853604,1765473,198980,17674,12560764,58.5,11890603,68.9,3835731,85.3,8736618,18696028,27525285,147225,180364,14562721,77.9,11367963,60.8,12559019,67.2,4447305,6881995,1200565,29154,26713403,,,,,,,,,,,,,
2021-10-13,FM,FMA,Federated States of Micronesia,103643,Report,86570,74088,83527,71484,61187,1240,11661,0,45252,43.7,27.4,44562,55.2,72870,90268,107239,3537,20.1,5802,33039,492967,28414,27883,34.5,72600,2970,11000,0,27700,669,11135,1,27695,143,11112,1,2201,7,1041,0,39505,38.1,38951,48.3,3249,18.5,5802,88509,74073,83690,97809,45238,51.1,28413,32.1,39496,44.6,27699,669,11127,1,74073,,,,,,,,,,,,,
2021-10-13,GA,GAA,Georgia,10617423,Report,14959225,11001935,140893,103622,4371523,6343294,277799,9319,5920236,55.8,44.1,5525158,68.1,10315517,127140,184374,1336111,88.1,2717143,179118,986136,4686386,4394551,54.2,6193840,8119485,645900,0,1935957,2743764,275902,3031,1935151,2452973,275476,2848,639932,499731,32426,1433,4958654,46.7,4666448,57.5,1173522,77.4,2643476,8988102,10999211,122375,166434,5917914,65.8,4685943,52.1,4958105,55.2,1935900,2743384,275795,3026,10616575,,,,,,,,,,,,,
2021-10-13,GU,GUA,Guam,165768,Report,239170,242447,144280,146257,78207,154232,9972,36,129408,78.1,64.7,115890,89.8,217438,168408,185239,16304,58,32607,116093,851533,107282,95861,74.2,74200,145470,19500,0,36370,70881,9387,0,36356,59474,9381,0,6266,8494,523,0,116638,70.4,105211,81.5,15283,54.4,31541,141562,242406,171237,168951,129379,91.4,107270,75.8,116625,82.4,36369,70870,9386,0,223140,,,,,,,,,,,,,
2021-10-13,HI,HIA,Hawaii,1415872,Report,2402770,1919677,169702,135583,621219,1154280,50206,93972,1097081,77.5,55.2,1020739,91.5,1796522,160978,215301,279974,99.9,526311,196057,895060,781003,732514,65.6,899760,1403610,99400,0,269888,492833,50923,18121,269285,444967,50759,18104,96148,125543,9886,1415,831765,58.7,783115,70.2,232992,86.8,502514,1211109,1915065,158125,198394,1093258,90.3,779517,64.4,830244,68.6,269838,491409,50887,18110,1711931,,,,,,,,,,,,,
2021-10-13,IA,IAA,Iowa,3155070,Report,4419615,3557147,140080,112744,1393418,2016404,146988,337,1852910,58.7,50.1,1736421,71.5,3336388,137400,182010,512024,92.6,1064125,192444,799274,1581046,1478610,60.9,1723140,2478975,217500,0,668648,911599,144778,241,668458,809358,144703,240,258342,220128,13439,108,1725266,54.7,1622759,66.8,492017,89,1030411,2676281,3557092,132912,165140,1852820,69.2,1581021,59.1,1725239,64.5,668641,911581,144776,241,3492043,,,,,,,,,,,,,
2021-10-13,ID,IDA,Idaho,1787065,Report,2317690,1625106,129693,90937,650704,905168,67030,2204,856253,47.9,38.8,853892,63.8,1623912,121290,173109,253374,87.2,522098,179619,797361,693822,692294,51.7,907440,1290150,120100,0,294825,397965,66725,543,294804,396463,66703,538,108507,116565,11166,230,760058,42.5,758508,56.7,236468,81.4,497731,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-10-13,IH2,IH2,Indian Health Svc,2082813,Report,2149805,1678709,103216,80598,825477,820305,32874,53,914764,43.9,34.9,835951,0,1536398,0,0,157517,0,301239,0,0,726664,663417,0,1026140,1036965,86700,0,366115,360423,32739,3,365812,297484,32681,3,74108,54506,3138,0,759280,36.5,695980,0,131752,0,301239,0,1678081,0,0,914339,0,726501,0,759097,0,366040,360336,32718,3,1678081,,,,,,,,,,,,,
2021-10-13,IL,ILA,Illinois,12671821,Report,18470245,15691687,145758,123831,5620821,9495023,555530,20313,8795342,69.4,50.1,8125963,82.5,14526210,147415,187440,1976635,96.7,3751117,183587,903972,6342468,5859645,59.5,6941620,10615125,913500,0,2402058,3931072,544150,6570,2395526,3454908,541690,6465,725304,808960,74942,3041,6883850,54.3,6398589,64.9,1612247,78.9,3648791,10837805,15650198,144404,170424,8769349,80.9,6327900,58.4,6869253,63.4,2402014,3916548,544121,6570,15399926,,,,,,,,,,,,,
2021-10-13,IN,INA,Indiana,6732219,Report,8625150,6944318,128117,103151,2518723,4143251,257736,24608,3560850,52.9,45.3,3343322,64.7,6533113,126507,167017,946128,87.1,2022711,186297,794401,3052887,2865819,55.5,3240940,4919910,464300,0,1181073,1862046,253635,7347,1180785,1675378,253389,7272,448538,433273,29022,3614,3304101,49.1,3116824,60.4,914447,84.2,1986397,5705039,6943833,121714,151185,3560455,62.4,3052750,53.5,3303946,57.9,1181058,1861926,253615,7347,6858369,,,,,,,,,,,,,
2021-10-13,KS,KSA,Kansas,2913314,Report,3998055,3188663,137234,109451,1240236,1838527,108544,1356,1774493,60.9,48.4,1652337,74.7,2965878,134017,180657,475340,100,894548,188133,840834,1411481,1310706,59.2,1607240,2200515,190300,0,577818,832557,106802,464,577494,732169,106702,407,193488,194279,17168,210,1517641,52.1,1416772,64,405145,85.2,857794,2451697,3188517,130053,163073,1774352,72.4,1411463,57.6,1517615,61.9,577810,832547,106794,464,3054365,,,,,,,,,,,,,
2021-10-13,KY,KYA,Kentucky,4467673,Report,5992405,5109603,134128,114368,2094913,2810535,202790,1365,2761885,61.8,49.2,2594265,74.9,4805687,138700,172951,713088,95,1390180,185218,798387,2196507,2060620,59.5,2558220,3140685,293500,0,954751,1239412,199790,1344,954525,1103797,199669,1301,288908,306911,38212,695,2395297,53.6,2259292,65.2,634726,84.6,1352304,3806167,5108438,134215,157439,2761457,72.6,2196464,57.7,2395226,62.9,954739,1239383,199762,1342,5013090,,,,,,,,,,,,,
2021-10-13,LA,LAA,Louisiana,4648794,Report,5930100,4675280,127562,100570,1927474,2585567,160342,1897,2441099,52.5,43.1,2302055,64.6,4425620,124275,166521,645229,87.1,1353636,182671,800260,2002982,1893838,53.2,2551240,3122160,256700,0,876289,1125018,152714,791,875822,1016353,152560,783,291333,300817,21167,164,2154812,46.4,2045518,57.4,613481,82.8,1299919,3923318,4674919,119157,151150,2440818,62.2,2002893,51.1,2154701,54.9,876268,1124950,152692,791,4531199,,,,,,,,,,,,,
2021-10-13,MA,MAA,Massachusetts,6892503,Report,11297760,10027933,163914,145490,3817632,5871378,338606,317,5408365,78.5,63.7,5014474,90.5,9302682,167927,203942,1198200,99.9,2304894,197112,966172,4391214,4058453,73.3,4441880,6383280,472600,0,1748554,2640504,340813,129,1743254,2313074,339597,112,471402,504382,68977,43,4730000,68.6,4396037,79.4,1044804,89.4,2240815,6016745,9999298,166191,187772,5391521,89.6,4379689,72.8,4718467,78.4,1748546,2628987,340805,129,9858096,,,,,,,,,,,,,
2021-10-13,MD,MDA,Maryland,6045680,Report,10268590,8184571,169850,135379,2988570,4884240,300292,11469,4329564,71.6,60.2,3996484,84.8,7557487,160422,217971,932375,97.2,1875908,195530,1070320,3638071,3348455,71.1,3866860,5937930,463800,0,1395154,2235646,294708,3125,1394685,1946655,294503,3003,412722,406158,52831,837,3928633,65,3638846,77.2,872548,90.9,1826778,5162887,8183960,158515,198892,4328928,83.8,3637890,70.5,3928419,76.1,1395116,2235506,294674,3123,7934980,,,,,,,,,,,,,
2021-10-13,ME,MEA,Maine,1344212,Report,2218420,1872758,165035,139320,746164,1006660,118750,1184,1008426,75,60.7,949384,86.7,1759596,160639,202527,286763,99.9,566770,198682,777670,815474,762646,69.6,915320,1182600,120500,0,353326,461358,117171,280,353266,408626,117098,251,121957,122958,22944,119,932135,69.3,879241,80.3,267978,93.9,549037,1184936,1872634,158037,187219,1008314,85.1,815458,68.8,932099,78.7,353319,461349,117151,280,1821132,,,,,,,,,,,,,
2021-10-13,MH,MHA,Marshall Islands,58413,Report,57140,41104,97821,70368,38866,111,2125,2,23046,39.5,30.7,22857,50.2,40888,89870,125591,1315,13.3,2369,23937,577347,17959,17927,39.4,43500,2340,11300,0,17936,15,2117,1,17906,13,2108,1,1047,0,98,0,20069,34.4,20028,44,1145,11.6,2369,49884,41071,82333,114546,23021,46.1,17951,36,20058,40.2,17928,15,2114,1,41071,,,,,,,,,,,,,
2021-10-13,MI,MIA,Michigan,9986857,Report,13887780,10991701,139061,110062,4231048,6385295,373724,1634,5723169,57.3,49,5388066,68.7,10353052,132005,177074,1572940,89.1,3200577,181295,786664,4895909,4599081,58.6,5681540,7510440,695800,0,2001687,2891653,374384,911,2001056,2595548,374110,851,740149,676623,66716,533,5268635,52.8,4971565,63.4,1484021,84.1,3104837,8595002,10991203,127879,161580,5722738,66.6,4895807,57,5268515,61.3,2001668,2891572,374366,909,10774711,,,,,,,,,,,,,
2021-10-13,MN,MNA,Minnesota,5639632,Report,8095680,6881982,143550,122029,2503491,4078493,297774,2224,3620129,64.2,53.7,3358562,77.4,6378550,147091,186688,884085,96.1,1815391,197243,879600,3025701,2786511,64.3,3049100,4661880,384700,0,1174812,1848409,298285,747,1172710,1611358,297756,722,347852,437278,48446,183,3322253,58.9,3082546,71.1,833759,90.6,1734331,4778088,6862438,143623,169433,3608952,75.5,3017618,63.2,3314151,69.4,1174800,1840340,298264,747,6684555,,,,,,,,,,,,,
2021-10-13,MO,MOA,Missouri,6137428,Report,8041595,6480072,131025,105583,2308105,3960881,209215,1871,3414840,55.6,45.3,3206443,67.3,6096380,127891,168699,928423,87.4,1878290,176857,757186,2781303,2608524,54.7,3147680,4560615,333300,0,1055744,1723683,210636,452,1055378,1551374,210398,370,383137,422876,37489,154,2990515,48.7,2817520,59.1,843656,79.4,1786839,5235715,6479635,123758,153591,3414425,65.2,2781253,53.1,2990441,57.1,1055732,1723645,210612,452,6268689,,,,,,,,,,,,,
2021-10-13,MP,MPA,Northern Mariana Islands,56882,Report,86200,71093,151542,124983,9674,60618,801,0,36007,63.3,59.2,31515,71.1,62411,140870,194565,2940,30.5,6233,64671,894376,33665,29471,66.5,20200,63300,2700,0,4607,29056,804,0,4606,24863,804,0,469,2328,90,0,34467,60.6,30273,68.3,2887,30,6233,48576,71093,146354,177454,36007,74.1,33665,69.3,34467,71,4607,29056,804,0,71093,,,,,,,,,,,,,
2021-10-13,MS,MSA,Mississippi,2976149,Report,3908505,2868330,131328,96377,1167808,1625089,73739,1694,1516591,51,42,1422295,62.4,2700140,118554,171609,413832,85,836437,171861,803074,1251418,1176938,51.7,1633460,2097645,177400,0,529062,721189,73361,418,528775,647018,73277,400,196447,171087,16630,196,1324030,44.5,1249470,54.9,384360,79,810097,2521425,2868045,113747,155012,1516360,60.1,1251354,49.6,1323955,52.5,529051,721136,73350,418,2770128,,,,,,,,,,,,,
2021-10-13,MT,MTA,Montana,1068778,Report,1398925,1129229,130890,105656,472281,608029,47945,974,594346,55.6,44.9,560415,66.7,1066929,126987,166501,181277,87.8,367901,178215,677652,480256,452664,53.9,580180,738045,80700,0,216074,263445,46698,288,215967,235970,46653,284,80407,77925,9224,158,526505,49.3,498874,59.4,167714,81.2,343890,917598,1129026,123041,152455,594199,64.8,480214,52.3,526457,57.4,216055,263422,46692,288,1051453,,,,,,,,,,,,,
2021-10-13,NC,NCA,North Carolina,10488084,Report,14933110,11782531,142382,112342,4336966,7022458,422578,529,6465859,61.6,47.4,6054075,73.9,11031812,134742,182392,1696669,96.9,3235762,184785,852787,4971725,4643213,56.7,5845060,8380050,708000,0,1950655,3020175,415320,99,1947760,2694568,413934,97,679650,691986,47155,46,5386249,51.4,5056359,61.8,1418837,81,3122989,8985519,11768309,130970,166191,6457007,71.9,4966418,55.3,5380920,59.9,1950561,3014962,415298,99,11273676,,,,,,,,,,,,,
2021-10-13,ND,NDA,North Dakota,762062,Report,960470,773053,126036,101442,298913,440816,33075,249,396208,52,41.1,374812,64.4,731410,125695,165060,106182,88.6,217634,181596,801427,313558,296236,50.9,377800,540570,42100,0,132947,180540,30056,2,132749,163417,29923,2,45312,43889,3879,0,343545,45.1,326091,56,93080,77.7,202613,637246,772007,121147,150722,395589,62.1,313214,49.2,343198,53.9,132942,180201,30053,2,715692,,,,,,,,,,,,,
2021-10-13,NE,NEA,Nebraska,1934408,Report,2656410,2236998,137324,115643,820766,1331711,79697,4824,1161804,60.1,51.3,1079754,74,2081776,142750,182154,289059,92.5,617421,197601,850165,992404,919899,63.1,988800,1548510,119100,0,386977,603517,79531,1287,386825,531221,79457,1235,134319,134494,6486,807,1071312,55.4,998738,68.5,276106,88.4,576795,1617408,2236624,138284,164239,1161520,71.8,992333,61.4,1071223,66.2,386956,603469,79513,1285,2139225,,,,,,,,,,,,,
2021-10-13,NH,NHA,New Hampshire,1359711,Report,2198500,1845507,161689,135728,707096,1045082,93288,41,981658,72.2,57.1,922557,83.5,1720160,155747,199057,275075,99.9,491194,193487,866015,776143,727269,65.8,851060,1219140,128300,0,324604,451301,69774,57,324352,402684,69719,53,94514,116191,14323,28,845736,62.2,796808,72.1,225056,88.7,479605,1198569,1844642,153904,183427,980982,81.8,775959,64.7,845527,70.5,324502,451219,69749,57,1819052,,,,,,,,,,,,,
2021-10-13,NJ,NJA,New Jersey,8882190,Report,14355425,11832086,161620,133211,4489437,6895880,446606,163,6531045,73.5,60.2,6060411,87.3,10964918,157914,206743,1419972,96.2,2723746,184594,972896,5344431,4939194,71.1,5541320,8139105,675000,0,2118468,3224107,453152,176,2117886,2819480,452870,161,597774,599665,85788,49,5795903,65.3,5390397,77.6,1283276,87,2691265,7618375,11831214,155298,188432,6530211,85.7,5344289,70.1,5795701,76.1,2118435,3223999,453091,176,11739739,,,,,,,,,,,,,
2021-10-13,NM,NMA,New Mexico,2096829,Report,3044815,2866616,145210,136712,1183897,1577304,99196,6219,1541474,73.5,59.4,1420047,87.6,2650359,163502,187837,378529,99.9,743132,196801,806347,1244505,1142226,70.5,1265560,1630155,149100,0,533912,708125,97819,1736,533517,606270,97672,1716,157251,162396,19726,920,1341592,64,1239175,76.4,340293,90.1,670220,1787431,2866268,160357,170346,1541166,86.2,1244430,69.6,1341505,75.1,533894,708068,97807,1736,2543127,,,,,,,,,,,,,
2021-10-13,NV,NVA,Nevada,3080156,Report,4136290,3494834,134288,113463,1225710,2115763,153230,131,1903703,61.8,46.8,1779423,74.5,3273664,137116,173247,441509,89,868643,175140,833977,1441359,1348020,56.5,1493980,2438910,203400,0,555191,885792,150827,35,555092,792554,150785,34,180671,182735,24044,20,1591845,51.7,1498465,62.8,387470,78.1,816585,2621802,3494778,133297,157765,1903602,72.6,1441324,55,1591806,60.7,555187,885761,150823,35,3363829,,,,,,,,,,,,,
2021-10-13,NY,NYA,New York State,19453561,Report,30350485,26470399,156015,136070,9764783,15557248,1138811,9557,14064963,72.3,59.1,13154733,85.3,24776922,160626,196758,3057729,92.8,6003294,182131,920787,11498443,10713774,69.5,11466240,17481645,1402600,0,4515671,6976381,1084015,2463,4513821,6193746,1083263,2312,1317881,1292227,172621,1047,12578530,64.7,11793142,76.5,2783776,84.5,5848069,16773220,26467878,157798,180946,14063165,83.8,11497807,68.5,12577756,75,4515498,6975934,1083875,2449,26116113,,,,,,,,,,,,,
2021-10-13,OH,OHA,Ohio,11689100,Report,15445155,12424916,132133,106295,4739448,7165229,504275,15964,6419117,54.9,46.8,6045612,66.4,11716343,128594,169521,1789619,87.5,3705217,181067,754777,5470542,5142185,56.4,6178080,8544075,723000,0,2213495,3249372,490111,4494,2213013,2921597,489899,4410,774915,849248,86586,2249,5957472,51,5628919,61.8,1712998,83.7,3576692,10000702,12424652,124238,154441,6418871,64.2,5470459,54.7,5957380,59.6,2213489,3249296,490101,4494,12165916,,,,,,,,,,,,,
2021-10-13,OK,OKA,Oklahoma,3956971,Report,5136900,4290212,129819,108422,1743167,2423861,122565,619,2280293,57.6,45.6,2134950,71.1,4024193,133928,170960,592924,93.4,1173489,184763,808793,1804395,1686247,56.1,2219620,2664780,252500,0,767323,1036326,120860,117,767076,918441,120776,104,260529,233157,19090,32,1924626,48.6,1806397,60.1,512808,80.7,1051919,3325223,4289938,129012,154483,2280059,68.6,1804339,54.3,1924556,57.9,767306,1036287,120846,117,3762737,,,,,,,,,,,,,
2021-10-13,OR,ORA,Oregon,4217737,Report,6902115,5393757,163645,127883,1990929,3172560,226093,4175,2841583,67.4,56.6,2651153,79.1,5035540,150262,205961,702714,91.7,1402927,183131,900965,2386292,2220840,66.3,2753100,3788715,360300,0,936042,1447705,221804,985,933229,1285139,221001,923,300333,314055,50051,432,2606536,61.8,2440292,72.8,664871,86.8,1344042,3647769,5379726,147480,189215,2833517,77.7,2380557,65.3,2600798,71.3,936038,1441978,221801,981,5253468,,,,,,,,,,,,,
