Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
2021-10-12,DC,DCA,District of Columbia,705749,Report,1244585,1023620,176350,145040,379555,612471,31152,442,508760,72.1,56.1,483842,83.8,983952,170357,215482,83161,95.2,195730,224094,1424940,396188,378477,65.5,481520,706365,56700,0,156129,239317,34935,267,156066,221689,34914,249,39637,31695,2522,42,430648,61,412918,71.5,73896,84.6,171553,609754,1023525,167859,204113,508643,83.4,396139,65,430596,70.6,156123,239277,34932,264,925816,,,,,,,,,,,,,
2021-10-12,DD2,DD2,Dept of Defense,0,Report,5465030,5757847,0,0,2070730,3426079,252104,8934,3162489,0,0,3000636,0,5463749,0,0,218436,0,414303,0,0,2171574,2046911,0,1898920,3368610,197500,0,817144,1354025,220047,22,817004,1229504,219872,22,53935,91863,7250,0,2391238,0,2266402,0,153048,0,414303,0,5757604,0,0,3162304,0,2171529,0,2391172,0,817129,1353995,220026,22,5757604,,,,,,,,,,,,,
2021-10-12,DE,DEA,Delaware,973764,Report,1584875,1242123,162758,127559,473961,715703,51143,1316,657171,67.5,53.4,616032,80,1161153,150761,205777,187262,99.1,374987,198505,838975,519945,485304,63,625940,890835,68100,0,208406,310797,50638,475,208284,276285,50596,469,68104,88836,9287,258,570316,58.6,535634,69.5,166485,88.1,357829,839807,1241889,147878,188719,656983,78.2,519900,61.9,570262,67.9,208395,310763,50629,475,1203404,,,,,,,,,,,,,
2021-10-12,FL,FLA,Florida,21477737,Report,33644505,27491322,156648,127999,10189793,15987467,1217228,96834,14558236,67.8,52.9,13729952,79.6,25969484,150567,195065,4374059,97.3,9054439,201329,748098,11355642,10688501,62,13053520,18770685,1820300,0,4444207,6872980,1199581,29032,4442568,6207720,1198063,28836,1853056,1764174,198840,17615,12545800,58.4,11877187,68.9,3833685,85.2,8721387,18696028,27482243,146995,179955,14550103,77.8,11354686,60.7,12544057,67.1,4443504,6872732,1198793,29028,26670386,,,,,,,,,,,,,
2021-10-12,FM,FMA,Federated States of Micronesia,103643,Report,86570,73962,83527,71362,61067,1240,11655,0,45203,43.6,27.3,44513,55.1,72744,90112,107239,3535,20.1,5798,33016,492967,28337,27806,34.4,72600,2970,11000,0,27624,668,11129,1,27619,142,11106,1,2199,7,1039,0,39422,38,38868,48.1,3245,18.5,5798,88509,73947,83547,97809,45189,51.1,28336,32,39413,44.5,27623,668,11121,1,73947,,,,,,,,,,,,,
2021-10-12,GA,GAA,Georgia,10617423,Report,14913365,10937849,140461,103018,4352096,6299521,277043,9189,5901817,55.6,43.9,5508393,67.9,10255782,126403,183808,1334121,87.9,2700628,178030,983113,4661751,4372514,53.9,6158520,8116245,638600,0,1926249,2728921,275164,2990,1925448,2440722,274739,2808,638773,497923,32382,1415,4933324,46.5,4643717,57.2,1170493,77.2,2626961,8988102,10935137,121662,165923,5899506,65.6,4661309,51.9,4932776,54.9,1926192,2728542,275057,2985,10552507,,,,,,,,,,,,,
2021-10-12,GU,GUA,Guam,165768,Report,239170,241702,144280,145807,78147,153560,9959,36,129335,78,64.6,115831,89.7,216730,167859,185239,16296,58,32294,114978,851533,107143,95746,74.2,74200,145470,19500,0,36353,70760,9374,0,36339,59377,9368,0,6265,8485,523,0,116487,70.3,105084,81.4,15273,54.4,31228,141562,241661,170710,168951,129306,91.3,107131,75.7,116474,82.3,36352,70749,9373,0,222395,,,,,,,,,,,,,
2021-10-12,HI,HIA,Hawaii,1415872,Report,2400210,1916258,169522,135341,620983,1151177,50126,93972,1096287,77.4,55.1,1020022,91.4,1793346,160694,215072,279746,99.9,524925,195541,894106,780191,731867,65.6,897300,1403610,99300,0,269756,492154,50841,18121,269153,444453,50677,18104,96131,125483,9879,1415,830872,58.7,782387,70.1,232908,86.8,501128,1211109,1911651,157843,198183,1092465,90.2,778709,64.3,829355,68.5,269706,490734,50805,18110,1708517,,,,,,,,,,,,,
2021-10-12,IA,IAA,Iowa,3155070,Report,4355535,3551153,138049,112554,1392692,2011269,146855,337,1851588,58.7,50.1,1735271,71.5,3330839,137172,179371,511788,92.6,1061809,192025,787685,1579507,1477347,60.8,1720900,2418135,216500,0,668298,910412,144645,241,668110,808445,144570,240,258297,220039,13429,108,1723596,54.6,1621365,66.8,491873,89,1028095,2676281,3551098,132688,162746,1851498,69.2,1579482,59,1723569,64.4,668291,910394,144643,241,3486049,,,,,,,,,,,,,
2021-10-12,ID,IDA,Idaho,1787065,Report,2300470,1620885,128729,90701,649993,901767,66923,2202,855250,47.9,38.8,852890,63.7,1619693,120975,171823,253209,87.1,520519,179076,791437,692688,691167,51.6,905060,1276110,119300,0,294486,397175,66621,543,294465,395680,66599,538,108457,116471,11154,230,758825,42.5,757282,56.6,236312,81.3,496157,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-10-12,IH2,IH2,Indian Health Svc,2082813,Report,2147905,1676912,103125,80512,825214,818840,32806,52,914117,43.9,34.9,835357,0,1534766,0,0,157372,0,300862,0,0,726147,663011,0,1024440,1036965,86500,0,365984,360037,32671,3,365682,297208,32613,3,74097,54492,3135,0,758695,36.4,695506,0,131724,0,300862,0,1676284,0,0,913692,0,725984,0,758512,0,365909,359950,32650,3,1676284,,,,,,,,,,,,,
2021-10-12,IL,ILA,Illinois,12671821,Report,18427915,15691651,145424,123831,5620810,9495011,555517,20313,8794925,69.4,50.1,8125559,82.5,14526174,147415,187011,1976528,96.7,3751117,183587,901900,6342270,5859463,59.5,6929880,10587135,910900,0,2402006,3930928,544119,6568,2395475,3454779,541659,6463,725288,808940,74939,3041,6883621,54.3,6398376,64.9,1612208,78.9,3648791,10837805,15650162,144403,170034,8768932,80.9,6327702,58.4,6869024,63.4,2401962,3916404,544090,6568,15399926,,,,,,,,,,,,,
2021-10-12,IN,INA,Indiana,6732219,Report,8583480,6925795,127499,102875,2517341,4126581,257315,24558,3557798,52.8,45.3,3340613,64.7,6515355,126163,166210,945699,87.1,2013275,185428,790563,3049949,2863288,55.4,3235780,4886700,461000,0,1180459,1859771,253269,7339,1180172,1673507,253023,7264,448454,433054,28993,3610,3300838,49,3113966,60.3,914111,84.2,1976961,5705039,6925314,121389,150454,3557406,62.4,3049813,53.5,3300684,57.9,1180444,1859652,253249,7339,6839851,,,,,,,,,,,,,
2021-10-12,KS,KSA,Kansas,2913314,Report,3996425,3182486,137178,109239,1239338,1833407,108393,1348,1772515,60.8,48.4,1650580,74.6,2960098,133756,180583,474871,99.9,892003,187598,840491,1409999,1309471,59.2,1606160,2200065,190200,0,577438,831461,106652,462,577114,731319,106552,406,193448,194138,17163,210,1516013,52,1415391,64,404959,85.2,855249,2451697,3182340,129802,163006,1772374,72.3,1409981,57.5,1515987,61.8,577430,831451,106644,462,3048199,,,,,,,,,,,,,
2021-10-12,KY,KYA,Kentucky,4467673,Report,5983005,5097314,133918,114093,2092468,2800902,202587,1357,2757763,61.7,49.1,2590434,74.8,4794176,138368,172680,711675,94.8,1385681,184619,797135,2192879,2057475,59.4,2554200,3136005,292800,0,953445,1237104,199609,1337,953221,1101969,199488,1295,288715,306669,38200,692,2391495,53.5,2255973,65.1,634276,84.5,1347805,3806167,5096151,133892,157192,2757337,72.4,2192836,57.6,2391424,62.8,953433,1237075,199581,1335,5000837,,,,,,,,,,,,,
2021-10-12,LA,LAA,Louisiana,4648794,Report,5924510,4661783,127442,100279,1925657,2574093,160142,1891,2439026,52.5,43,2300187,64.6,4412636,123910,166364,644980,87,1346965,181771,799505,2000555,1891712,53.1,2547320,3120990,256200,0,875588,1123297,152531,788,875126,1014928,152378,780,291246,300642,21159,164,2152204,46.3,2043212,57.4,613211,82.8,1293248,3923318,4661423,118813,151008,2438747,62.2,2000466,51,2152094,54.9,875567,1123229,152510,788,4517721,,,,,,,,,,,,,
2021-10-12,MA,MAA,Massachusetts,6892503,Report,11278550,10019193,163635,145364,3816632,5863889,338355,317,5405383,78.4,63.7,5011671,90.5,9294295,167776,203595,1197072,99.9,2300906,196771,964529,4389559,4056983,73.2,4432660,6375090,470800,0,1748126,2639286,340523,127,1742827,2312040,339307,110,471356,504192,68968,41,4728062,68.6,4394284,79.3,1044557,89.3,2236827,6016745,9990558,166046,187453,5388539,89.6,4378034,72.8,4716529,78.4,1748118,2627769,340515,127,9849357,,,,,,,,,,,,,
2021-10-12,MD,MDA,Maryland,6045680,Report,10242600,8164474,169420,135046,2985105,4867989,299945,11435,4324565,71.5,60.1,3991975,84.7,7538414,160018,217419,931626,97.1,1868424,194750,1067610,3634135,3345007,71,3849980,5934420,458200,0,1394010,2232879,294396,3118,1393541,1944375,294191,2997,412541,405900,52778,836,3924403,64.9,3635104,77.2,872055,90.9,1819294,5162887,8163866,158126,198389,4323932,83.8,3633954,70.4,3924189,76,1393972,2232739,294362,3116,7914886,,,,,,,,,,,,,
2021-10-12,ME,MEA,Maine,1344212,Report,2213100,1860211,164639,138387,744984,995646,118426,1155,1006365,74.9,60.5,947512,86.5,1747585,159543,202041,286193,99.9,559994,196307,775805,812935,760454,69.4,915080,1177920,120100,0,352693,459467,116888,275,352635,407079,116816,247,121880,122698,22924,116,929323,69.1,876777,80,267618,93.8,542261,1184936,1860087,156978,186770,1006253,84.9,812919,68.6,929287,78.4,352686,459458,116868,275,1808585,,,,,,,,,,,,,
2021-10-12,MH,MHA,Marshall Islands,58413,Report,57140,41091,97821,70346,38853,111,2125,2,23039,39.4,30.7,22850,50.2,40875,89841,125591,1315,13.3,2369,23937,577347,17952,17920,39.4,43500,2340,11300,0,17929,15,2117,1,17899,13,2108,1,1047,0,98,0,20062,34.3,20021,44,1145,11.6,2369,49884,41058,82307,114546,23014,46.1,17944,36,20051,40.2,17921,15,2114,1,41058,,,,,,,,,,,,,
2021-10-12,MI,MIA,Michigan,9986857,Report,13869960,10972618,138882,109871,4228477,6369132,373379,1630,5719301,57.3,49,5384532,68.7,10334753,131772,176847,1572106,89.1,3192694,180848,785655,4892019,4595638,58.6,5675400,7499460,695100,0,2000516,2888947,374039,909,1999886,2593287,373765,850,739919,676332,66679,533,5264411,52.7,4967788,63.3,1483463,84,3096957,8595002,10972120,127657,161372,5718870,66.5,4891917,56.9,5264291,61.2,2000497,2888866,374021,907,10755655,,,,,,,,,,,,,
2021-10-12,MN,MNA,Minnesota,5639632,Report,8085140,6867860,143363,121779,2502270,4065763,297612,2215,3617881,64.2,53.6,3356520,77.4,6364935,146777,186445,883582,96,1809037,196553,878455,3023292,2784368,64.2,3045000,4655940,384200,0,1174328,1846513,298134,744,1172226,1609728,297605,719,347730,436862,48426,181,3319719,58.9,3080278,71,833199,90.5,1728065,4778088,6848320,143328,169213,3606705,75.5,3015211,63.1,3311619,69.3,1174316,1838446,298113,744,6670560,,,,,,,,,,,,,
2021-10-12,MO,MOA,Missouri,6137428,Report,8024065,6461605,130740,105282,2306192,3944560,208986,1867,3410409,55.6,45.3,3202418,67.2,6079029,127527,168331,927475,87.3,1871119,176182,755535,2777260,2605087,54.7,3133520,4559445,331100,0,1054813,1720581,210416,448,1054447,1548877,210178,367,383023,422521,37475,153,2986258,48.7,2813869,59,843172,79.4,1779668,5235715,6461168,123406,153256,3409994,65.1,2777210,53,2986184,57,1054801,1720543,210392,448,6250222,,,,,,,,,,,,,
2021-10-12,MP,MPA,Northern Mariana Islands,56882,Report,86200,70945,151542,124723,9670,60475,800,0,35955,63.2,59.1,31479,71.1,62287,140590,194565,2937,30.5,6200,64329,894376,33621,29435,66.4,20200,63300,2700,0,4604,29015,803,0,4603,24830,803,0,469,2327,90,0,34422,60.5,30236,68.2,2886,29.9,6200,48576,70945,146049,177454,35955,74,33621,69.2,34422,70.9,4604,29015,803,0,70945,,,,,,,,,,,,,
2021-10-12,MS,MSA,Mississippi,2976149,Report,3902225,2862478,131117,96181,1166360,1620763,73668,1687,1515053,50.9,42,1420917,62.4,2694666,118313,171333,413605,85,834433,171450,801784,1249684,1175425,51.6,1629820,2095305,177100,0,528422,720104,73281,415,528136,646152,73197,398,196339,170946,16624,194,1322222,44.4,1247883,54.8,384103,78.9,808097,2521425,2862194,113515,154763,1514823,60.1,1249620,49.6,1322147,52.4,528411,720051,73270,415,2764312,,,,,,,,,,,,,
2021-10-12,MT,MTA,Montana,1068778,Report,1391745,1121053,130218,104891,471025,601280,47798,950,592765,55.5,44.8,558955,66.5,1059105,126055,165646,180958,87.7,364447,176542,674174,478756,451382,53.7,578280,733365,80100,0,215634,262395,46562,282,215528,235136,46518,279,80345,77796,9216,156,524873,49.1,497461,59.2,167513,81.1,340436,917598,1120851,122151,151673,592619,64.6,478714,52.2,524825,57.2,215615,262372,46556,282,1043286,,,,,,,,,,,,,
2021-10-12,NC,NCA,North Carolina,10488084,Report,14882390,11758359,141898,112112,4333388,7002193,422249,529,6453733,61.5,47.3,6042404,73.8,11008696,134460,181773,1691246,96.6,3226673,184266,849891,4965680,4637766,56.6,5837340,8337750,707300,0,1948692,3016108,414996,99,1945797,2691099,413610,97,679379,691633,47143,46,5379895,51.3,5050603,61.7,1418201,81,3113908,8985519,11744141,130701,165626,6444884,71.7,4960373,55.2,5374566,59.8,1948598,3010895,414974,99,11249565,,,,,,,,,,,,,
2021-10-12,ND,NDA,North Dakota,762062,Report,955150,771102,125338,101186,298752,439063,33038,249,395703,51.9,41.1,374337,64.3,729556,125377,164146,106051,88.5,216870,180959,796988,313051,295790,50.8,375920,538230,41000,0,132850,180131,30020,2,132652,163069,29887,2,45304,43845,3877,0,343003,45,325610,56,93026,77.6,201849,637246,770056,120841,149887,395084,62,312707,49.1,342656,53.8,132845,179792,30017,2,713741,,,,,,,,,,,,,
2021-10-12,NE,NEA,Nebraska,1934408,Report,2649320,2226010,136958,115074,819846,1321753,79598,4813,1159859,60,51.2,1078029,73.9,2071307,142032,181668,288706,92.4,612480,196020,847896,990256,918040,63,987540,1543380,118400,0,386488,601868,79437,1284,386336,529860,79363,1233,134272,134383,6480,805,1069077,55.3,996792,68.4,275940,88.3,571865,1617408,2225637,137605,163800,1159575,71.7,990186,61.2,1068989,66.1,386467,601821,79419,1282,2128275,,,,,,,,,,,,,
2021-10-12,NH,NHA,New Hampshire,1359711,Report,2194610,1842823,161403,135530,706946,1042641,93195,41,979780,72.1,57.1,920750,83.4,1717617,155517,198705,273886,99.9,489716,192905,864483,775758,726945,65.8,850780,1215630,128200,0,324539,450981,69696,57,324287,402425,69641,53,94510,116160,14319,28,845273,62.2,796406,72.1,225017,88.6,478127,1198569,1841958,153680,183103,979104,81.7,775574,64.7,845064,70.5,324437,450899,69671,57,1816370,,,,,,,,,,,,,
2021-10-12,NJ,NJA,New Jersey,8882190,Report,14304985,11805239,161052,132909,4485730,6873307,446046,156,6523298,73.4,60.1,6053347,87.2,10939674,157550,206016,1418096,96.1,2713838,183922,969478,5338260,4933971,71.1,5522740,8118045,664200,0,2116972,3219443,452614,175,2116393,2815760,452332,161,597587,599221,85732,49,5789204,65.2,5384646,77.5,1282589,86.9,2681357,7618375,11804371,154946,187770,6522467,85.6,5338119,70.1,5789003,76,2116939,3219336,452553,175,11712898,,,,,,,,,,,,,
2021-10-12,NM,NMA,New Mexico,2096829,Report,3024205,2862105,144228,136497,1183192,1573567,99141,6205,1540378,73.5,59.3,1419050,87.5,2646060,163237,186565,378265,99.9,741561,196385,800889,1243662,1141496,70.4,1264200,1612605,147400,0,533592,707609,97766,1733,533201,605863,97619,1713,157202,162305,19719,918,1340700,63.9,1238396,76.4,340144,90.1,668688,1787431,2861758,160105,169193,1540070,86.2,1243587,69.6,1340613,75,533574,707552,97754,1733,2538794,,,,,,,,,,,,,
2021-10-12,NV,NVA,Nevada,3080156,Report,4135570,3489616,134265,113293,1225026,2111397,153062,131,1901941,61.7,46.7,1777813,74.5,3268793,136912,173216,441205,89,867196,174848,833831,1439822,1346678,56.4,1493460,2438910,203200,0,554892,884554,150664,35,554793,791511,150622,34,180643,182645,24034,20,1590145,51.6,1496960,62.7,387342,78.1,815138,2621802,3489561,133098,157738,1901841,72.5,1439787,54.9,1590106,60.6,554888,884523,150660,35,3358617,,,,,,,,,,,,,
2021-10-12,NY,NYA,New York State,19453561,Report,30337435,26441882,155948,135923,9761376,15532702,1138261,9543,14057058,72.3,59.1,13147461,85.2,24749774,160450,196674,3055610,92.7,5991934,181786,920391,11491772,10707841,69.4,11474160,17461575,1401700,0,4513998,6971412,1083462,2457,4512150,6189511,1082711,2308,1317684,1291754,172588,1044,12571329,64.6,11786680,76.4,2783070,84.4,5836709,16773220,26439364,157628,180868,14055262,83.8,11491137,68.5,12570556,74.9,4513825,6970966,1083322,2443,26087632,,,,,,,,,,,,,
2021-10-12,OH,OHA,Ohio,11689100,Report,15408605,12404949,131820,106124,4736959,7148169,503877,15944,6413211,54.9,46.8,6040365,66.3,11697513,128388,169119,1788814,87.4,3696916,180662,752991,5467096,5139186,56.4,6163520,8526885,718200,0,2212323,3247118,489732,4491,2211841,2919790,489521,4407,774746,848933,86557,2248,5953664,50.9,5625559,61.7,1712484,83.7,3568391,10000702,12404685,124038,154075,6412965,64.1,5467013,54.7,5953572,59.5,2212317,3247042,489722,4491,12145950,,,,,,,,,,,,,
2021-10-12,OK,OKA,Oklahoma,3956971,Report,5134550,4282557,129760,108228,1741874,2417668,122397,618,2277699,57.6,45.5,2132523,71,4016975,133688,170882,592350,93.3,1170807,184341,808423,1802294,1684433,56.1,2218440,2663610,252500,0,766803,1034745,120699,117,766556,917147,120615,104,260454,232895,19081,32,1922364,48.6,1804422,60.1,512462,80.7,1049371,3325223,4282284,128782,154412,2277466,68.5,1802238,54.2,1922294,57.8,766786,1034706,120685,117,3755537,,,,,,,,,,,,,
2021-10-12,OR,ORA,Oregon,4217737,Report,6891705,5383219,163398,127633,1989615,3163783,225675,4146,2839429,67.3,56.5,2649182,79.1,5025480,149962,205650,702271,91.7,1398551,182559,899606,2383990,2218816,66.2,2748900,3784305,358500,0,935363,1446105,221401,974,932550,1283816,220598,913,300226,313887,50016,424,2603843,61.7,2437877,72.7,664553,86.7,1339671,3647769,5369188,147191,188929,2831363,77.6,2378255,65.2,2598105,71.2,935359,1440378,221398,970,5242964,,,,,,,,,,,,,
