Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-02,SD,SDA,South Dakota,884659,341900,282575,38648,31942,186483,21080,95864,10836,21.1,10.8,Report,282523,186707,95545,186448,95464,27.9,14.3,667558,51217,282229,42278,,,
2021-03-02,TN,TNA,Tennessee,6829174,1974990,1405604,28920,20582,921398,13492,477719,6995,13.4,6.9,Report,1389152,911906,470596,911718,470545,17.1,8.8,5319123,37130,1405378,26421,,,
2021-03-02,TX,TXA,Texas,28995881,8234755,5956629,28400,20543,3883032,13392,2066013,7125,12.9,6.8,Report,5725257,3735197,1984483,3722120,1977536,17.2,9.2,21596071,38131,5936465,27489,,,
2021-03-02,UT,UTA,Utah,3205958,879350,722301,27429,22530,406549,12681,190682,5948,12.7,6,Report,721383,406252,191035,405851,190920,17.8,8.4,2274774,38657,721704,31726,,,
2021-03-02,VA,VAA,Virginia,8535519,2735305,2171427,32046,25440,1389614,16280,748805,8773,16.4,8.8,Report,2187973,1402684,752851,1401539,752545,21,11.3,6674671,40980,2169924,32510,,,
2021-03-02,VA2,VA2,Veterans Health,0,2770485,2372611,0,0,1540721,0,830514,0,0,0,Report,2372611,1540721,830514,1540707,830509,0,0,0,0,2372592,0,,,
2021-03-02,VI,VIA,Virgin Islands,104680,37680,19736,35995,18854,13071,12487,6651,6354,12.3,6.3,Report,19403,12831,6557,12821,6554,15.7,8,81650,46148,19724,24157,,,
2021-03-02,VT,VTA,Vermont,623989,227350,171557,36435,27494,111761,17911,59544,9542,17.5,9.4,Report,167946,109213,58448,109123,58405,21.4,11.5,509984,44580,171427,33614,,,
2021-03-02,WA,WAA,Washington,7614893,2443300,1841160,32086,24178,1182328,15527,639927,8404,15.6,8.4,Report,1847807,1186560,642362,1185874,642078,19.9,10.8,5951832,41051,1840188,30918,,,
2021-03-02,WI,WIA,Wisconsin,5822434,1814215,1521200,31159,26127,982487,16874,522547,8975,16.9,9,Report,1525651,984053,525277,983620,525081,21.6,11.5,4555837,39822,1520575,33376,,,
2021-03-02,WV,WVA,West Virginia,1792147,644595,536534,35968,29938,324863,18127,211589,11806,17.8,11.6,Report,527250,319813,207129,319488,206982,22.3,14.4,1432580,44995,536031,37417,,,
2021-03-02,WY,WYA,Wyoming,578759,211415,156776,36529,27088,100911,17436,55332,9560,17.3,9.4,Report,155049,99916,54562,99876,54550,22.4,12.3,445025,47506,156723,35217,,,
2021-03-02,US,USA,United States,331996199,102353940,78631601,,,51755447,,26162122,,15.6,7.9,Report,78631601,51755447,26162122,51708435,26144667,20.3,10.2,255200373,40107,78566692,30786,38319678,40196532,114990
2021-03-02,LTC,LTC,Long Term Care,,,7178616,,,,,,,0,0,,,,,,,,,,,,,,,
