Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-22,OK,OKA,Oklahoma,3956971,1061775,891227,26833,22523,594361,15021,289719,7322,14.9,7.3,Report,886590,590545,288951,590267,288881,19.6,9.6,3004733,35337,890861,29649,,,
2021-02-22,OR,ORA,Oregon,4217737,924575,844210,21921,20016,560544,13290,279756,6633,13.2,6.6,Report,840604,558708,277357,557970,277017,16.6,8.3,3351175,27590,843120,25159,,,
2021-02-22,PA,PAA,Pennsylvania,12801989,2989725,2358058,23354,18419,1699219,13273,651588,5090,13.3,5.1,Report,2362174,1699811,654674,1698656,654280,16.7,6.4,10167376,29405,2356509,23177,,,
2021-02-22,PR,PRA,Puerto Rico,3193694,806625,476647,25257,14925,320423,10033,154730,4845,10.1,4.8,Report,477881,321729,154656,321599,154632,12.3,5.9,2620963,30776,476493,18180,,,
2021-02-22,RI,RIA,Rhode Island,1059361,246175,206034,23238,19449,142522,13454,63410,5986,13.6,5.9,Report,206372,143885,62287,143809,62264,16.8,7.3,854866,28797,205931,24089,,,
2021-02-22,RP,RPA,Republic of Palau,17907,9200,6314,51377,35260,3649,20378,2665,14882,20.7,15,Report,6390,3703,2687,3703,2687,26.5,19.2,13967,65870,6314,45207,,,
2021-02-22,SC,SCA,South Carolina,5148714,1066275,932588,20710,18113,649402,12613,265062,5148,12.8,5.3,Report,950909,660425,272452,659764,272229,16.3,6.7,4037531,26409,931696,23076,,,
2021-02-22,SD,SDA,South Dakota,884659,266970,235964,30178,26673,158510,17918,77240,8731,17.9,8.7,Report,235823,158566,77002,158351,76948,23.7,11.5,667558,39992,235689,35306,,,
2021-02-22,TN,TNA,Tennessee,6829174,1478150,1130834,21645,16559,763973,11187,362284,5305,11.1,5.2,Report,1118608,757200,356656,757058,356616,14.2,6.7,5319123,27789,1130663,21257,,,
2021-02-22,TX,TXA,Texas,28995881,5652800,4711180,19495,16248,3278912,11308,1426511,4920,11.4,4.9,Report,4739418,3299008,1434295,0,0,0,0,21596071,26175,4696030,21745,,,
2021-02-22,UT,UTA,Utah,3205958,658750,610874,20548,19054,356543,11121,146408,4567,11.1,4.6,Report,609799,356333,146464,355994,146368,15.6,6.4,2274774,28959,610355,26831,,,
2021-02-22,VA,VAA,Virginia,8535519,1949525,1735451,22840,20332,1183068,13861,520814,6102,14,6.1,Report,1748020,1192485,524556,1191603,524343,17.9,7.9,6674671,29208,1734310,25983,,,
2021-02-22,VA2,VA2,Veterans Health,0,2186925,1957142,0,0,1328177,0,627679,0,0,0,Report,1957142,1328177,627679,1328168,627676,0,0,0,0,1957130,0,,,
2021-02-22,VI,VIA,Virgin Islands,104680,26425,16187,25244,15463,11247,10744,4940,4719,10.5,4.7,Report,15909,11027,4881,11018,4878,13.5,6,81650,32364,16176,19811,,,
2021-02-22,VT,VTA,Vermont,623989,163550,141436,26210,22666,94486,15142,46743,7491,14.8,7.3,Report,138290,92323,45725,92243,45693,18.1,9,509984,32070,141330,27713,,,
2021-02-22,WA,WAA,Washington,7614893,1619340,1479352,21265,19427,1027798,13497,434996,5712,13.5,5.7,Report,1483772,1030812,436421,1030268,436214,17.3,7.3,5951832,27207,1478595,24843,,,
2021-02-22,WI,WIA,Wisconsin,5822434,1301825,1252322,22359,21509,867121,14893,371843,6386,14.9,6.4,Report,1256868,869308,374043,868956,373882,19.1,8.2,4555837,28575,1251816,27477,,,
2021-02-22,WV,WVA,West Virginia,1792147,481225,465593,26852,25980,291272,16253,174287,9725,16,9.5,Report,456403,286014,170138,285749,169999,19.9,11.9,1432580,33591,465159,32470,,,
2021-02-22,WY,WYA,Wyoming,578759,150905,135635,26074,23435,91931,15884,43289,7480,15.7,7.4,Report,133984,90847,42685,90816,42676,20.4,9.6,445025,33909,135594,30469,,,
2021-02-22,US,USA,United States,331996199,75205940,64177474,,,44138118,,19438495,,13.3,5.9,Report,64177474,44138118,19438495,43045374,19016705,16.9,7.5,255200373,29469,64127983,25128,31212925,32853883,110666
2021-02-22,LTC,LTC,Long Term Care,,,6579236,,,,,,,0,0,,,,,,,,,,,,,,,
