Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-25,MO,MOA,Missouri,6137428,1527195,1167787,24883,19027,772358,12584,384758,6269,12.1,5.9,Report,1119517,744895,364131,744600,364035,15.6,7.6,4766843,32038,1167370,24489,,,
2021-02-25,MP,MPA,Northern Mariana Islands,56882,29650,17473,52125,30718,10129,17807,7334,12893,17.8,12.9,Report,17468,10124,7334,10120,7333,22.8,16.5,44368,66827,17468,39371,,,
2021-02-25,MS,MSA,Mississippi,2976149,801035,525981,26915,17673,365958,12296,159155,5348,12.4,5.5,Report,532997,369045,163033,368968,163013,16.2,7.2,2277566,35171,525886,23090,,,
2021-02-25,MT,MTA,Montana,1068778,306415,252295,28670,23606,173329,16217,78135,7311,16.3,7.3,Report,253162,174160,78148,173962,78109,20.7,9.3,840190,36470,252054,30000,,,
2021-02-25,NC,NCA,North Carolina,10488084,2809745,2210412,26790,21075,1424748,13584,782138,7457,13.4,7.4,Report,2183255,1407925,771618,1406941,771049,17.2,9.4,8187369,34318,2208861,26979,,,
2021-02-25,ND,NDA,North Dakota,762062,241100,203911,31638,26758,133058,17460,68641,9007,17,8.7,Report,197891,129590,66374,129427,66328,22.2,11.4,581891,41434,203692,35005,,,
2021-02-25,NE,NEA,Nebraska,1934408,559930,422419,28946,21837,281672,14561,138194,7144,14.5,7.1,Report,419958,281023,136378,280721,136257,19.2,9.3,1458334,38395,421998,28937,,,
2021-02-25,NH,NHA,New Hampshire,1359711,396375,291248,29151,21420,202003,14856,89032,6548,15.4,6.7,Report,301893,209909,91680,209533,91553,19,8.3,1104458,35889,290719,26322,,,
2021-02-25,NJ,NJA,New Jersey,8882190,2476620,1866378,27883,21013,1258929,14174,600777,6764,14.7,7.1,Report,1953598,1310121,631768,1308732,631388,18.8,9.1,6943612,35668,1864610,26854,,,
2021-02-25,NM,NMA,New Mexico,2096829,705015,634845,33623,30276,415888,19834,212211,10121,20.3,10.2,Report,647470,426331,214411,424898,214232,26.2,13.2,1620991,43493,633445,39078,,,
2021-02-25,NV,NVA,Nevada,3080156,809180,622189,26271,20200,423010,13733,194377,6311,13.6,6.3,Report,616133,418700,192590,418566,192547,17.5,8.1,2387517,33892,622008,26053,,,
2021-02-25,NY,NYA,New York State,19453561,5514665,3879303,28348,19941,2490401,12802,1304163,6704,12.8,6.6,Report,3853677,2482912,1291976,2481791,1291667,16.1,8.4,15425262,35751,3877891,25140,,,
2021-02-25,OH,OHA,Ohio,11689100,3238385,2351582,27704,20118,1567124,13407,778235,6658,13.4,6.6,Report,2343667,1562236,775137,1561537,774783,17.1,8.5,9111081,35543,2350535,25799,,,
2021-02-25,OK,OKA,Oklahoma,3956971,1334690,967522,33730,24451,634889,16045,325335,8222,15.9,8.2,Report,962283,630696,324341,630365,324265,21,10.8,3004733,44420,967096,32186,,,
2021-02-25,OR,ORA,Oregon,4217737,1170595,889531,27754,21090,580233,13757,305172,7235,13.7,7.2,Report,885807,578441,302615,577677,302212,17.2,9,3351175,34931,888349,26509,,,
2021-02-25,PA,PAA,Pennsylvania,12801989,3647105,2489919,28489,19449,1765921,13794,716193,5594,13.8,5.6,Report,2493406,1766202,718962,1764968,718541,17.4,7.1,10167376,35871,2488264,24473,,,
2021-02-25,PR,PRA,Puerto Rico,3193694,971910,510041,30432,15970,336310,10530,172198,5392,10.6,5.4,Report,511531,337907,172089,337776,172064,12.9,6.6,2620963,37082,509885,19454,,,
2021-02-25,RI,RIA,Rhode Island,1059361,300805,226694,28395,21399,159547,15061,67029,6327,15.2,6.2,Report,227265,160880,66168,160804,66135,18.8,7.7,854866,35187,226583,26505,,,
2021-02-25,RP,RPA,Republic of Palau,17907,9200,8111,51377,45295,5083,28386,3028,16910,28.7,17,Report,8191,5140,3051,5140,3051,36.8,21.8,13967,65870,8111,58073,,,
2021-02-25,SC,SCA,South Carolina,5148714,1291305,997874,25080,19381,686224,13328,292592,5683,13.5,5.8,Report,1015914,696787,300144,696112,299908,17.2,7.4,4037531,31983,996954,24692,,,
2021-02-25,SD,SDA,South Dakota,884659,309130,250216,34943,28284,167375,18920,82621,9339,18.9,9.3,Report,249991,167434,82296,167202,82240,25,12.3,667558,46308,249922,37438,,,
2021-02-25,TN,TNA,Tennessee,6829174,1787250,1210159,26171,17720,802161,11746,402729,5897,11.6,5.8,Report,1197042,794893,396696,794747,396653,14.9,7.5,5319123,33600,1209981,22748,,,
2021-02-25,TX,TXA,Texas,28995881,7380615,5107257,25454,17614,3432978,11840,1667843,5752,11.4,5.5,Report,4909025,3305597,1598951,3294525,1593595,15.3,7.4,21596071,34176,5090730,23572,,,
2021-02-25,UT,UTA,Utah,3205958,787680,662012,24569,20649,378311,11800,168462,5255,11.8,5.3,Report,660803,378021,168507,377656,168405,16.6,7.4,2274774,34627,661463,29078,,,
2021-02-25,VA,VAA,Virginia,8535519,2368825,1848774,27753,21660,1229982,14410,586723,6874,14.5,6.9,Report,1862103,1239868,590745,1238910,590493,18.6,8.8,6674671,35490,1847511,27679,,,
2021-02-25,VA2,VA2,Veterans Health,0,2595905,2077586,0,0,1377608,0,698669,0,0,0,Report,2077586,1377608,698669,1377595,698665,0,0,0,0,2077569,0,,,
2021-02-25,VI,VIA,Virgin Islands,104680,36080,17778,34467,16983,12112,11571,5664,5411,11.3,5.3,Report,17472,11874,5595,11864,5592,14.5,6.8,81650,44189,17766,21759,,,
2021-02-25,VT,VTA,Vermont,623989,205810,147828,32983,23691,98510,15787,49103,7869,15.4,7.7,Report,144762,96318,48194,96237,48161,18.9,9.4,509984,40356,147720,28966,,,
2021-02-25,WA,WAA,Washington,7614893,2094570,1562425,27506,20518,1060262,13924,484767,6366,14,6.4,Report,1567638,1063637,486623,1063068,486390,17.9,8.2,5951832,35192,1561620,26238,,,
2021-02-25,WI,WIA,Wisconsin,5822434,1579565,1314188,27129,22571,889210,15272,410457,7050,15.3,7.1,Report,1318519,891185,412649,890824,412480,19.6,9.1,4555837,34671,1313665,28835,,,
2021-02-25,WV,WVA,West Virginia,1792147,568255,485535,31708,27092,300110,16746,185374,10344,16.4,10.1,Report,476058,294794,180993,294522,180854,20.6,12.6,1432580,39667,485093,33861,,,
2021-02-25,WY,WYA,Wyoming,578759,183065,141545,31631,24457,94291,16292,46807,8087,16.1,8,Report,139945,93220,46240,93189,46231,20.9,10.4,445025,41136,141504,31797,,,
2021-02-25,US,USA,United States,331996199,91673010,68274117,,,46074392,,21555117,,13.9,6.5,Report,68274117,46074392,21555117,46034908,21541356,18,8.4,255200373,35922,68220479,26732,33066503,35095003,112611
2021-02-25,LTC,LTC,Long Term Care,,,6817460,,,,,,,0,0,,,,,,,,,,,,,,,
