Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-05,DD2,DD2,Dept of Defense,0,1676135,1065268,0,0,721060,0,333385,0,0,0,Report,1065268,721060,333385,720796,333342,0,0,0,0,1064961,0,,,
2021-03-05,DE,DEA,Delaware,973764,359165,255036,36884,26191,161830,16619,92003,9448,16.3,9.2,Report,249338,158871,89355,158816,89338,20.6,11.6,770192,46633,254962,33104,,,
2021-03-05,FL,FLA,Florida,21477737,7524815,5448653,35035,25369,3480937,16207,1929985,8986,15.9,8.9,Report,5356486,3416396,1902438,3413204,1902093,19.8,11,17247808,43628,5445056,31570,,,
2021-03-05,FM,FMA,Federated States of Micronesia,103643,34000,17098,32805,16497,11014,10627,5979,5769,10.7,5.8,Report,17245,11128,6010,11124,6010,13.8,7.4,80842,42057,17094,21145,,,
2021-03-05,GA,GAA,Georgia,10617423,3379335,2253011,31828,21220,1361276,12821,847033,7978,12.6,7.9,Report,2223684,1337534,841985,1337086,841833,16.5,10.4,8113542,41651,2252420,27761,,,
2021-03-05,GU,GUA,Guam,165768,86560,56407,52218,34028,35083,21164,20827,12564,21.2,12.6,Report,56398,35076,20823,35066,20817,27.1,16.1,129299,66946,56390,43612,,,
2021-03-05,HI,HIA,Hawaii,1415872,591220,421996,41757,29805,262927,18570,158777,11214,18.7,11.3,Report,424837,264868,159646,264696,159583,23.7,14.3,1116004,52977,421764,37792,,,
2021-03-05,IA,IAA,Iowa,3155070,1068655,801113,33871,25391,577894,18316,216336,6857,18.4,7,Report,808312,582004,219494,581576,219330,24,9,2428229,44010,800527,32968,,,
2021-03-05,ID,IDA,Idaho,1787065,589435,442491,32983,24761,279315,15630,150186,8404,15.8,8.5,Report,447282,282541,152239,282532,152236,21.1,11.4,1338864,44025,442485,33049,,,
2021-03-05,IH2,IH2,Indian Health Svc,2082813,1123090,620761,53922,29804,416618,20003,198047,9509,20,9.5,Report,620761,416618,198047,414078,197418,0,0,0,0,617558,0,,,
2021-03-05,IL,ILA,Illinois,12671821,4334465,3204414,34206,25288,2186381,17254,971371,7666,17.4,7.8,Report,3236179,2204820,984808,2203119,984349,22.4,10,9853946,43987,3202223,32497,,,
2021-03-05,IN,INA,Indiana,6732219,2191530,1748623,32553,25974,1078960,16027,651592,9679,16,9.7,Report,1749328,1079060,652106,1078825,652014,20.9,12.6,5164245,42437,1748295,33854,,,
2021-03-05,KS,KSA,Kansas,2913314,1085815,683046,37271,23446,453247,15558,224917,7720,16.3,8.2,Report,718632,475698,237853,475329,237671,21.5,10.7,2213064,49064,682509,30840,,,
2021-03-05,KY,KYA,Kentucky,4467673,1538415,1162694,34434,26025,768092,17192,390088,8731,17.7,8.9,Report,1191689,789697,397436,789351,397349,22.8,11.5,3464802,44401,1162282,33545,,,
2021-03-05,LA,LAA,Louisiana,4648794,1576670,1179138,33916,25364,751564,16167,424563,9133,15.9,9,Report,1161860,740587,418275,740404,418237,20.8,11.7,3561164,44274,1178911,33105,,,
2021-03-05,MA,MAA,Massachusetts,6892503,2476070,2005708,35924,29100,1389156,20155,611282,8869,20,8.8,Report,1989683,1379021,605400,1377902,605046,24.9,10.9,5539703,44697,2004222,36179,,,
2021-03-05,MD,MDA,Maryland,6045680,2093170,1548380,34623,25611,995246,16462,550058,9098,17,9.4,Report,1597123,1025554,568160,1025117,568006,21.8,12.1,4710993,44432,1547807,32855,,,
2021-03-05,ME,MEA,Maine,1344212,503580,382117,37463,28427,254027,18898,125573,9342,19.2,9.5,Report,388301,257677,128080,257562,128022,23.5,11.7,1095370,45974,381951,34870,,,
2021-03-05,MH,MHA,Marshall Islands,58413,35000,12592,59918,21557,9666,16548,2869,4912,16.6,4.9,Report,12601,9674,2870,9665,2869,21.2,6.3,45562,76818,12584,27620,,,
2021-03-05,MI,MIA,Michigan,9986857,3290960,2555112,32953,25585,1614480,16166,916288,9175,16.5,9.3,Report,2599175,1644210,930381,1643811,930195,21,11.9,7842924,41961,2554528,32571,,,
2021-03-05,MN,MNA,Minnesota,5639632,1952000,1562547,34612,27707,1035471,18361,521381,9245,18.5,9.3,Report,1573600,1043647,523861,1043098,523610,24.1,12.1,4336475,45014,1561759,36014,,,
2021-03-05,MO,MOA,Missouri,6137428,2029675,1504236,33070,24509,973358,15859,513857,8373,15.4,8,Report,1455316,945451,493114,945028,492987,19.8,10.3,4766843,42579,1503652,31544,,,
2021-03-05,MP,MPA,Northern Mariana Islands,56882,44010,19905,77371,34993,11602,20397,8292,14578,20.4,14.6,Report,19903,11598,8294,11594,8293,26.1,18.7,44368,99193,19900,44852,,,
2021-03-05,MS,MSA,Mississippi,2976149,1059665,710560,35605,23875,461315,15500,247826,8327,15.6,8.5,Report,716640,463252,251916,463147,251876,20.3,11.1,2277566,46526,710413,31192,,,
2021-03-05,MT,MTA,Montana,1068778,404125,312296,37812,29220,204269,19112,107045,10016,19.2,10,Report,313645,205372,107265,205113,107202,24.4,12.8,840190,48099,311970,37131,,,
2021-03-05,NC,NCA,North Carolina,10488084,3529525,2680413,33653,25557,1726621,16463,949615,9054,16.3,8.9,Report,2647301,1706016,936887,1704915,936290,20.8,11.4,8187369,43109,2678717,32718,,,
2021-03-05,ND,NDA,North Dakota,762062,293900,255282,38566,33499,163393,21441,89500,11744,20.8,11.4,Report,247086,158378,86601,158195,86548,27.2,14.9,581891,50508,255034,43828,,,
2021-03-05,NE,NEA,Nebraska,1934408,709110,535213,36658,27668,344684,17819,187246,9680,17.8,9.6,Report,532448,344129,185032,343810,184882,23.6,12.7,1458334,48625,534747,36668,,,
2021-03-05,NH,NHA,New Hampshire,1359711,482575,358497,35491,26366,252787,18591,105441,7755,19.3,8.1,Report,371807,261912,109525,261465,109382,23.7,9.9,1104458,43693,357884,32404,,,
2021-03-05,NJ,NJA,New Jersey,8882190,2938890,2403077,33087,27055,1600923,18024,794448,8944,18.7,9.3,Report,2503618,1661209,829628,1659269,829010,23.9,11.9,6943612,42325,2400522,34572,,,
2021-03-05,NM,NMA,New Mexico,2096829,894645,765965,42667,36530,489800,23359,267819,12773,23.9,13,Report,783269,502054,272879,499943,272348,30.8,16.8,1620991,55191,763722,47115,,,
2021-03-05,NV,NVA,Nevada,3080156,1018580,773285,33069,25105,498485,16184,263586,8558,16,8.5,Report,765612,493295,261159,493138,261098,20.7,10.9,2387517,42663,773063,32379,,,
2021-03-05,NY,NYA,New York State,19453561,6849315,4864621,35209,25006,3162405,16256,1616099,8307,16.2,8.2,Report,4840094,3155309,1604606,3153440,1604224,20.4,10.4,15425262,44403,4862406,31522,,,
2021-03-05,OH,OHA,Ohio,11689100,3972035,2918114,33981,24964,1881959,16100,1025158,8770,16,8.7,Report,2906687,1874115,1021509,1873287,1021078,20.6,11.2,9111081,43596,2916856,32014,,,
2021-03-05,OK,OKA,Oklahoma,3956971,1731720,1213040,43764,30656,767445,19395,437663,11061,19.2,11,Report,1204491,761033,435582,760351,435468,25.3,14.5,3004733,57633,1212206,40343,,,
2021-03-05,OR,ORA,Oregon,4217737,1405845,1097974,33332,26032,692137,16410,400819,9503,16.4,9.4,Report,1094240,690687,397904,689837,397326,20.6,11.9,3351175,41951,1096527,32721,,,
2021-03-05,PA,PAA,Pennsylvania,12801989,4439935,3169691,34682,24759,2174656,16987,984830,7693,17,7.7,Report,3173544,2174827,988025,2173142,987469,21.4,9.7,10167376,43668,3167450,31153,,,
2021-03-05,PR,PRA,Puerto Rico,3193694,1230670,596130,38534,18666,377558,11822,216886,6791,11.9,6.8,Report,598477,379836,216953,379694,216921,14.5,8.3,2620963,46955,595956,22738,,,
2021-03-05,RI,RIA,Rhode Island,1059361,371455,300529,35064,28369,214165,20216,86212,8138,20.3,8.1,Report,301707,215497,85952,215403,85912,25.2,10,854866,43452,300397,35140,,,
2021-03-05,RP,RPA,Republic of Palau,17907,14600,8185,81532,45708,5085,28397,3099,17306,28.7,17.5,Report,8273,5145,3127,5145,3127,36.8,22.4,13967,104532,8185,58602,,,
2021-03-05,SC,SCA,South Carolina,5148714,1579375,1232377,30675,23936,789159,15327,416637,8092,15.5,8.3,Report,1252432,800539,425519,799826,425240,19.8,10.5,4037531,39117,1231374,30498,,,
2021-03-05,SD,SDA,South Dakota,884659,391440,304382,44248,34407,198660,22456,105483,11924,22.5,11.9,Report,304459,198905,105267,198624,105165,29.8,15.8,667558,58638,303992,45538,,,
2021-03-05,TN,TNA,Tennessee,6829174,2256060,1540428,33036,22557,1001098,14659,531690,7786,14.5,7.7,Report,1521712,990140,523776,989928,523718,18.6,9.8,5319123,42414,1540171,28955,,,
2021-03-05,TX,TXA,Texas,28995881,9164325,6591175,31606,22731,4257785,14684,2324593,8017,14.1,7.7,Report,6340122,4098216,2235145,4083950,2227365,18.9,10.3,21596071,42435,6568995,30418,,,
2021-03-05,UT,UTA,Utah,3205958,990800,796749,30905,24852,457545,14272,206238,6433,14.2,6.4,Report,794857,456278,206656,455684,206516,20,9.1,2274774,43556,795900,34988,,,
2021-03-05,VA,VAA,Virginia,8535519,2825165,2342449,33099,27444,1489060,17445,818962,9595,17.6,9.6,Report,2360346,1503158,823381,1501915,823036,22.5,12.3,6674671,42327,2340804,35070,,,
2021-03-05,VA2,VA2,Veterans Health,0,3194405,2535768,0,0,1628955,0,905414,0,0,0,Report,2535768,1628955,905414,1628941,905408,0,0,0,0,2535748,0,,,
2021-03-05,VI,VIA,Virgin Islands,104680,40420,22365,38613,21365,14890,14224,7458,7125,13.9,7,Report,21958,14581,7359,14548,7356,17.8,9,81650,49504,22330,27348,,,
2021-03-05,VT,VTA,Vermont,623989,253300,179580,40594,28779,117433,18820,61881,9917,18.4,9.7,Report,175905,114893,60708,114800,60664,22.5,11.9,509984,49668,179449,35187,,,
2021-03-05,WA,WAA,Washington,7614893,2628620,2001032,34519,26278,1271687,16700,708708,9307,16.8,9.3,Report,2008127,1276221,711273,1275434,710945,21.4,11.9,5951832,44165,1999915,33602,,,
2021-03-05,WI,WIA,Wisconsin,5822434,1895165,1656753,32549,28455,1058297,18176,581022,9979,18.2,10,Report,1660480,1059657,583220,1059148,583011,23.2,12.8,4555837,41599,1656037,36350,,,
2021-03-05,WV,WVA,West Virginia,1792147,680665,574473,37980,32055,350207,19541,224165,12508,19.3,12.3,Report,565469,345274,219837,344938,219686,24.1,15.3,1432580,47513,573955,40064,,,
2021-03-05,WY,WYA,Wyoming,578759,236065,166712,40788,28805,105987,18313,60052,10376,18.1,10.2,Report,164851,104955,59185,104905,59172,23.6,13.3,445025,53045,166648,37447,,,
2021-03-05,US,USA,United States,331996199,114133115,85008094,,,55547697,,28701201,,16.7,8.6,Report,85008094,55547697,28701201,55496015,28681864,21.7,11.2,255200373,44723,84936600,33282,41507728,43373717,118059
2021-03-05,LTC,LTC,Long Term Care,,,7306425,,,,,,,0,0,,,,,,,,,,,,,,,
