Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-19,UT,UTA,Utah,3205958,657150,584648,20498,18236,343017,10699,136006,4242,10.7,4.2,,,
2021-02-19,VA,VAA,Virginia,8535519,1942700,1645485,22760,19278,1154362,13524,459751,5386,13.6,5.4,,,
2021-02-19,VA2,VA2,Veterans Health,0,2125400,1815046,0,0,1268720,0,545078,0,0,0,,,
2021-02-19,VI,VIA,Virgin Islands,104680,26425,14851,25244,14187,10399,9934,4452,4253,9.7,4.2,,,
2021-02-19,VT,VTA,Vermont,623989,159650,127619,25585,20452,86590,13877,40829,6543,13.6,6.4,,,
2021-02-19,WA,WAA,Washington,7614893,1601125,1362197,21026,17889,982469,12902,364470,4786,12.9,4.8,,,
2021-02-19,WI,WIA,Wisconsin,5822434,1300325,1137395,22333,19535,818760,14062,306537,5265,14.1,5.3,,,
2021-02-19,WV,WVA,West Virginia,1792147,481225,440614,26852,24586,279255,15582,161329,9002,15.3,8.8,,,
2021-02-19,WY,WYA,Wyoming,578759,150005,124310,25918,21479,87289,15082,36651,6333,14.9,6.2,,,
2021-02-19,US,USA,United States,331996199,78152495,59585043,,,41977401,,17039118,,12.6,5.1,29044336,30431247,109460
2021-02-19,LTC,LTC,Long Term Care,,,6289188,,,,,,,0,0,,,
