Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-01,GA,GAA,Georgia,10617423,2881145,2072628,27136,19521,1282199,12076,747398,7039,11.9,7,Report,2045972,1260430,743037,1260016,742900,15.5,9.2,8113542,35510,2072084,25539,,,
2021-03-01,GU,GUA,Guam,165768,51300,55255,30947,33333,34497,20810,20267,12226,20.8,12.2,Report,55244,34489,20263,34479,20257,26.7,15.7,129299,39675,55238,42721,,,
2021-03-01,HI,HIA,Hawaii,1415872,497760,389644,35156,27520,248885,17578,140469,9921,17.7,10,Report,392208,250646,141240,250495,141178,22.4,12.7,1116004,44602,389432,34895,,,
2021-03-01,IA,IAA,Iowa,3155070,901745,734845,28581,23291,543027,17211,185255,5872,17.3,6,Report,741520,546840,188168,546434,188013,22.5,7.7,2428229,37136,734291,30240,,,
2021-03-01,ID,IDA,Idaho,1787065,485195,404250,27150,22621,260280,14565,131312,7348,14.7,7.5,Report,408870,263438,133284,263429,133281,19.7,10,1338864,36239,404244,30193,,,
2021-03-01,IH2,IH2,Indian Health Svc,2082813,868080,569259,41678,27331,388629,18659,174607,8383,18.7,8.4,Report,569259,388629,174607,386564,174180,0,0,0,0,566734,0,,,
2021-03-01,IL,ILA,Illinois,12671821,3575135,2906555,28213,22937,2028167,16005,834142,6583,16.1,6.7,Report,2936886,2045444,847352,2043918,846973,20.7,8.6,9853946,36281,2904619,29477,,,
2021-03-01,IN,INA,Indiana,6732219,1848620,1615149,27459,23991,1016163,15094,582101,8646,15.1,8.6,Report,1615237,1016048,582218,1015823,582132,19.7,11.3,5164245,35797,1614837,31270,,,
2021-03-01,KS,KSA,Kansas,2913314,867585,620939,29780,21314,417111,14317,199266,6840,15.1,7.3,Report,656971,439896,212327,439555,212158,19.9,9.6,2213064,39203,620442,28035,,,
2021-03-01,KY,KYA,Kentucky,4467673,1317325,1046835,29486,23431,691600,15480,351189,7861,16,8,Report,1075995,713307,358604,713031,358519,20.6,10.3,3464802,38020,1046496,30204,,,
2021-03-01,LA,LAA,Louisiana,4648794,1331680,1076576,28646,23158,688286,14806,385486,8292,14.6,8.2,Report,1060951,678364,379791,678192,379758,19,10.7,3561164,37395,1076366,30225,,,
2021-03-01,MA,MAA,Massachusetts,6892503,2091730,1803528,30348,26167,1271120,18442,527811,7658,18.3,7.6,Report,1788262,1260542,523119,1259646,522792,22.7,9.4,5539703,37759,1802308,32534,,,
2021-03-01,MD,MDA,Maryland,6045680,1837445,1364145,30393,22564,875682,14484,485911,8037,15,8.3,Report,1413319,906877,503576,906517,503448,19.2,10.7,4710993,39003,1363674,28947,,,
2021-03-01,ME,MEA,Maine,1344212,416090,334009,30954,24848,225253,16757,106444,7919,17,8.1,Report,339864,228686,108839,228575,108785,20.9,9.9,1095370,37986,333849,30478,,,
2021-03-01,MH,MHA,Marshall Islands,58413,21000,11197,35951,19169,8811,15084,2329,3987,15.1,4,Report,11208,8819,2332,8810,2331,19.3,5.1,45562,46091,11189,24558,,,
2021-03-01,MI,MIA,Michigan,9986857,2704700,2357259,27083,23604,1487953,14899,846505,8476,15.2,8.6,Report,2396728,1514180,859526,1513819,859372,19.3,11,7842924,34486,2356744,30049,,,
2021-03-01,MN,MNA,Minnesota,5639632,1599790,1429631,28367,25350,956172,16955,468222,8302,17.1,8.3,Report,1438860,963223,469986,962703,469753,22.2,10.8,4336475,36891,1428889,32950,,,
2021-03-01,MO,MOA,Missouri,6137428,1694635,1375027,27611,22404,894338,14572,464382,7566,14.1,7.2,Report,1324709,865315,443345,864950,443228,18.1,9.3,4766843,35550,1374510,28835,,,
2021-03-01,MP,MPA,Northern Mariana Islands,56882,29650,18583,52125,32669,10931,19217,7642,13435,19.2,13.4,Report,18578,10926,7642,10922,7641,24.6,17.2,44368,66827,18578,41873,,,
2021-03-01,MS,MSA,Mississippi,2976149,869955,637116,29231,21407,419824,14106,216072,7260,14.2,7.4,Report,643620,422306,220044,422220,220011,18.5,9.7,2277566,38197,636998,27968,,,
2021-03-01,MT,MTA,Montana,1068778,341645,284679,31966,26636,190126,17789,93625,8760,17.9,8.8,Report,285793,191091,93750,190876,93702,22.7,11.2,840190,40663,284412,33851,,,
2021-03-01,NC,NCA,North Carolina,10488084,2985475,2525579,28465,24080,1634790,15587,886852,8456,15.4,8.3,Report,2494510,1615012,875367,1613956,874775,19.7,10.7,8187369,36464,2523931,30827,,,
2021-03-01,ND,NDA,North Dakota,762062,246570,238585,32356,31308,154013,20210,82284,10798,19.6,10.4,Report,230945,149458,79483,149282,79430,25.7,13.7,581891,42374,238344,40960,,,
2021-03-01,NE,NEA,Nebraska,1934408,603210,476315,31183,24623,311629,16110,161830,8366,16.1,8.3,Report,473729,311102,159766,310791,159629,21.3,10.9,1458334,41363,475870,32631,,,
2021-03-01,NH,NHA,New Hampshire,1359711,412275,324806,30321,23888,227837,16756,96729,7114,17.4,7.4,Report,337105,236501,100268,236096,100131,21.4,9.1,1104458,37328,324240,29357,,,
2021-03-01,NJ,NJA,New Jersey,8882190,2508320,2096498,28240,23603,1392863,15682,696473,7841,16.3,8.2,Report,2191409,1448799,730381,1447222,729900,20.8,10.5,6943612,36124,2094448,30164,,,
2021-03-01,NM,NMA,New Mexico,2096829,738705,711612,35230,33938,458941,21887,244734,11672,22.4,11.9,Report,726722,470185,248615,468465,248331,28.9,15.3,1620991,45571,709884,43793,,,
2021-03-01,NV,NVA,Nevada,3080156,867240,715121,28156,23217,463388,15044,240683,7814,14.9,7.7,Report,707912,458492,238432,458346,238382,19.2,10,2387517,36324,714917,29944,,,
2021-03-01,NY,NYA,New York State,19453561,5757205,4355544,29595,22389,2784587,14314,1485601,7637,14.3,7.6,Report,4330929,2777745,1473773,2776336,1473429,18,9.6,15425262,37323,4353823,28225,,,
2021-03-01,OH,OHA,Ohio,11689100,3301865,2660844,28247,22763,1728576,14788,923721,7902,14.7,7.9,Report,2651938,1723002,920316,1722235,919914,18.9,10.1,9111081,36240,2659678,29192,,,
2021-03-01,OK,OKA,Oklahoma,3956971,1399890,1119049,35378,28280,709513,17931,401951,10158,17.8,10.1,Report,1112192,704200,400460,703701,400358,23.4,13.3,3004733,46589,1118423,37222,,,
2021-03-01,OR,ORA,Oregon,4217737,1241415,1024055,29433,24280,652299,15466,367112,8704,15.4,8.6,Report,1019924,650472,364170,649650,363645,19.4,10.9,3351175,37044,1022690,30517,,,
2021-03-01,PA,PAA,Pennsylvania,12801989,3915545,2835338,30585,22148,1957354,15289,868979,6788,15.3,6.8,Report,2837470,1956197,871814,1954739,871317,19.2,8.6,10167376,38511,2833383,27867,,,
2021-03-01,PR,PRA,Puerto Rico,3193694,1036820,554664,32465,17367,356630,11167,196380,6149,11.2,6.1,Report,556599,358606,196337,358469,196310,13.7,7.5,2620963,39559,554500,21156,,,
2021-03-01,RI,RIA,Rhode Island,1059361,308415,269512,29113,25441,190901,18020,78482,7408,18.1,7.3,Report,270190,192198,77763,192113,77725,22.5,9.1,854866,36078,269386,31512,,,
2021-03-01,RP,RPA,Republic of Palau,17907,9200,8185,51377,45708,5085,28397,3099,17306,28.7,17.5,Report,8269,5143,3125,5143,3125,36.8,22.4,13967,65870,8185,58602,,,
2021-03-01,SC,SCA,South Carolina,5148714,1339205,1116811,26010,21691,744420,14458,349123,6781,14.7,6.9,Report,1135714,755284,357296,754582,357033,18.7,8.8,4037531,33169,1115835,27637,,,
2021-03-01,SD,SDA,South Dakota,884659,329300,282075,37223,31885,186081,21034,95767,10825,21.1,10.8,Report,282025,186324,95432,186066,95354,27.9,14.3,667558,49329,281733,42204,,,
2021-03-01,TN,TNA,Tennessee,6829174,1965740,1394659,28784,20422,912983,13369,475312,6960,13.2,6.9,Report,1378254,903477,468251,903292,468200,17,8.8,5319123,36956,1394437,26216,,,
2021-03-01,TX,TXA,Texas,28995881,7615175,5572496,26263,19218,3679952,12691,1885470,6503,12.2,6.2,Report,5342250,3533100,1804118,3521373,1798130,16.3,8.3,21596071,35262,5554661,25721,,,
2021-03-01,UT,UTA,Utah,3205958,820950,688506,25607,21476,391956,12226,177561,5538,12.2,5.6,Report,687888,391925,177939,391541,177832,17.2,7.8,2274774,36089,687935,30242,,,
2021-03-01,VA,VAA,Virginia,8535519,2536495,2136926,29717,25036,1367037,16016,737028,8635,16.2,8.7,Report,2153385,1379963,741128,1378845,740826,20.7,11.1,6674671,38002,2135454,31993,,,
2021-03-01,VA2,VA2,Veterans Health,0,2597405,2356446,0,0,1532520,0,822571,0,0,0,Report,2356446,1532520,822571,1532506,822566,0,0,0,0,2356427,0,,,
2021-03-01,VI,VIA,Virgin Islands,104680,36080,19470,34467,18600,12925,12347,6531,6239,12.1,6.1,Report,19136,12685,6436,12675,6433,15.5,7.9,81650,44189,19458,23831,,,
2021-03-01,VT,VTA,Vermont,623989,206910,168050,33159,26932,109761,17590,58041,9302,17.2,9.1,Report,164453,107238,56934,107148,56892,21,11.2,509984,40572,167924,32927,,,
2021-03-01,WA,WAA,Washington,7614893,2245010,1800030,29482,23638,1162447,15265,618834,8127,15.3,8.2,Report,1806516,1166618,621171,1165944,620890,19.6,10.4,5951832,37720,1799073,30227,,,
2021-03-01,WI,WIA,Wisconsin,5822434,1588665,1500923,27285,25778,969437,16650,515405,8852,16.7,8.9,Report,1505084,971107,517730,970679,517534,21.3,11.4,4555837,34871,1500304,32931,,,
2021-03-01,WV,WVA,West Virginia,1792147,605255,534053,33773,29800,323332,18042,210642,11754,17.8,11.5,Report,524652,318168,206179,317887,206033,22.2,14.4,1432580,42249,533595,37247,,,
2021-03-01,WY,WYA,Wyoming,578759,195855,156741,33841,27082,100903,17434,55305,9556,17.3,9.4,Report,154969,99880,54518,99840,54506,22.4,12.2,445025,44010,156688,35209,,,
2021-03-01,US,USA,United States,331996199,96402490,76899987,,,50732997,,25466405,,15.3,7.7,Report,76899987,50732997,25466405,50688624,25450394,19.9,10,255200373,37775,76839184,30109,37522293,39262524,114793
2021-03-01,LTC,LTC,Long Term Care,,,7154531,,,,,,,0,0,,,,,,,,,,,,,,,
