Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-26,MS,MSA,Mississippi,2976149,842935,567276,28323,19061,384467,12918,181808,6109,13,6.2,Report,573879,387299,185527,387219,185501,17,8.1,2277566,37010,567172,24903,,,
2021-02-26,MT,MTA,Montana,1068778,319315,260990,29877,24419,178355,16688,81762,7650,16.8,7.7,Report,261918,179212,81811,179007,81770,21.3,9.7,840190,38005,260739,31033,,,
2021-02-26,NC,NCA,North Carolina,10488084,2906485,2284698,27712,21784,1469070,14007,812003,7742,13.8,7.6,Report,2257045,1451906,801324,1450905,800752,17.7,9.8,8187369,35500,2283124,27886,,,
2021-02-26,ND,NDA,North Dakota,762062,245200,212625,32176,27901,138240,18140,72168,9470,17.7,9.1,Report,206240,134672,69636,134507,69590,23.1,12,581891,42138,212404,36502,,,
2021-02-26,NE,NEA,Nebraska,1934408,582930,442310,30135,22865,293945,15196,145699,7532,15.2,7.4,Report,439647,293300,143678,292995,143547,20.1,9.8,1458334,39972,441877,30300,,,
2021-02-26,NH,NHA,New Hampshire,1359711,398575,299874,29313,22054,207668,15273,91988,6765,15.9,7,Report,310836,215730,94796,215346,94665,19.5,8.6,1104458,36088,299334,27102,,,
2021-02-26,NJ,NJA,New Jersey,8882190,2479720,1943116,27918,21877,1296818,14600,639428,7199,15.2,7.6,Report,2031254,1348635,670703,1347199,670285,19.4,9.7,6943612,35712,1941262,27958,,,
2021-02-26,NM,NMA,New Mexico,2096829,736165,657118,35108,31339,428030,20413,222306,10602,20.9,10.7,Report,670077,438670,224643,437152,224441,27,13.8,1620991,45415,655621,40446,,,
2021-02-26,NV,NVA,Nevada,3080156,858340,642562,27867,20861,432134,14030,205500,6672,13.9,6.6,Report,636170,427656,203549,427519,203506,17.9,8.5,2387517,35951,642378,26906,,,
2021-02-26,NY,NYA,New York State,19453561,5627205,3955191,28926,20331,2532497,13018,1337747,6877,13,6.8,Report,3930343,2525442,1325906,2524285,1325594,16.4,8.6,15425262,36480,3953742,25632,,,
2021-02-26,OH,OHA,Ohio,11689100,3282255,2413164,28080,20645,1598364,13674,808069,6913,13.6,6.9,Report,2405436,1593638,804998,1592930,804624,17.5,8.8,9111081,36025,2412086,26474,,,
2021-02-26,OK,OKA,Oklahoma,3956971,1385540,1006064,35015,25425,651825,16473,346826,8765,16.4,8.7,Report,1000441,647372,345705,647018,345621,21.5,11.5,3004733,46112,1005607,33467,,,
2021-02-26,OR,ORA,Oregon,4217737,1177945,927860,27928,21999,597818,14174,325641,7721,14.1,7.7,Report,923786,595929,322835,595146,322402,17.8,9.6,3351175,35150,926629,27651,,,
2021-02-26,PA,PAA,Pennsylvania,12801989,3806965,2562627,29737,20017,1804835,14098,749659,5856,14.1,5.9,Report,2566082,1804661,752848,1803390,752409,17.7,7.4,10167376,37443,2560918,25188,,,
2021-02-26,PR,PRA,Puerto Rico,3193694,995210,536377,31162,16795,348306,10906,186526,5840,11,5.8,Report,537970,350005,186418,349873,186392,13.3,7.1,2620963,37971,536219,20459,,,
2021-02-26,RI,RIA,Rhode Island,1059361,304145,234889,28710,22173,166299,15698,68469,6463,15.8,6.4,Report,235585,167665,67700,167589,67666,19.6,7.9,854866,35578,234777,27464,,,
2021-02-26,RP,RPA,Republic of Palau,17907,9200,8143,51377,45474,5083,28386,3060,17088,28.7,17.2,Report,8224,5141,3083,5141,3083,36.8,22.1,13967,65870,8143,58302,,,
2021-02-26,SC,SCA,South Carolina,5148714,1294405,1025316,25140,19914,699792,13592,305686,5937,13.8,6.1,Report,1043475,710435,313285,709753,313042,17.6,7.8,4037531,32059,1024382,25371,,,
2021-02-26,SD,SDA,South Dakota,884659,319230,259553,36085,29339,172181,19463,87148,9851,19.5,9.8,Report,259380,172279,86836,172042,86776,25.8,13,667558,47821,259250,38836,,,
2021-02-26,TN,TNA,Tennessee,6829174,1877820,1257333,27497,18411,829456,12146,422273,6183,12,6.1,Report,1243439,821513,416149,821359,416105,15.4,7.8,5319123,35303,1257146,23634,,,
2021-02-26,TX,TXA,Texas,28995881,7419305,5273077,25587,18186,3511724,12111,1754655,6051,11.7,5.8,Report,5068129,3381100,1682309,3369831,1676702,15.6,7.8,21596071,34355,5256095,24338,,,
2021-02-26,UT,UTA,Utah,3205958,816550,662575,25470,20667,378573,11808,168763,5264,11.8,5.3,Report,661546,378359,168912,377993,168810,16.6,7.4,2274774,35896,662026,29103,,,
2021-02-26,VA,VAA,Virginia,8535519,2428885,1922788,28456,22527,1257635,14734,632836,7414,14.9,7.5,Report,1936062,1267905,636415,1266915,636148,19,9.5,6674671,36390,1921481,28788,,,
2021-02-26,VA2,VA2,Veterans Health,0,2595905,2118065,0,0,1397648,0,719102,0,0,0,Report,2118065,1397648,719102,1397635,719098,0,0,0,0,2118048,0,,,
2021-02-26,VI,VIA,Virgin Islands,104680,36080,18684,34467,17849,12613,12049,6066,5795,11.8,5.7,Report,18347,12363,5978,12353,5975,15.1,7.3,81650,44189,18672,22868,,,
2021-02-26,VT,VTA,Vermont,623989,206910,151538,33159,24285,101037,16192,50280,8058,15.8,7.9,Report,148373,98746,49372,98662,49338,19.3,9.7,509984,40572,151426,29692,,,
2021-02-26,WA,WAA,Washington,7614893,2166300,1609190,28448,21132,1077904,14155,513570,6744,14.2,6.8,Report,1615098,1081544,515850,1080959,515596,18.2,8.7,5951832,36397,1608348,27023,,,
2021-02-26,WI,WIA,Wisconsin,5822434,1588265,1359943,27278,23357,907620,15588,437472,7514,15.6,7.5,Report,1363943,909389,439535,909015,439355,20,9.6,4555837,34862,1359395,29839,,,
2021-02-26,WV,WVA,West Virginia,1792147,571155,501913,31870,28006,308262,17201,193594,10802,16.9,10.6,Report,492494,302863,189352,302589,189209,21.1,13.2,1432580,39869,501465,35004,,,
2021-02-26,WY,WYA,Wyoming,578759,194055,145577,33530,25153,96079,16601,49043,8474,16.4,8.4,Report,143966,95024,48449,94989,48440,21.3,10.9,445025,43605,145532,32702,,,
2021-02-26,US,USA,United States,331996199,94300910,70454064,,,47184199,,22613359,,14.2,6.8,Report,70454064,47184199,22613359,47143403,22598904,18.5,8.9,255200373,36952,70398417,27586,34181226,36159403,113435
2021-02-26,LTC,LTC,Long Term Care,,,6933071,,,,,,,0,0,,,,,,,,,,,,,,,
