Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-25,DC,DCA,District of Columbia,705749,Report,466685,320173,66126,45366,128933,185769,5471,0,159355,22.6,10.4,158810,27.5,319618,55337,80800,64.6,115696,132462,534313,73591,73571,12.7,207400,246285,13000,0,35918,37659,6142,14,35917,37640,6141,14,20903,14775,237,6,79733,11.3,79712,13.8,35921,41.1,,,,
2021-03-25,DD2,DD2,Dept of Defense,0,Report,2335330,1712296,0,0,796443,899888,15566,399,1078078,0,0,1073814,0,1707279,0,0,0,201706,0,0,587088,586502,0,1060000,1223430,51900,0,262522,324566,12651,0,262491,324011,12644,0,22769,48026,423,0,599739,0,599146,0,71218,0,,,,
2021-03-25,DE,DEA,Delaware,973764,Report,532845,406635,54720,41759,175615,224134,6838,48,265056,27.2,13.5,264679,34.4,406184,52738,69183,76.5,231249,122415,282069,131268,131198,17,244200,275145,13500,0,62120,69130,7227,18,62108,69072,7226,18,40179,40941,4765,11,138495,14.2,138424,18,85896,45.5,,,,
2021-03-25,FL,FLA,Florida,21477737,Report,11575805,8603007,53897,40055,4142512,4256084,192621,11790,5403866,25.2,13.1,5394006,31.3,8591766,49814,67115,73.1,5748015,127809,257392,2811497,2810261,16.3,5393100,5810805,371900,0,1379030,1428568,191234,3899,1378450,1427912,191150,3899,1044920,1060589,66742,3351,3002731,14,3001411,17.4,2175602,48.4,,,,
2021-03-25,FM,FMA,Federated States of Micronesia,103643,Report,47400,23026,45734,22217,23026,0,0,0,13951,13.5,8.8,13946,17.3,23021,28477,58633,7.6,2281,12946,269028,9126,9126,11.3,46600,0,800,0,9107,19,1,0,9107,19,1,0,969,4,0,0,9127,8.8,9127,11.3,973,5.5,,,,
2021-03-25,GA,GAA,Georgia,10617423,Report,5174215,3434860,48733,32351,1791541,1584178,58889,252,2179249,20.5,10.9,2174032,26.8,3429101,42264,63773,66.1,1769922,116676,341092,1152284,1151780,14.2,2525900,2507115,141200,0,634414,517705,56383,165,634342,517273,56277,165,416933,285900,7078,102,1208667,11.4,1208057,14.9,710013,46.8,,,,
2021-03-25,GU,GUA,Guam,165768,Report,87860,79350,53002,47868,37515,41806,29,0,47355,28.6,18.8,47223,36.5,79198,61252,67951,42.7,22134,78542,311770,31220,31202,24.1,38200,48360,1300,0,15545,15675,28,0,15543,15659,28,0,4360,5550,6,0,31248,18.9,31230,24.2,9916,35.2,,,,
2021-03-25,HI,HIA,Hawaii,1415872,Report,865280,642642,61113,45388,229669,311976,7237,93760,410879,29,16.6,409127,36.7,641261,57460,77534,59,247877,92337,322327,235466,235215,21.1,376400,468780,20100,0,92155,125287,7334,18024,92109,125099,7318,18007,44586,45184,2333,1407,242800,17.1,242533,21.7,93510,34.8,,,,
2021-03-25,IA,IAA,Iowa,3155070,Report,1636025,1369302,51854,43400,715446,617914,35823,119,877325,27.8,15.7,875333,36,1366518,56276,67375,76.9,699275,126462,295870,493866,493040,20.3,796200,794625,45200,0,267528,226321,36172,17,267517,225506,36161,17,140599,134006,2905,11,530038,16.8,529201,21.8,277521,50.2,,,,
2021-03-25,ID,IDA,Idaho,1787065,Report,863505,678747,48320,37981,333883,332106,12529,229,418189,23.4,14,418155,31.2,678719,50694,64495,69.2,340370,117098,297074,249722,249712,18.7,438600,401505,23400,0,126342,123330,12351,50,126340,123322,12345,50,63833,73767,3790,28,262073,14.7,262057,19.6,141418,48.7,,,,
2021-03-25,IH2,IH2,Indian Health Svc,2082813,Report,1418595,886247,68110,42550,494855,385311,6081,0,562008,27,15.2,552723,0,873325,0,0,0,225943,0,0,317402,313821,0,809600,581295,27700,0,168484,148918,5968,0,168405,145416,5960,0,51754,40210,615,0,323370,15.5,319781,0,92579,0,,,,
2021-03-25,IL,ILA,Illinois,12671821,Report,6697605,5287852,52854,41729,2526673,2657928,101024,2227,3481498,27.5,14,3471396,35.2,5274853,53530,67969,70.1,2243230,109788,327795,1773806,1771020,18,3156600,3361605,179400,0,853327,919760,98308,719,853079,917223,98129,718,404846,408944,21847,469,1872114,14.8,1869149,19,836106,40.9,,,,
2021-03-25,IN,INA,Indiana,6732219,Report,3191470,2540707,47406,37740,1158269,1334635,44202,3601,1554964,23.1,14.4,1553948,30.1,2539305,49171,61799,70.7,1409938,129859,293943,966838,966441,18.7,1528000,1565070,98400,0,456573,509015,44433,1250,456539,508652,44429,1250,329874,292255,6094,919,1011271,15,1010870,19.6,629142,57.9,,,,
2021-03-25,KS,KSA,Kansas,2913314,Report,1586255,1140488,54448,39147,599906,523717,16640,225,779552,26.8,13.8,777539,35.1,1138044,51424,71677,76.4,546209,114874,333606,403113,402458,18.2,810800,734955,40500,0,213295,189722,17197,96,213273,189089,17190,96,105644,99026,4472,63,420310,14.4,419648,19,209205,44,,,,
2021-03-25,KY,KYA,Kentucky,4467673,Report,2258935,1876610,50562,42004,901153,934415,40914,128,1271160,28.5,13.9,1267978,36.6,1872257,54036,65197,69.3,801273,106756,300965,622961,622460,18,1085100,1117935,55900,0,300204,322670,38773,87,300186,322187,38754,87,124094,173485,11923,59,661734,14.8,661214,19.1,309561,41.2,,,,
2021-03-25,LA,LAA,Louisiana,4648794,Report,2411250,1756494,51868,37784,773530,935091,47068,805,1113976,24,13.1,1111876,31.2,1754206,49259,67710,67.9,898096,121197,325395,609936,609787,17.1,1162400,1183650,65200,0,242364,367209,45774,363,242346,367079,45746,362,165014,211695,10556,73,655710,14.1,655533,18.4,387338,52.3,,,,
2021-03-25,MA,MAA,Massachusetts,6892503,Report,3773250,3196050,54744,46370,1563224,1555358,77416,52,2107488,30.6,15.4,2102133,37.9,3188411,57556,68113,78.4,1423874,121768,322684,1060002,1057891,19.1,1848200,1823250,101800,0,511255,548739,77411,8,511134,546749,77371,8,220237,285797,37437,4,1137413,16.5,1135262,20.5,543475,46.5,,,,
2021-03-25,MD,MDA,Maryland,6045680,Report,3256200,2464830,53860,40770,1181912,1219867,61504,1547,1671238,27.6,13.8,1666994,35.4,2459678,52211,69119,72.1,1043202,108735,339401,835730,834868,17.7,1534600,1638000,83600,0,401898,433408,60477,424,401854,432590,60465,424,179761,189252,23915,198,896207,14.8,895333,19,393126,41,,,,
2021-03-25,ME,MEA,Maine,1344212,Report,756610,620556,56287,46165,303792,297397,19316,51,414454,30.8,15.8,414103,37.8,620015,56603,69073,80,352391,123531,265231,211841,211638,19.3,384000,350610,22000,0,105223,106603,19419,15,105202,106421,19415,15,54672,71626,10014,7,231260,17.2,231053,21.1,136319,47.8,,,,
2021-03-25,MH,MHA,Marshall Islands,58413,Report,35800,19343,61288,33114,19343,0,0,0,12225,20.9,12.1,12195,26.8,19310,42382,78574,8.3,1338,13474,360524,7070,7065,15.5,35000,0,800,0,7068,2,2,0,7063,2,2,0,512,0,2,0,7072,12.1,7067,15.5,514,5.2,,,,
2021-03-25,MI,MIA,Michigan,9986857,Report,5114300,3914742,51210,39199,1855922,1992869,65951,0,2561046,25.6,13.9,2558067,32.6,3911018,49867,65209,68.8,1952439,110595,289696,1392032,1391269,17.7,2463900,2507700,142700,0,617168,774803,66849,61,617099,774109,66820,61,355314,408150,19761,48,1458881,14.6,1458089,18.6,783273,44.4,,,,
2021-03-25,MN,MNA,Minnesota,5639632,Report,2850840,2417606,50550,42868,1119690,1243779,53942,195,1582691,28.1,15,1579130,36.4,2413257,55650,65741,80.1,1160273,126064,309745,846572,845739,19.5,1371100,1402440,77300,0,377710,468815,54360,47,377675,468017,54344,47,185335,253696,29163,19,900932,16,900083,20.8,468213,50.9,,,,
2021-03-25,MO,MOA,Missouri,6137428,Report,3091485,2276318,50371,37089,942316,1295697,38001,304,1452035,23.7,12.2,1449809,30.4,2273408,47692,64854,64.2,1106211,104159,291090,750511,749988,15.7,1438100,1568385,85000,0,293382,457092,39320,37,293344,456608,39305,36,169234,219009,12504,16,789831,12.9,789293,16.6,400763,37.7,,,,
2021-03-25,MP,MPA,Northern Mariana Islands,56882,Report,44210,26016,77722,45737,3304,22683,29,0,15143,26.6,19.1,15097,34,25958,58506,99644,23.1,4223,43671,457187,10858,10846,24.4,12800,30810,600,0,1127,9731,30,0,1127,9719,30,0,285,1707,27,0,10888,19.1,10876,24.5,2019,20.9,,,,
2021-03-25,MS,MSA,Mississippi,2976149,Report,1557815,1049528,52343,35265,538861,486756,23182,729,679635,22.8,12.4,678717,29.8,1048456,46034,68398,63.2,505947,103956,320082,369947,369809,16.2,782500,732615,42700,0,189941,179994,22569,12,189917,179880,22562,12,109301,94171,6827,4,392516,13.2,392371,17.2,210303,43.2,,,,
2021-03-25,MT,MTA,Montana,1068778,Report,603585,463857,56474,43401,243878,212142,7723,114,296319,27.7,15.7,295190,35.1,462367,55031,71839,67.9,230794,111799,292382,168310,167965,20,317600,269685,16300,0,89298,78983,7686,29,89278,78658,7683,29,45718,46604,2403,15,175996,16.5,175648,20.9,94740,45.9,,,,
2021-03-25,NC,NCA,North Carolina,10488084,Report,5321170,4240056,50735,40427,1811819,2316014,111894,329,2775957,26.5,13.4,2764931,33.8,4227841,51639,64992,70.2,2185138,124787,303877,1404777,1403645,17.1,2485900,2688270,147000,0,568927,835824,109931,26,568796,834823,109718,26,417425,494263,15902,20,1514708,14.4,1513363,18.5,927610,53,,,,
2021-03-25,ND,NDA,North Dakota,762062,Report,423440,369029,55565,48425,175254,186176,7599,0,225684,29.6,16.5,224722,38.6,367756,63200,72770,75.5,163766,136648,353323,125761,125520,21.6,207200,205140,11100,0,61068,64693,6880,0,61050,64470,6870,0,32995,33559,1240,0,132641,17.4,132390,22.8,67794,56.6,,,,
2021-03-25,NE,NEA,Nebraska,1934408,Report,1028490,836012,53168,43218,392867,421326,20127,1692,540911,28,14.9,539553,37,834212,57203,70525,76.6,399251,127777,329161,288002,287556,19.7,477900,519090,31500,0,138552,148983,20674,467,138523,148566,20668,467,70567,84775,1587,367,308676,16,308224,21.1,157296,50.3,,,,
2021-03-25,NH,NHA,New Hampshire,1359711,Report,710345,566168,52242,41639,303748,248609,13784,27,395378,29.1,14.1,394166,35.7,564577,51118,64316,81.6,293707,115695,279813,192118,191759,17.4,353100,337545,19700,0,115624,76488,14375,6,115546,76207,14361,6,54906,41424,8488,3,206493,15.2,206120,18.7,104821,41.3,,,,
2021-03-25,NJ,NJA,New Jersey,8882190,Report,4684665,3869393,52742,43564,1892444,1896429,80045,475,2661886,30,14.9,2651195,38.2,3855464,55525,67467,67.3,1515486,102708,317489,1325825,1322572,19,2240600,2321865,122200,0,632523,693295,79899,7,632433,690132,79877,7,259848,300554,23258,5,1405724,15.8,1402449,20.2,583665,39.6,,,,
2021-03-25,NM,NMA,New Mexico,2096829,Report,1297585,1135178,61883,54138,518001,598135,17662,1380,722460,34.5,20.2,715714,44.2,1126535,69497,80049,69.7,425865,112780,343635,423087,419779,25.9,604600,659685,33300,0,182252,240483,17156,352,182168,237259,17128,352,78330,89420,6308,214,440243,21,436907,27,174272,46.2,,,,
2021-03-25,NV,NVA,Nevada,3080156,Report,1511590,1214518,49075,39430,540008,650576,23934,0,776760,25.2,13.3,775739,32.5,1213194,50814,63312,67.2,561088,113129,304773,410142,409864,17.2,737600,733590,40400,0,184511,225630,23714,1,184491,225372,23712,1,97147,116408,7606,0,433856,14.1,433576,18.2,221161,44.6,,,,
2021-03-25,NY,NYA,New York State,19453561,Report,10599425,7986362,54486,41053,3734818,4073728,176784,1032,5378106,27.6,12.8,5364422,34.8,7969931,51668,68715,63.1,3185132,96632,321570,2484540,2481647,16.1,4941700,5384925,272800,0,1190828,1293517,175283,195,1190660,1290792,175246,195,535822,567990,53684,125,2659823,13.7,2656893,17.2,1157621,35.1,,,,
2021-03-25,OH,OHA,Ohio,11689100,Report,6190705,4679419,52961,40032,2264255,2282150,129099,3915,3031371,25.9,13.6,3027775,33.2,4674364,51304,67947,70.1,2394243,117002,302529,1595512,1594071,17.5,2955600,3065205,169900,0,799635,794804,127047,1073,799586,793416,127027,1069,425674,509838,37355,730,1722559,14.7,1721098,18.9,973597,47.6,,,,
2021-03-25,OK,OKA,Oklahoma,3956971,Report,2460515,1753658,62182,44318,809189,919373,25086,10,1130532,28.6,15,1123609,37.4,1745669,58097,81888,71.8,791577,124632,387402,594109,593293,19.7,1204700,1192815,63000,0,266040,328068,24953,1,266018,327274,24944,1,173411,154231,5835,0,619062,15.6,618237,20.6,333477,52.5,,,,
2021-03-25,OR,ORA,Oregon,4217737,Report,2165585,1657083,51345,39288,800808,820100,35100,1075,1067154,25.3,13.8,1063893,31.7,1652094,49299,64622,67.8,731778,95522,282684,583495,581792,17.4,1057400,1045785,62400,0,279920,303398,34904,177,279753,301862,34885,177,98187,119696,22167,85,618399,14.7,616677,18.4,240135,31.3,,,,
2021-03-25,PA,PAA,Pennsylvania,12801989,Report,6814805,5325139,53232,41596,2528673,2681925,114426,115,3601385,28.1,13.5,3593196,35.3,5314285,52268,67026,68.1,2471019,103245,284738,1726761,1724080,17,3288900,3330405,195500,0,848696,877974,116435,91,848518,875472,116427,90,424546,411286,15355,55,1843196,14.4,1840507,18.1,851242,35.6,,,,
2021-03-25,PR,PRA,Puerto Rico,3193694,Report,1765270,952499,55274,29824,389310,549820,13119,250,618414,19.4,10.6,617921,23.6,951910,36319,67352,53,429629,79132,325139,338342,338221,12.9,867800,851370,46100,0,136619,201716,13205,7,136599,201615,13196,7,65727,79492,3235,0,351547,11,351417,13.4,148454,27.3,,,,
2021-03-25,RI,RIA,Rhode Island,1059361,Report,586305,497475,55345,46960,241808,244572,11094,1,321271,30.3,16.5,320815,37.5,496862,58122,68584,81.7,242215,129495,313455,175267,175112,20.5,282600,288405,15300,0,92552,82714,10979,1,92548,82563,10979,1,41011,49023,1779,0,186246,17.6,186091,21.8,91813,49.1,,,,
2021-03-25,RP,RPA,Republic of Palau,17907,Report,15000,13277,83766,74144,13236,1,40,0,8295,46.3,28.5,8295,59.4,13277,95060,107396,45.1,2598,85348,492773,5105,5105,36.6,14600,0,400,0,5092,13,40,0,5092,13,40,0,1251,8,7,0,5145,28.7,5145,36.8,1266,41.6,,,,
2021-03-25,SC,SCA,South Carolina,5148714,Report,2511895,1926363,48787,37414,733509,1153733,38096,1025,1264061,24.6,12.6,1261582,31.2,1923421,47639,62214,71.2,1113942,118881,268072,648808,648366,16.1,1106500,1330095,75300,0,219734,428871,37310,203,219703,428460,37281,203,167654,278180,7748,139,686118,13.3,685647,17,453721,48.4,,,,
2021-03-25,SD,SDA,South Dakota,884659,Report,563745,445142,63725,50318,221336,217537,6256,13,279590,31.6,18.8,278624,41.7,443797,66481,84449,82.6,216820,142766,371200,166369,166000,24.9,282400,267345,14000,0,82562,83802,6253,5,82548,83447,6251,5,44479,48274,1018,2,172622,19.5,172251,25.8,93773,61.7,,,,
2021-03-25,TN,TNA,Tennessee,6829174,Report,3262400,2353612,47772,34464,1108109,1203156,39545,2802,1531296,22.4,11.4,1528724,28.7,2350798,44195,61333,63.5,1202287,105151,285326,775536,775317,14.6,1656300,1521000,85100,0,347477,427303,39543,756,347459,427103,39486,755,222737,230049,8128,513,815079,11.9,814803,15.3,461427,40.4,,,,
2021-03-25,TX,TXA,Texas,28995881,Report,14200005,10133617,48972,34948,4704907,5187337,240960,413,6642893,22.9,10.7,6612071,30.6,10087792,46711,65753,73.3,3898242,104392,380266,3105403,3090995,14.3,6544600,7210905,444500,0,1483845,1620958,236609,269,1476960,1613437,235511,268,667137,728783,106379,121,3341681,11.5,3326177,15.4,1502420,40.2,,,,
2021-03-25,UT,UTA,Utah,3205958,Report,1476470,1213732,46054,37859,561267,623164,29301,0,744143,23.2,9.4,740735,32.6,1209267,53160,64906,73.9,463675,126731,403548,302332,301673,13.3,733900,703170,39400,0,145131,157201,27901,0,145077,156596,27877,0,53151,81165,5923,0,330233,10.3,329550,14.5,140239,38.3,,,,
2021-03-25,VA,VAA,Virginia,8535519,Report,4298625,3529449,50362,41350,1604983,1839047,84707,712,2321609,27.2,14,2313965,34.7,3519782,52733,64402,70.2,1490536,109686,316330,1192957,1191072,17.8,2050800,2144025,103800,0,555559,637182,84390,216,555315,635541,84257,216,251193,282920,29726,158,1277347,15,1275329,19.1,563997,41.5,,,,
2021-03-25,VA2,VA2,Veterans Health,0,Report,4356075,3614889,0,0,1937360,1626787,50741,1,2190679,0,0,2190592,0,3614750,0,0,0,2305882,0,0,1422542,1422490,0,2291600,1974375,90100,0,758703,663839,50716,0,758686,663804,50713,0,550454,445465,19329,0,1473258,0,1473203,0,1015248,0,,,,
2021-03-25,VI,VIA,Virgin Islands,104680,Report,55690,35728,53200,34131,14624,21104,0,0,22554,21.5,11.2,22381,27.4,35485,43460,68206,45.3,13133,73797,312935,11723,11683,14.3,19800,35490,400,0,5667,6056,6,0,5662,6021,6,0,2730,2245,5,0,11729,11.2,11689,14.3,4980,28,,,,
2021-03-25,VT,VTA,Vermont,623989,Report,374580,290680,60030,46584,143450,142446,4553,231,188433,30.2,15.3,188048,36.9,290159,56896,73449,83.6,157267,125774,299571,95560,95421,18.7,184900,180180,9500,0,47525,47970,4430,65,47514,47842,4427,65,21290,27480,78,42,99990,16,99848,19.6,48890,39.1,,,,
2021-03-25,WA,WAA,Washington,7614893,Report,3974140,3170650,52189,41637,1497126,1608591,62456,2477,2046826,26.9,14.5,2041367,34.3,3163920,53159,66772,76.1,1534939,126884,328517,1102949,1101693,18.5,1901200,1967940,105000,0,556604,545895,62772,450,556539,544704,62765,450,304184,296342,23212,336,1165721,15.3,1164458,19.6,624074,51.6,,,,
2021-03-25,WI,WIA,Wisconsin,5822434,Report,2923795,2576727,50216,44255,1186484,1343468,46562,213,1647536,28.3,15.5,1642833,36.1,2571026,56434,64177,78.4,1368023,134483,287423,903562,902694,19.8,1428900,1419795,75100,0,412542,490960,45317,60,412510,490124,45286,60,268380,279041,5214,32,948879,16.3,947980,20.8,552667,54.3,,,,
2021-03-25,WV,WVA,West Virginia,1792147,Report,1007155,793552,56198,44279,395880,392700,4972,0,489826,27.3,16.5,488387,34.1,791805,55271,70304,64,405391,110457,274421,295247,294967,20.6,513800,465855,27500,0,142437,152792,5500,18,142381,152568,5494,18,80996,85620,1274,11,300747,16.8,300461,21,167901,45.7,,,,
2021-03-25,WY,WYA,Wyoming,578759,Report,350735,242919,60601,41972,121750,117238,3847,84,146634,25.3,15.9,146296,32.9,242495,54490,78812,67,120381,121378,353638,92133,92046,20.7,179100,162435,9200,0,46241,45876,3576,16,46238,45792,3575,16,27398,25906,667,8,95709,16.5,95621,21.5,53979,54.4,,,,
2021-03-25,LTC,LTC,Long Term Care,,,,7690646,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0
