Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-24,LA,LAA,Louisiana,4648794,1247910,920794,26844,19807,601456,12938,317284,6825,12.7,6.7,Report,907122,592378,312695,592266,312672,16.6,8.8,3561164,35042,920654,25853,,,
2021-02-24,MA,MAA,Massachusetts,6892503,1982950,1533534,28770,22249,1119125,16237,410360,5954,16.1,5.9,Report,1520416,1108977,407380,1108292,407112,20,7.3,5539703,35795,1532614,27666,,,
2021-02-24,MD,MDA,Maryland,6045680,1672605,1159983,27666,19187,774727,12815,383333,6341,13.3,6.6,Report,1203340,802351,398749,802060,398657,17,8.5,4710993,35504,1159620,24615,,,
2021-02-24,ME,MEA,Maine,1344212,387360,305362,28817,22717,208682,15524,94466,7028,15.8,7.2,Report,310658,211853,96565,211747,96517,19.3,8.8,1095370,35363,305213,27864,,,
2021-02-24,MH,MHA,Marshall Islands,58413,21000,9995,35951,17111,7767,13297,2171,3717,13.3,3.7,Report,10005,7774,2174,7765,2173,17,4.8,45562,46091,9987,21920,,,
2021-02-24,MI,MIA,Michigan,9986857,2629540,2044496,26330,20472,1318237,13200,705514,7064,13.4,7.2,Report,2078552,1341342,716292,1341032,716164,17.1,9.1,7842924,33528,2044057,26062,,,
2021-02-24,MN,MNA,Minnesota,5639632,1520290,1189101,26957,21085,810528,14372,374323,6637,14.5,6.7,Report,1196038,816072,375311,815622,375104,18.8,8.6,4336475,35058,1188452,27406,,,
2021-02-24,MO,MOA,Missouri,6137428,1519205,1137233,24753,18529,759724,12379,366980,5979,11.9,5.6,Report,1089571,732498,346732,732208,346639,15.4,7.3,4766843,31870,1136824,23849,,,
2021-02-24,MP,MPA,Northern Mariana Islands,56882,29650,17074,52125,30017,9996,17573,7068,12426,17.6,12.4,Report,17069,9991,7068,9987,7067,22.5,15.9,44368,66827,17069,38471,,,
2021-02-24,MS,MSA,Mississippi,2976149,767265,525462,25780,17656,365775,12290,158823,5337,12.4,5.5,Report,532090,368736,162441,368659,162421,16.2,7.1,2277566,33688,525367,23067,,,
2021-02-24,MT,MTA,Montana,1068778,301215,246626,28183,23076,170615,15964,75223,7038,16,7,Report,247445,171428,75207,171240,75168,20.4,8.9,840190,35851,246395,29326,,,
2021-02-24,NC,NCA,North Carolina,10488084,2770825,2164489,26419,20638,1406859,13414,754213,7191,13.3,7.1,Report,2137418,1389988,743827,1389010,743263,17,9.1,8187369,33843,2162946,26418,,,
2021-02-24,ND,NDA,North Dakota,762062,233550,199813,30647,26220,130597,17137,67006,8793,16.7,8.5,Report,193808,127113,64769,126959,64724,21.8,11.1,581891,40136,199605,34303,,,
2021-02-24,NE,NEA,Nebraska,1934408,539590,405896,27894,20983,271978,14060,131472,6796,14,6.7,Report,403556,271328,129779,271028,129667,18.6,8.9,1458334,37000,405486,27805,,,
2021-02-24,NH,NHA,New Hampshire,1359711,383145,282235,28178,20757,195615,14387,86410,6355,15,6.5,Report,292505,203338,88867,202966,88740,18.4,8,1104458,34691,281710,25507,,,
2021-02-24,NJ,NJA,New Jersey,8882190,2297580,1803596,25867,20306,1227971,13825,569056,6407,14.4,6.8,Report,1889879,1278650,599628,1277307,599278,18.4,8.6,6943612,33089,1801904,25951,,,
2021-02-24,NM,NMA,New Mexico,2096829,680475,618666,32453,29505,407609,19439,204402,9748,19.9,9.8,Report,631002,417861,206504,416546,206342,25.7,12.7,1620991,41979,617383,38087,,,
2021-02-24,NV,NVA,Nevada,3080156,742630,606821,24110,19701,414262,13449,187809,6097,13.3,6,Report,600866,409992,186083,409859,186041,17.2,7.8,2387517,31105,606642,25409,,,
2021-02-24,NY,NYA,New York State,19453561,5349415,3821059,27498,19642,2457363,12632,1279059,6575,12.6,6.5,Report,3795078,2449913,1266482,2448825,1266179,15.9,8.2,15425262,34680,3819687,24763,,,
2021-02-24,OH,OHA,Ohio,11689100,3030705,2288128,25928,19575,1540690,13181,741704,6345,13.1,6.3,Report,2280160,1535852,738512,1535172,738177,16.8,8.1,9111081,33264,2287119,25103,,,
2021-02-24,OK,OKA,Oklahoma,3956971,1271050,935457,32122,23641,617842,15614,310347,7843,15.5,7.8,Report,930541,613865,309461,613553,309386,20.4,10.3,3004733,42302,935051,31119,,,
2021-02-24,OR,ORA,Oregon,4217737,1133695,865750,26879,20526,569406,13500,292308,6930,13.5,6.9,Report,862106,567693,289751,566944,289374,16.9,8.6,3351175,33830,864609,25800,,,
2021-02-24,PA,PAA,Pennsylvania,12801989,3493465,2425429,27288,18946,1731438,13525,686525,5363,13.5,5.4,Report,2429278,1731971,689403,1730771,688999,17,6.8,10167376,34360,2423826,23839,,,
2021-02-24,PR,PRA,Puerto Rico,3193694,922600,495114,28888,15503,329107,10305,164485,5150,10.4,5.1,Report,496525,330605,164396,330474,164371,12.6,6.3,2620963,35201,494958,18885,,,
2021-02-24,RI,RIA,Rhode Island,1059361,292365,218499,27598,20626,152657,14410,65730,6205,14.5,6.1,Report,218997,154012,64774,153936,64744,18,7.6,854866,34200,218391,25547,,,
2021-02-24,RP,RPA,Republic of Palau,17907,9200,7073,51377,39499,4054,22639,3019,16859,22.9,17,Report,7150,4109,3041,4109,3041,29.4,21.8,13967,65870,7073,50641,,,
2021-02-24,SC,SCA,South Carolina,5148714,1197015,973703,23249,18912,676544,13140,278880,5416,13.3,5.6,Report,991799,687074,286518,686404,286290,17,7.1,4037531,29647,972796,24094,,,
2021-02-24,SD,SDA,South Dakota,884659,298240,242710,33712,27435,162715,18393,79778,9018,18.4,9,Report,242483,162773,79453,162547,79399,24.3,11.9,667558,44676,242424,36315,,,
2021-02-24,TN,TNA,Tennessee,6829174,1774540,1175995,25985,17220,784786,11492,386198,5655,11.4,5.6,Report,1163411,777850,380372,777706,380330,14.6,7.2,5319123,33362,1175820,22106,,,
2021-02-24,TX,TXA,Texas,28995881,7191395,4923960,24801,16982,3362877,11598,1554957,5363,11.7,5.4,Report,4952837,3383302,1563048,0,0,0,0,21596071,33300,4908088,22727,,,
2021-02-24,UT,UTA,Utah,3205958,759020,629173,23675,19625,364163,11359,154920,4832,11.4,4.8,Report,628063,363912,155000,363555,154900,16,6.8,2274774,33367,628635,27635,,,
2021-02-24,VA,VAA,Virginia,8535519,2360275,1803505,27652,21129,1213282,14215,558330,6541,14.3,6.6,Report,1816420,1222818,562296,1221886,562063,18.3,8.4,6674671,35362,1802290,27002,,,
2021-02-24,VA2,VA2,Veterans Health,0,2459785,2035752,0,0,1358289,0,676163,0,0,0,Report,2035752,1358289,676163,1358276,676159,0,0,0,0,2035735,0,,,
2021-02-24,VI,VIA,Virgin Islands,104680,29525,17447,28205,16667,11939,11405,5506,5260,11.2,5.2,Report,17147,11702,5442,11692,5439,14.3,6.7,81650,36160,17435,21353,,,
2021-02-24,VT,VTA,Vermont,623989,194760,144970,31212,23233,97004,15546,47757,7654,15.2,7.5,Report,141988,94866,46877,94785,46844,18.6,9.2,509984,38189,144862,28405,,,
2021-02-24,WA,WAA,Washington,7614893,2013420,1514416,26441,19888,1042072,13685,455469,5981,13.7,6,Report,1519177,1045186,457134,1044627,456912,17.6,7.7,5951832,33829,1513632,25431,,,
2021-02-24,WI,WIA,Wisconsin,5822434,1447395,1282723,24859,22031,878042,15080,390586,6708,15.1,6.7,Report,1287355,880148,392949,879795,392783,19.3,8.6,4555837,31770,1282211,28144,,,
2021-02-24,WV,WVA,West Virginia,1792147,556135,474477,31032,26475,295452,16486,178975,9987,16.2,9.7,Report,464987,290180,174540,289912,174401,20.2,12.2,1432580,38821,474040,33090,,,
2021-02-24,WY,WYA,Wyoming,578759,172465,136366,29799,23562,92216,15933,43734,7557,15.8,7.5,Report,134779,91162,43164,91131,43155,20.5,9.7,445025,38754,136325,30633,,,
2021-02-24,US,USA,United States,331996199,88669035,66464947,,,45237143,,20607261,,13.6,6.2,Report,66464947,45237143,20607261,44116020,20132153,17.3,7.9,255200373,34745,66413134,26024,32194245,34159027,111675
2021-02-24,LTC,LTC,Long Term Care,,,6724310,,,,,,,0,0,,,,,,,,,,,,,,,
