Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-02,NY,NYA,New York State,19453561,2987075,1966446,15355,10108,1541235,7923,353127,1815,7.9,1.8,,,
2021-02-02,OH,OHA,Ohio,11689100,1717875,1045139,14696,8941,854741,7312,189502,1621,7.3,1.6,,,
2021-02-02,OK,OKA,Oklahoma,3956971,616775,445675,15587,11263,362529,9162,80465,2033,9.2,2,,,
2021-02-02,OR,ORA,Oregon,4217737,684000,438302,16217,10392,353035,8370,83898,1989,8.4,2,,,
2021-02-02,PA,PAA,Pennsylvania,12801989,1987200,1155945,15523,9029,916235,7157,236995,1851,7.2,1.9,,,
2021-02-02,PR,PRA,Puerto Rico,3193694,535525,253439,16768,7936,197187,6174,54972,1721,6.2,1.7,,,
2021-02-02,RI,RIA,Rhode Island,1059361,176150,99541,16628,9396,73486,6937,26027,2457,6.9,2.5,,,
2021-02-02,RP,RPA,Republic of Palau,17907,6000,3172,33506,17714,3109,17362,63,352,17.4,0.4,,,
2021-02-02,SC,SCA,South Carolina,5148714,659950,470696,12818,9142,385908,7495,81203,1577,7.5,1.6,,,
2021-02-02,SD,SDA,South Dakota,884659,142500,108004,16108,12209,77125,8718,30803,3482,8.7,3.5,,,
2021-02-02,TN,TNA,Tennessee,6829174,990975,631885,14511,9253,450633,6599,179546,2629,6.6,2.6,,,
2021-02-02,TX,TXA,Texas,28995881,4092150,2496232,14113,8609,1991555,6868,502794,1734,6.9,1.7,,,
2021-02-02,UT,UTA,Utah,3205958,427225,324636,13326,10126,245534,7659,63286,1974,7.7,2,,,
2021-02-02,VA,VAA,Virginia,8535519,1306800,901213,15310,10558,742017,8693,132292,1550,8.7,1.5,,,
2021-02-02,VA2,VA2,Veterans Health,0,1491725,973371,0,0,789785,0,182677,0,0,0,,,
2021-02-02,VI,VIA,Virgin Islands,104680,20325,6709,19416,6409,5447,5203,1262,1206,5.2,1.2,,,
2021-02-02,VT,VTA,Vermont,623989,109825,74021,17600,11863,54994,8813,18903,3029,8.8,3,,,
2021-02-02,WA,WAA,Washington,7614893,1129025,741769,14827,9741,599313,7870,130908,1719,7.9,1.7,,,
2021-02-02,WI,WIA,Wisconsin,5822434,900250,522034,15462,8966,437456,7513,81523,1400,7.5,1.4,,,
2021-02-02,WV,WVA,West Virginia,1792147,325100,264205,18140,14742,194301,10842,69893,3900,10.8,3.9,,,
2021-02-02,WY,WYA,Wyoming,578759,89450,59018,15455,10197,48255,8338,9848,1702,8.3,1.7,,,
2021-02-02,US,USA,United States,331996199,52657675,32780860,,,26440836,,6064792,,8,1.8,15006565,17672866,101429
2021-02-02,LTC,LTC,Long Term Care,,,3851460,,,,,,,0,0,,,
