Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-13,DC,DCA,District of Columbia,705749,Report,388865,256529,55100,36348,103615,152912,2,0,115660,16.4,8.4,115378,20,256219,44361,49913,57.1,99331,113725,59297,59286,10.3,67326,176900,204165,7800,0,28465,30823,620,9,28464,30813,620,9,16034,12135,30,4,59917,8.5,59906,10.4,28203,32.3,,,,
2021-03-13,DD2,DD2,Dept of Defense,0,Report,1918750,1439663,0,0,680450,755735,3079,399,929473,0,0,926025,0,1435744,0,116406,0,175609,0,487301,486852,0,0,868000,1008150,42600,0,217394,269907,1430,0,217366,269486,1430,0,17464,40357,33,0,488731,0,488282,0,57854,0,,,,
2021-03-13,DE,DEA,Delaware,973764,Report,422015,317790,43339,32635,143900,170708,3145,37,196931,20.2,11.5,196757,25.5,317541,41229,123352,65.3,194763,103100,112184,112123,14.6,54793,205100,206115,10800,0,54543,57629,3228,12,54531,57580,3228,12,34241,33009,3024,7,115412,11.9,115351,15,70281,37.2,,,,
2021-03-13,FL,FLA,Florida,21477737,Report,9145275,7007792,42580,32628,3521516,3407847,69571,8858,4325176,20.1,10.9,4317972,25,6999421,40582,2978768,66.2,5045202,112182,2330578,2329528,13.5,53023,4441900,4419675,283700,0,1150664,1176932,68973,2982,1150105,1176441,68951,2982,864436,872631,27728,2570,2399551,11.2,2398479,13.9,1767365,39.3,,,,
2021-03-13,FM,FMA,Federated States of Micronesia,103643,Report,47400,19580,45734,18892,19580,0,0,0,12162,11.7,7.2,12157,15,19575,24214,1223,6.9,2011,11414,7459,7459,9.2,58633,46600,0,800,0,7440,19,0,0,7440,19,0,0,804,4,0,0,7459,7.2,7459,9.2,808,4.6,,,,
2021-03-13,GA,GAA,Georgia,10617423,Report,3980645,2681373,37492,25254,1478374,1189719,13054,226,1608162,15.1,9.4,1606977,19.8,2679833,33029,910620,60,1579342,104113,995015,994645,12.3,49062,2067000,1803945,109700,0,552645,442238,13349,132,552590,441923,13346,132,368888,244167,2399,81,1008364,9.5,1007991,12.4,615535,40.6,,,,
2021-03-13,GU,GUA,Guam,165768,Report,87860,65382,53002,39442,33469,31913,0,0,36826,22.2,16.9,36801,28.5,65338,50532,11061,39.2,20498,72737,28020,28003,21.7,67951,38200,48360,1300,0,13851,14169,0,0,13849,14154,0,0,4027,5240,0,0,28020,16.9,28003,21.7,9267,32.9,,,,
2021-03-13,HI,HIA,Hawaii,1415872,Report,681200,517061,48112,36519,185519,237082,700,93760,322222,22.8,14,320988,28.8,516262,46260,123955,46.2,200566,74713,198274,198073,17.7,61039,296900,370500,13800,0,75271,104998,738,18005,75235,104850,736,17988,37105,39603,105,1406,199012,14.1,198809,17.8,78219,29.1,,,,
2021-03-13,IA,IAA,Iowa,3155070,Report,1288785,1114523,40848,35325,600028,486378,27998,119,734296,23.3,12,733010,30.2,1112500,45815,400113,72.4,585287,105847,379493,378764,15.6,53075,672000,581685,35100,0,208073,171413,28182,7,208063,170694,28174,7,96753,89651,2344,2,407675,12.9,406938,16.8,188750,34.1,,,,
2021-03-13,ID,IDA,Idaho,1787065,Report,671845,536191,37595,30004,278927,253113,3974,177,332271,18.6,11,332245,24.8,536172,40047,183954,63.3,279899,96294,196059,196052,14.6,50180,343200,310245,18400,0,103201,92827,3852,31,103200,92821,3846,31,45199,50350,1772,17,199911,11.2,199898,14.9,97338,33.5,,,,
2021-03-13,IH2,IH2,Indian Health Svc,2082813,Report,1239435,733344,59508,35209,400977,331039,1328,0,476051,22.9,12.1,469658,0,724934,0,122389,0,207694,0,251082,249113,0,0,739200,478335,21900,0,123754,127328,1324,0,123716,125397,1324,0,45542,37011,98,0,252406,12.1,250437,0,82651,0,,,,
2021-03-13,IL,ILA,Illinois,12671821,Report,5167015,4197357,40776,33124,2070914,2078430,46377,1636,2754782,21.7,11.2,2748960,27.9,4189415,42515,1238140,60.6,1865713,91312,1416818,1414789,14.4,52436,2600400,2429115,137500,0,686145,730173,45040,500,685980,728309,44977,500,321096,309350,12561,312,1461858,11.5,1459766,14.8,643319,31.5,,,,
2021-03-13,IN,INA,Indiana,6732219,Report,2537330,2127154,37689,31597,989450,1108854,26251,2599,1297780,19.3,12,1297163,25.1,2126200,41172,725002,66.8,1272081,117162,810936,810594,15.7,49133,1249900,1211730,75700,0,384899,425110,26308,927,384869,424798,26305,927,277773,251895,3197,680,837244,12.4,836899,16.2,533545,49.1,,,,
2021-03-13,KS,KSA,Kansas,2913314,Report,1257325,850639,43158,29198,476451,367421,6597,170,586038,20.1,10.3,584945,26.4,849085,38367,295609,62.2,415065,87293,299310,298772,13.5,56814,642600,584025,30700,0,160633,138606,6830,71,160615,138086,6828,71,72768,67840,2233,46,306140,10.5,305600,13.8,142887,30.1,,,,
2021-03-13,KY,KYA,Kentucky,4467673,Report,1798045,1492234,40246,33401,764882,702323,24941,88,1020088,22.8,11.1,1018641,29.4,1489891,43001,463455,61.7,672846,89645,494045,493765,14.3,51895,911100,840645,46300,0,258756,235223,23716,66,258738,234961,23703,66,98509,127837,7948,40,517761,11.6,517468,14.9,234334,31.2,,,,
2021-03-13,LA,LAA,Louisiana,4648794,Report,1890870,1464259,40674,31498,645214,789532,28719,794,925322,19.9,11,924629,26,1463429,41094,475192,64.1,825368,111382,513004,512884,14.4,53097,941500,898170,51200,0,207922,304725,27816,357,207908,304620,27811,356,143766,189819,7461,69,540820,11.6,540695,15.2,341115,46,,,,
2021-03-13,MA,MAA,Massachusetts,6892503,Report,2891100,2561749,41946,37167,1264578,1242008,55119,44,1717752,24.9,11.9,1714440,30.9,2557010,46158,811404,69.4,1166773,99781,819273,817950,14.8,52189,1463700,1349400,78000,0,378487,440779,54758,7,378400,439543,54736,7,133913,221255,27552,3,874031,12.7,872686,15.8,382723,32.7,,,,
2021-03-13,MD,MDA,Maryland,6045680,Report,2430150,1922161,40196,31794,945668,927501,47806,1186,1291426,21.4,11.2,1289622,27.4,1919815,40752,587350,61.2,852347,88842,678345,677758,14.4,51585,1200900,1164150,65100,0,318660,359369,46752,316,318620,358822,46743,316,130345,152365,19723,146,725097,12,724501,15.4,302579,31.5,,,,
2021-03-13,ME,MEA,Maine,1344212,Report,583690,477511,43422,35523,238081,227819,11581,30,321118,23.9,12,320830,29.3,477050,43551,193391,67.8,273914,96021,161198,161015,14.7,53287,305600,261690,16400,0,80005,81188,11677,5,79984,81026,11675,5,33192,49197,6632,2,172875,12.9,172690,15.8,89023,31.2,,,,
2021-03-13,MH,MHA,Marshall Islands,58413,Report,35600,16007,60945,27403,16007,0,0,0,11204,19.2,8.1,11178,24.5,15982,35077,785,7.9,1204,12125,4751,4750,10.4,78135,35000,0,600,0,4749,2,2,0,4748,2,2,0,416,0,2,0,4753,8.1,4752,10.4,418,4.2,,,,
2021-03-13,MI,MIA,Michigan,9986857,Report,3925470,3076878,39306,30809,1420149,1644567,12162,0,2001598,20,11,2000205,25.5,3074907,39206,1096337,62.1,1632299,92461,1103252,1102671,14.1,50051,1962300,1853670,109500,0,451924,651288,12672,40,451875,650756,12668,40,243669,314625,5635,31,1115924,11.2,1115339,14.2,563960,31.9,,,,
2021-03-13,MN,MNA,Minnesota,5639632,Report,2263220,2000813,40131,35478,936960,1026456,37210,187,1330070,23.6,12,1328352,30.6,1998435,46084,694423,75.4,1001701,108835,677998,677301,15.6,52190,1113000,1091220,59000,0,300265,377692,37228,41,300234,377026,37218,41,137787,182441,22405,15,715226,12.7,714519,16.5,342648,37.2,,,,
2021-03-13,MO,MOA,Missouri,6137428,Report,2415805,1867231,39362,30424,775199,1069986,21804,242,1186989,19.3,10,1185827,24.9,1865605,39137,612085,57.6,945955,89070,611184,610798,12.8,50679,1149600,1212705,53500,0,229398,381759,21732,27,229370,381402,21728,26,128771,171160,8287,8,632916,10.3,632526,13.3,308226,29,,,,
2021-03-13,MP,MPA,Northern Mariana Islands,56882,Report,44010,22034,77371,38736,2535,19499,0,0,12858,22.6,16.1,12845,29,22010,49608,2096,21.7,3964,40993,9160,9149,20.6,99193,12800,30810,400,0,663,8497,0,0,663,8486,0,0,233,1632,0,0,9160,16.1,9149,20.6,1865,19.3,,,,
2021-03-13,MS,MSA,Mississippi,2976149,Report,1239205,896984,41638,30139,477742,401756,16911,575,589064,19.8,10.4,588745,25.8,896558,39365,285395,58.6,456597,93816,309806,309703,13.6,54409,641900,565305,32000,0,167913,141883,16344,10,167893,141800,16339,10,98500,77423,4845,3,326150,11,326042,14.3,180771,37.1,,,,
2021-03-13,MT,MTA,Montana,1068778,Report,481155,383241,45019,35858,206456,173279,3414,92,243698,22.8,13.1,243025,28.9,382319,45504,124503,60.3,198468,96140,139926,139691,16.6,57267,256300,212355,12500,0,75298,64602,3461,26,75280,64385,3461,26,36826,38499,1120,13,143387,13.4,143152,17,76458,37,,,,
2021-03-13,NC,NCA,North Carolina,10488084,Report,4267910,3391675,40693,32338,1486362,1861235,43749,329,2181724,20.8,11.1,2177271,26.6,3386351,41361,1154057,65.9,1967808,112376,1163142,1162247,14.2,52128,2074000,2082210,111700,0,465580,697538,43509,24,465463,696760,43420,24,342034,431190,7401,19,1206651,11.5,1205667,14.7,780644,44.6,,,,
2021-03-13,ND,NDA,North Dakota,762062,Report,344370,308699,45189,40508,151239,153098,4362,0,192137,25.2,13.5,191648,32.9,307988,52929,87316,72.9,146227,122013,102614,102439,17.6,59181,178400,157170,8800,0,50775,51839,4198,0,50760,51679,4194,0,25956,27152,845,0,106812,14,106633,18.3,53953,45,,,,
2021-03-13,NE,NEA,Nebraska,1934408,Report,833730,666329,43100,34446,324374,324996,15627,1332,428913,22.2,12,428196,29.4,665201,45614,221884,71,338369,108293,231358,230936,15.8,57170,417500,392730,23500,0,112950,118079,16080,329,112923,117684,16075,329,51847,60962,1173,245,247438,12.8,247011,16.9,114227,36.6,,,,
2021-03-13,NH,NHA,New Hampshire,1359711,Report,565165,450103,41565,33103,249063,189993,11020,27,327787,24.1,10.2,326949,29.6,448945,40648,185114,72.9,233159,91844,139292,138988,12.6,51171,298400,250965,15800,0,84079,55208,11300,5,84013,54970,11289,5,31542,24948,8077,2,150592,11.1,150277,13.6,64569,25.4,,,,
2021-03-13,NJ,NJA,New Jersey,8882190,Report,3577765,3011319,40280,33903,1562178,1407642,41024,475,2090835,23.5,11.5,2084827,30,3003344,43253,854534,57.9,1237160,83845,1022997,1021020,14.7,51526,1768700,1713465,95600,0,519003,503989,40761,5,518926,502089,40752,5,202409,215266,12138,3,1063758,12,1061772,15.3,429816,29.1,,,,
2021-03-13,NM,NMA,New Mexico,2096829,Report,1035005,913253,49360,43554,411770,497477,2893,1113,591927,28.2,15.8,586738,36.2,907422,55979,225831,59.8,348788,92368,331686,330000,20.4,63850,494800,514605,25600,0,135091,196322,2896,273,135047,194680,2894,273,57999,69500,1510,161,334582,16,332894,20.5,129170,34.2,,,,
2021-03-13,NV,NVA,Nevada,3080156,Report,1169770,958706,37978,31125,440632,508557,9517,0,603756,19.6,10.7,603236,25.3,957954,40123,302921,61.1,482190,97221,330499,330291,13.8,48995,586200,551070,32500,0,151882,178617,9461,0,151868,178423,9460,0,76214,89953,3648,0,339960,11,339751,14.2,169815,34.2,,,,
2021-03-13,NY,NYA,New York State,19453561,Report,8237955,6295058,42347,32359,3072790,3127206,94381,681,4226184,21.7,10.1,4218386,27.3,6285922,40751,1814483,55,2679774,81300,1955231,1953779,12.7,53406,4003600,4038255,196100,0,995829,959284,93469,118,995691,957970,93465,118,419091,445655,32869,65,2048700,10.5,2047244,13.3,897680,27.2,,,,
2021-03-13,OH,OHA,Ohio,11689100,Report,4748935,3624261,40627,31005,1844443,1704161,72914,2743,2319341,19.8,10.9,2317039,25.4,3620824,39741,1300603,63.6,2043552,99865,1270829,1269707,13.9,52123,2370900,2245035,133000,0,654947,615107,71997,775,654904,614029,71987,774,323925,401170,24598,519,1342826,11.5,1341694,14.7,750212,36.7,,,,
2021-03-13,OK,OKA,Oklahoma,3956971,Report,1981405,1435464,50074,36277,678555,747244,9657,8,920680,23.3,12.5,917928,30.5,1432229,47666,426719,67.2,730522,115019,493007,492650,16.4,65943,1000800,931905,48700,0,233712,259294,9581,1,233701,258948,9580,1,159449,137029,2867,0,502588,12.7,502230,16.7,299345,47.1,,,,
2021-03-13,OR,ORA,Oregon,4217737,Report,1642605,1334042,38945,31629,666624,657706,8764,948,847034,20.1,11.3,844770,25.2,1330289,39696,397379,51.9,540657,70574,477505,476054,14.2,49016,834500,760305,47800,0,229404,247949,8798,152,229260,246642,8794,152,64786,83217,6172,67,486303,11.5,484848,14.5,154242,20.1,,,,
2021-03-13,PA,PAA,Pennsylvania,12801989,Report,5446125,4093668,42541,31977,2036197,2054809,2561,101,2751412,21.5,10.4,2746035,27,4086393,40191,1325484,55.4,1944917,81263,1337031,1335177,13.1,53565,2701900,2600325,143900,0,665815,671147,4594,69,665670,669439,4593,68,319426,292523,1749,37,1341625,10.5,1339770,13.2,613735,25.6,,,,
2021-03-13,PR,PRA,Puerto Rico,3193694,Report,1439770,748875,45082,23449,321915,424526,2186,248,473335,14.8,8.7,473024,19,748451,30045,227795,42,330995,60965,277524,277410,11.1,57797,725400,675870,38500,0,116124,161393,2200,7,116106,161297,2198,7,50239,55785,408,0,279724,8.8,279608,11.2,106432,19.6,,,,
2021-03-13,RI,RIA,Rhode Island,1059361,Report,463415,367414,43745,34683,194829,169741,2844,0,263449,24.9,9.9,263185,30.8,367032,42934,142331,76.1,175312,93727,105276,105161,12.3,54209,241500,210015,11900,0,59088,46187,2976,1,59085,46075,2976,1,16094,18655,491,0,108252,10.2,108137,12.6,35240,18.8,,,,
2021-03-13,RP,RPA,Republic of Palau,17907,Report,14800,9694,82649,54135,9693,1,0,0,6659,37.2,17.5,6659,47.7,9694,69406,1314,43.2,2353,77300,3137,3137,22.5,105964,14600,0,200,0,3124,13,0,0,3124,13,0,0,1062,8,0,0,3137,17.5,3137,22.5,1070,35.2,,,,
2021-03-13,SC,SCA,South Carolina,5148714,Report,1935035,1583500,37583,30755,580833,983111,18532,1024,1017396,19.8,10.8,1016161,25.2,1581839,39178,626975,66.9,1002247,106961,556780,556376,13.8,47926,882900,993135,59000,0,165780,390796,17672,204,165755,390417,17662,204,124444,250627,3912,139,574452,11.2,574038,14.2,379122,40.5,,,,
2021-03-13,SD,SDA,South Dakota,884659,Report,457035,360667,51662,40769,182622,175784,2248,13,232966,26.3,14.5,232296,34.8,359720,53886,119241,78.5,183289,120687,128139,127871,19.2,68464,241100,205335,10600,0,63333,64802,2192,4,63326,64541,2192,4,30468,34405,412,1,130331,14.7,130063,19.5,65286,43,,,,
2021-03-13,TN,TNA,Tennessee,6829174,Report,2718400,1865861,39806,27322,902518,952495,8779,2069,1201964,17.6,9.2,1201159,22.6,1864925,35061,655878,57.4,1032143,90270,630508,630360,11.9,51106,1374200,1275300,68900,0,279721,350234,9115,553,279706,350102,9108,552,172703,185742,2058,377,639623,9.4,639468,12,360880,31.6,,,,
2021-03-13,TX,TXA,Texas,28995881,Report,10967665,8261238,37825,28491,4016005,4115127,129859,247,5293079,18.3,9.1,5272482,24.4,8229948,38109,2179690,58.4,3460178,92661,2648992,2638684,12.2,50785,5321500,5301465,344700,0,1348558,1300151,127821,103,1343310,1295092,127324,103,606312,584548,57468,46,2776633,9.6,2765828,12.8,1248375,33.4,,,,
2021-03-13,UT,UTA,Utah,3205958,Report,1144940,977728,35713,30497,465829,491824,20075,0,587893,18.3,7.5,585907,25.8,974976,42860,242574,66.3,380162,103906,241651,241158,10.6,50332,585700,528840,30400,0,119831,121820,19549,0,119783,121375,19537,0,36006,54703,4692,0,261200,8.1,260695,11.5,95401,26.1,,,,
2021-03-13,VA,VAA,Virginia,8535519,Report,3291575,2827745,38563,33129,1335693,1432648,59129,275,1827363,21.4,11.6,1823730,27.3,2822698,42290,831686,61.2,1242605,91442,988843,987594,14.8,49314,1638100,1564875,88600,0,472269,516482,58664,92,472078,515424,58590,92,200290,211782,21771,60,1047507,12.3,1046184,15.7,433903,31.9,,,,
2021-03-13,VA2,VA2,Veterans Health,0,Report,3553105,3065623,0,0,1655802,1385405,24415,1,1916934,0,0,1916862,0,3065501,0,1233188,0,2042322,0,1147155,1147105,0,0,1952100,1528605,72400,0,598718,548437,24405,0,598701,548404,24403,0,430798,377984,9281,0,1171560,0,1171508,0,818063,0,,,,
2021-03-13,VI,VIA,Virgin Islands,104680,Report,46500,27189,44421,25973,11829,15360,0,0,17902,17.1,8.2,17796,21.8,27072,33156,6842,38.4,10781,60581,8554,8544,10.5,56950,18800,27300,400,0,4266,4288,5,0,4261,4283,5,0,2123,1727,4,0,8559,8.2,8549,10.5,3854,21.7,,,,
2021-03-13,VT,VTA,Vermont,623989,Report,292890,231610,46938,37118,119777,111207,414,212,149120,23.9,12.4,148922,29.2,231298,45354,89540,71.6,125207,100134,77270,77143,15.1,57431,148700,136890,7300,0,38515,38697,487,58,38504,38581,486,58,13299,19056,25,36,77757,12.5,77629,15.2,32416,25.9,,,,
2021-03-13,WA,WAA,Washington,7614893,Report,3132270,2501778,41133,32854,1239133,1246806,14637,1202,1597377,21,11.6,1594791,26.8,2498275,41975,813217,67.2,1289399,106586,886960,886046,14.9,52627,1560400,1487070,84800,0,465520,421089,14909,351,465467,420228,14909,351,246263,219140,5518,261,901869,11.8,900955,15.1,471182,38.9,,,,
2021-03-13,WI,WIA,Wisconsin,5822434,Report,2233235,2071836,38356,35584,953663,1112590,5407,176,1323842,22.7,12.6,1321862,29,2069116,45417,736513,72.4,1170424,115058,731609,730880,16,49019,1133800,1036035,63400,0,310120,421441,5735,48,310095,420737,5732,48,187399,226556,556,26,737344,12.7,736612,16.2,414537,40.8,,,,
2021-03-13,WV,WVA,West Virginia,1792147,Report,823965,679347,45976,37907,342309,335721,1317,0,414266,23.1,14.3,413666,28.9,678464,47360,217193,59.2,361845,98592,256424,256174,17.9,57516,450200,352365,21400,0,126930,129482,1751,12,126878,129284,1749,12,70304,70614,510,6,258175,14.4,257923,18,141434,38.5,,,,
2021-03-13,WY,WYA,Wyoming,578759,Report,270015,206091,46654,35609,106422,98434,1166,69,125878,21.7,13.3,125689,28.2,205849,46256,63286,63.8,109808,110717,76882,76830,17.3,60674,143200,120315,6500,0,38791,38080,1120,11,38788,38031,1120,11,22857,22785,245,7,78002,13.5,77950,17.5,45894,46.3,,,,
2021-03-13,LTC,LTC,Long Term Care,,,,7538985,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0
