Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-27,OR,ORA,Oregon,4217737,599900,325488,14223,7717,276200,6549,48261,1144,,,
2021-01-27,PA,PAA,Pennsylvania,12801989,1817925,851980,14200,6655,693731,5419,156798,1225,,,
2021-01-27,PR,PRA,Puerto Rico,3193694,506425,199762,15857,6255,156071,4887,42437,1329,,,
2021-01-27,RI,RIA,Rhode Island,1059361,151675,76284,14318,7201,59853,5650,16410,1549,,,
2021-01-27,RP,RPA,Republic of Palau,17907,6000,3046,33506,17010,3046,17010,0,0,,,
2021-01-27,SC,SCA,South Carolina,5148714,548250,326985,10648,6351,275291,5347,49869,969,,,
2021-01-27,SD,SDA,South Dakota,884659,122825,86986,13884,9833,65031,7351,21895,2475,,,
2021-01-27,TN,TNA,Tennessee,6829174,886225,487632,12977,7140,374108,5478,112362,1645,,,
2021-01-27,TX,TXA,Texas,28995881,3505450,1974374,12089,6809,1648575,5686,324212,1118,,,
2021-01-27,UT,UTA,Utah,3205958,394250,239807,12297,7480,201134,6274,30065,938,,,
2021-01-27,VA,VAA,Virginia,8535519,1179550,629019,13819,7369,524196,6141,79443,931,,,
2021-01-27,VA2,VA2,Veterans Health,0,1312125,746109,0,0,626115,0,119254,0,,,
2021-01-27,VI,VIA,Virgin Islands,104680,16875,4174,16121,3987,3538,3380,636,608,,,
2021-01-27,VT,VTA,Vermont,623989,96825,55377,15517,8875,44498,7131,10806,1732,,,
2021-01-27,WA,WAA,Washington,7614893,981050,534445,12883,7018,441895,5803,81786,1074,,,
2021-01-27,WI,WIA,Wisconsin,5822434,790400,335519,13575,5763,281166,4829,52332,899,,,
2021-01-27,WV,WVA,West Virginia,1792147,278400,214926,15534,11993,169671,9467,45244,2525,,,
2021-01-27,WY,WYA,Wyoming,578759,82825,43425,14311,7503,37963,6559,5419,936,,,
2021-01-27,US,USA,United States,331996199,47230950,24652634,,,20687970,,3801053,,11001991,13550835,99808
2021-01-27,LTC,LTC,Long Term Care,,,2904840,,,,,,,,,
