Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-08,DD2,DD2,Dept of Defense,0,Report,1711265,1141841,0,0,529324,612118,0,399,765550,0,0,765244,0,1141449,0,84933,0,121507,0,365443,365357,0,0,770300,898365,42600,0,156124,209319,0,0,156119,209238,0,0,8670,27578,0,0,365443,0,365357,0,36248,0,,,,
2021-03-08,DE,DEA,Delaware,973764,Report,361765,280674,37151,28824,132677,147679,285,33,172568,17.7,10.3,172507,22.4,280591,36431,109891,58.2,172667,91404,100218,100198,13,46971,174100,176865,10800,0,49402,50804,325,12,49398,50788,325,12,30625,29034,301,7,100543,10.3,100523,13.1,59967,31.7,,,,
2021-03-08,FL,FLA,Florida,21477737,Report,7771315,5904827,36183,27493,2940384,2948057,9408,6978,3718074,17.3,9.5,3714758,21.5,5901082,34214,2742730,61,4400983,97858,2046389,2046021,11.9,45057,3892800,3743415,135100,0,995903,1048052,9449,2434,995685,1047902,9447,2434,747853,778198,3184,2142,2055838,9.6,2055468,11.9,1531377,34.1,,,,
2021-03-08,FM,FMA,Federated States of Micronesia,103643,Report,41900,17745,40427,17121,17745,0,0,0,11361,11,6.2,11357,14,17741,21945,1325,0,2074,0,6425,6425,7.9,51829,41100,0,800,0,6406,19,0,0,6406,19,0,0,765,4,0,0,6425,6.2,6425,7.9,769,0,,,,
2021-03-08,GA,GAA,Georgia,10617423,Report,3437635,2391999,32377,22529,1341803,1049792,192,212,1411942,13.3,8.5,1411448,17.4,2391351,29474,878374,57.9,1499667,98860,903985,903821,11.1,42369,1821700,1531335,84600,0,501822,402058,222,105,501802,401914,222,105,342699,223653,118,63,904207,8.5,904043,11.1,566533,37.3,,,,
2021-03-08,GU,GUA,Guam,165768,Report,87860,56587,53002,34136,27077,29510,0,0,35161,21.2,12.6,35151,27.2,56570,43751,11688,0,20325,0,20924,20918,16.2,67951,38200,48360,1300,0,8996,11928,0,0,8995,11923,0,0,3373,5080,0,0,20924,12.6,20918,16.2,8453,0,,,,
2021-03-08,HI,HIA,Hawaii,1415872,Report,598100,452988,42243,31994,157410,201749,69,93760,280866,19.8,12.3,280669,25.1,452728,40567,107793,40.2,176642,65801,174854,174788,15.7,53593,261900,323700,12500,0,61640,95220,73,17994,61623,95184,73,17981,30445,38166,10,1673,174927,12.4,174861,15.7,70294,26.2,,,,
2021-03-08,IA,IAA,Iowa,3155070,Report,1106755,940050,35079,29795,510459,415727,13745,119,647648,20.5,9.2,647171,26.7,939318,38683,377167,68.2,502719,90915,291344,291087,12,45579,596700,477555,32500,0,154452,136885,13344,7,154448,136632,13342,7,62546,64885,1201,2,304688,9.7,304429,12.5,128634,23.3,,,,
2021-03-08,ID,IDA,Idaho,1787065,Report,594115,482273,33245,26987,254814,226809,495,155,300640,16.8,9.7,300631,22.5,482267,36021,173988,59.9,254547,87573,173985,173982,13,44375,311100,264615,18400,0,90716,83244,494,25,90716,83241,494,25,36447,43402,348,13,174479,9.8,174476,13,80210,27.6,,,,
2021-03-08,IH2,IH2,Indian Health Svc,2082813,Report,1123090,665997,53922,31976,357003,308713,281,0,439930,21.1,10.6,436908,0,662152,0,126653,0,210254,0,219925,219137,0,0,683500,417690,21900,0,100238,119687,280,0,100213,118924,280,0,42210,38502,20,0,220205,10.6,219417,0,80732,0,,,,
2021-03-08,IL,ILA,Illinois,12671821,Report,4378835,3571808,34556,28187,1754658,1815833,40,1277,2398497,18.9,9.1,2396528,24.3,3569226,36221,1141736,55.9,1643769,80449,1153699,1153127,11.7,44437,2217000,2038335,123500,0,538448,614875,242,376,538424,614327,242,376,249312,254402,55,226,1153941,9.1,1153369,11.7,503995,24.7,,,,
2021-03-08,IN,INA,Indiana,6732219,Report,2206230,1879649,32771,27920,882011,988422,7201,2015,1152396,17.1,10.5,1152148,22.3,1879296,36391,713762,65.7,1182726,108932,709566,709459,13.7,42721,1134500,1024530,47200,0,319688,389163,7152,715,319684,389060,7152,715,226218,227208,1086,529,716718,10.6,716611,13.9,455041,41.9,,,,
2021-03-08,KS,KSA,Kansas,2913314,Report,1091625,742945,37470,25502,417382,324229,1195,139,515054,17.7,9,514663,23.3,742385,33546,270961,57,369177,77642,260951,260757,11.8,49326,559100,502125,30400,0,134505,126390,1000,56,134501,126200,1000,56,56840,62096,462,37,261951,9,261757,11.8,119435,25.1,,,,
2021-03-08,KY,KYA,Kentucky,4467673,Report,1555915,1283860,34826,28737,669788,611709,2285,78,867007,19.4,9.9,866558,25,1283332,37039,428368,57.1,611909,81527,441006,440905,12.7,44906,797100,713115,45700,0,229958,210993,2355,55,229953,210897,2355,55,84631,115157,915,31,443361,9.9,443260,12.8,200734,26.7,,,,
2021-03-08,LA,LAA,Louisiana,4648794,Report,1640860,1277889,35296,27489,543627,721829,11642,791,805777,17.3,9.7,805577,22.6,1277640,35877,465232,62.8,774975,104582,450217,450175,12.6,46077,813000,777660,50200,0,162497,287362,11380,358,162492,287326,11380,357,113105,181546,4035,78,461597,9.9,461555,13,298764,40.3,,,,
2021-03-08,MA,MAA,Massachusetts,6892503,Report,2497130,2199086,36230,31905,1087984,1098873,12189,40,1493343,21.7,9.9,1492149,26.9,2197475,39668,737292,63.1,1011089,86467,683033,682627,12.3,45077,1266900,1161030,69200,0,296227,386801,12061,5,296212,386410,12060,5,80535,192743,7652,1,695094,10.1,694687,12.5,280931,24,,,,
2021-03-08,MD,MDA,Maryland,6045680,Report,2116560,1671778,35009,27652,837692,813644,19477,965,1109083,18.3,10.1,1108581,23.5,1671113,35473,517855,54,754885,78683,610013,609829,12.9,44928,1047600,1003860,65100,0,277523,332226,18946,264,277510,332055,18945,264,110165,144520,8091,118,628959,10.4,628774,13.3,262894,27.4,,,,
2021-03-08,ME,MEA,Maine,1344212,Report,503580,427445,37463,31799,213216,209248,4952,29,287695,21.4,10.7,287572,26.3,427263,39006,179215,62.8,246601,86446,143762,143695,13.1,45974,264600,223080,15900,0,68369,75388,4950,5,68359,75331,4948,5,24390,44658,3572,2,148712,11.1,148643,13.6,72622,25.5,,,,
2021-03-08,MH,MHA,Marshall Islands,58413,Report,35000,13742,59918,23526,13742,0,0,0,10432,17.9,5.6,10422,22.9,13733,30141,846,0,1229,0,3261,3260,7.2,76818,35000,0,0,0,3260,1,2,0,3259,1,2,0,381,0,2,0,3263,5.6,3262,7.2,383,0,,,,
2021-03-08,MI,MIA,Michigan,9986857,Report,3363430,2765577,33679,27692,1253057,1509027,3493,0,1789580,17.9,10,1789143,22.8,2764949,35254,1040274,58.9,1519275,86058,999037,998840,12.7,42885,1678600,1578330,106500,0,380087,618915,3530,35,380079,618726,3530,35,199663,299316,2176,30,1002567,10,1002370,12.8,501185,28.4,,,,
2021-03-08,MN,MNA,Minnesota,5639632,Report,1953700,1725656,34642,30599,794612,918905,11992,147,1151692,20.4,10.3,1151096,26.5,1724814,39775,625486,68,878741,95476,581088,580826,13.4,45053,974900,920400,58400,0,231428,349620,11867,40,231416,349370,11864,40,102798,162989,7422,14,592955,10.5,592690,13.7,273223,29.7,,,,
2021-03-08,MO,MOA,Missouri,6137428,Report,2032445,1633864,33116,26621,653732,977771,2176,185,1027201,16.7,8.8,1026721,21.5,1633183,34261,558440,52.6,849553,79993,539209,539048,11.3,42637,965900,1016145,50400,0,172899,366287,2378,23,172892,366134,2378,22,93224,165501,1159,7,541587,8.8,541426,11.4,259891,24.5,,,,
2021-03-08,MP,MPA,Northern Mariana Islands,56882,Report,44010,20396,77371,35857,2332,18064,0,0,11937,21,14.8,11933,26.9,20391,45959,2182,0,4165,0,8446,8445,19,99193,12800,30810,400,0,610,7836,0,0,610,7835,0,0,243,1737,0,0,8446,14.8,8445,19,1980,0,,,,
2021-03-08,MS,MSA,Mississippi,2976149,Report,1067855,776272,35880,26083,417809,352744,5325,394,506410,17,9.2,506276,22.2,776091,34075,271229,55.7,428202,87982,273506,273461,12,46886,558500,477555,31800,0,143791,129705,5291,10,143786,129665,5291,10,87581,73659,1698,3,278797,9.4,278752,12.2,162941,33.5,,,,
2021-03-08,MT,MTA,Montana,1068778,Report,411145,341554,38469,31957,188309,152923,240,82,219236,20.5,11.5,218957,26.1,341176,40607,119417,57.8,183944,89104,122620,122524,14.6,48935,225000,173745,12400,0,66740,55856,246,24,66729,55771,246,24,32520,33237,105,12,122866,11.5,122770,14.6,65874,31.9,,,,
2021-03-08,NC,NCA,North Carolina,10488084,Report,3624905,2881950,34562,27478,1235322,1643176,3123,329,1838635,17.5,9.6,1837346,22.4,2880052,35177,1117894,63.8,1826383,104300,1004754,1004140,12.3,44274,1797500,1715805,111600,0,367169,637563,3090,22,367095,637023,3089,22,271863,399859,300,17,1007844,9.6,1007229,12.3,672039,38.4,,,,
2021-03-08,ND,NDA,North Dakota,762062,Report,299900,275989,39354,36216,136941,139018,30,0,172717,22.7,12,172507,29.6,275707,47381,88138,73.5,141025,117673,91420,91364,15.7,51539,158900,132600,8400,0,44057,47363,35,0,44055,47309,35,0,22203,25362,14,0,91455,12,91399,15.7,47579,39.7,,,,
2021-03-08,NE,NEA,Nebraska,1934408,Report,712720,573413,36844,29643,283135,281431,7711,1136,371498,19.2,10.1,371167,25.5,572935,39287,201482,64.5,292147,93500,196182,196031,13.4,48872,350000,342420,20300,0,93320,102600,7815,262,93309,102460,7812,262,37693,49882,642,191,203997,10.5,203843,14,88408,28.3,,,,
2021-03-08,NH,NHA,New Hampshire,1359711,Report,496675,385485,36528,28351,215293,167630,2535,27,282343,20.8,8.6,281858,25.5,384827,34843,161613,63.7,195175,76882,117490,117341,10.6,44970,261500,219375,15800,0,67489,49997,2626,4,67438,49899,2624,4,19703,21571,2199,2,120116,8.8,119965,10.9,43475,17.1,,,,
2021-03-08,NJ,NJA,New Jersey,8882190,Report,3070400,2571874,34568,28955,1366729,1197756,6914,475,1775631,20,10,1773471,25.5,2568975,36998,779282,52.8,1114348,75522,891534,890794,12.8,44219,1544500,1446900,79000,0,453321,438208,6802,5,453296,437493,6800,5,175628,191920,2265,3,898336,10.1,897594,12.9,369816,25.1,,,,
2021-03-08,NM,NMA,New Mexico,2096829,Report,901345,833881,42986,39769,370596,460584,1757,944,541044,25.8,14.4,538607,33.2,831168,51275,219033,58,334062,88468,301662,300919,18.6,55605,433300,442845,25200,0,115294,186148,1615,220,115268,185431,1614,220,51268,68032,1103,134,303277,14.5,302533,18.7,120537,31.9,,,,
2021-03-08,NV,NVA,Nevada,3080156,Report,1033680,855890,33559,27787,395411,459193,1286,0,539447,17.5,9.5,539272,22.6,855644,35838,287766,58,447444,90216,293644,293577,12.3,43295,516900,484380,32400,0,132950,160694,1264,0,132947,160630,1264,0,66372,80830,681,0,294908,9.6,294841,12.3,147883,29.8,,,,
2021-03-08,NY,NYA,New York State,19453561,Report,7010045,5416301,36035,27842,2745920,2654619,15194,568,3569927,18.4,8.9,3567373,23.1,5413369,35094,1633732,49.6,2408658,73075,1736949,1736535,11.3,45445,3494500,3344445,171100,0,890586,846271,15055,92,890530,845913,15055,92,371499,401833,5321,45,1752004,9,1751590,11.4,778698,23.6,,,,
2021-03-08,OH,OHA,Ohio,11689100,Report,4057505,3203772,34712,27408,1658832,1524233,18603,2104,2042646,17.5,9.7,2041708,22.4,3202386,35148,1232065,60.2,1884841,92109,1133023,1132578,12.4,44534,2065900,1860105,131500,0,575714,556691,18432,618,575706,556255,18432,617,268760,369189,9191,416,1151455,9.9,1151010,12.6,647556,31.6,,,,
2021-03-08,OK,OKA,Oklahoma,3956971,Report,1741270,1300639,44005,32870,619021,680639,972,7,818496,20.7,11.7,817595,27.2,1299550,43250,423459,66.7,720818,113491,464489,464352,15.5,57951,888500,804570,48200,0,216553,247935,972,1,216549,247802,972,1,152836,137458,302,0,465461,11.8,465324,15.5,290596,45.8,,,,
2021-03-08,OR,ORA,Oregon,4217737,Report,1420125,1199682,33670,28444,595357,601210,2218,897,760168,18,10.2,759275,22.7,1198180,35754,348420,45.5,474204,61900,429726,429136,12.8,42377,723400,650325,46400,0,199239,230344,2204,143,199215,229778,2204,143,53119,76737,1552,63,431930,10.2,431340,12.9,131471,17.2,,,,
2021-03-08,PA,PAA,Pennsylvania,12801989,Report,4641045,3335592,36253,26055,1717341,1617446,709,96,2289199,17.9,8.1,2287354,22.5,3333171,32783,1149778,48,1602432,66953,1042073,1041496,10.2,45646,2363500,2139345,138200,0,509381,532633,1073,59,509353,532085,1073,58,227545,219226,628,30,1043146,8.1,1042569,10.3,447429,18.7,,,,
2021-03-08,PR,PRA,Puerto Rico,3193694,Report,1250670,633344,39161,19831,267070,366006,21,247,402670,12.6,7.3,402518,15.4,633160,24158,184560,0,261175,0,231556,231524,8.8,47718,641400,582270,27000,0,94282,137267,23,7,94281,137236,23,7,34483,44334,8,0,231579,7.3,231547,8.8,78825,0,,,,
2021-03-08,RI,RIA,Rhode Island,1059361,Report,387365,326730,36566,30842,176943,149731,56,0,234708,22.2,8.8,234611,27.4,326592,38204,134039,71.7,162211,86723,93084,93041,10.9,45313,206400,169065,11900,0,50837,42246,94,1,50835,42205,94,1,13473,16496,7,0,93178,8.8,93135,10.9,29976,16,,,,
2021-03-08,RP,RPA,Republic of Palau,17907,Report,14600,8185,81532,45708,8184,1,0,0,5147,28.7,17.5,5147,36.9,8185,58602,1386,0,2503,0,3129,3129,22.4,104532,14600,0,0,0,3118,11,0,0,3118,11,0,0,1142,7,0,0,3129,17.5,3129,22.4,1149,0,,,,
2021-03-08,SC,SCA,South Carolina,5148714,Report,1642615,1380510,31903,26813,494999,883872,630,1009,873292,17,9.7,872547,21.6,1379452,34166,606810,64.8,940959,100420,498619,498319,12.3,40684,730400,857415,54800,0,139644,358773,669,202,139636,358481,669,202,105072,227661,248,138,499288,9.7,498988,12.4,333119,35.6,,,,
2021-03-08,SD,SDA,South Dakota,884659,Report,399640,326272,45174,36881,165058,160704,497,13,213168,24.1,12.8,212861,31.9,325845,48811,117821,77.6,171319,112806,113167,113054,16.9,59866,215100,173940,10600,0,54758,58405,587,4,54756,58294,587,4,24589,29583,115,1,113754,12.9,113641,17,54288,35.7,,,,
2021-03-08,TN,TNA,Tennessee,6829174,Report,2319910,1659254,33971,24297,787073,869489,959,1733,1058354,15.5,8.4,1058112,19.9,1658966,31189,620693,54.3,958352,83817,572255,572196,10.8,43615,1202800,1079910,37200,0,242744,329049,1001,462,242737,328997,1001,462,147895,174212,377,312,573256,8.4,573197,10.8,322796,28.2,,,,
2021-03-08,TX,TXA,Texas,28995881,Report,9250505,7071506,31903,24388,3510631,3554072,6572,231,4406573,15.2,8.2,4389612,20.3,7045205,32623,1911002,51.2,3079818,82475,2386612,2377426,11,42834,4642800,4492605,115100,0,1176091,1210484,5592,87,1174950,1202263,5591,87,528405,506135,1141,53,2392254,8.3,2383046,11,1037451,27.8,,,,
2021-03-08,US,USA,United States,331996199,Report,116378615,92089852,35054,27738,44936695,46824290,208590,120277,60005231,18.1,9.4,59945907,23.5,92007965,36053,32074651,59.3,48401349,89536,31285186,31263118,12.3,45603,58682000,55001115,2695500,0,14480460,16779220,207804,25556,14478090,16759363,207763,25539,7376992,8570073,79800,6948,31493040,9.5,31470910,12.3,16035530,29.7,,,,
2021-03-08,UT,UTA,Utah,3205958,Report,993140,833714,30978,26005,397312,432272,4130,0,483105,15.1,6.6,482450,21.2,832801,36610,222551,60.8,341964,93465,212850,212709,9.4,43659,516000,446940,30200,0,102211,110639,4053,0,102197,110512,4049,0,29878,46967,1371,0,216903,6.8,216758,9.5,78216,21.4,,,,
2021-03-08,VA,VAA,Virginia,8535519,Report,2881325,2486429,33757,29130,1193716,1283277,9183,253,1591745,18.6,10.3,1590396,23.8,2484629,37225,751768,55.3,1116953,82195,880263,879875,13.2,43168,1451700,1348425,81200,0,417739,462441,9211,83,417671,462121,9210,83,175922,189259,4075,54,889474,10.4,889085,13.3,369310,27.2,,,,
2021-03-08,VA2,VA2,Veterans Health,0,Report,3195405,2708426,0,0,1442898,1257517,8010,1,1733048,0,0,1733033,0,2708405,0,1195343,0,1882754,0,973955,973949,0,0,1782900,1341405,71100,0,469135,504820,8009,0,469135,504814,8009,0,331428,355649,3553,0,981964,0,981958,0,690630,0,,,,
2021-03-08,VI,VIA,Virgin Islands,104680,Report,41590,23053,39731,22022,10680,12373,0,0,15049,14.4,7.2,15012,18.4,23015,28187,6468,0,10208,0,7544,7541,9.2,50937,17800,23790,0,0,3668,3876,0,0,3666,3875,0,0,1932,1710,0,0,7544,7.2,7541,9.2,3642,0,,,,
2021-03-08,VT,VTA,Vermont,623989,Report,261100,198741,41844,31850,104620,93936,0,185,126974,20.3,10.8,126879,24.9,198608,38944,75313,60.2,103133,82481,67478,67433,13.2,51198,136800,117000,7300,0,33661,33765,7,52,33659,33722,7,52,9907,15336,0,33,67485,10.8,67440,13.2,25276,20.2,,,,
2021-03-08,WA,WAA,Washington,7614893,Report,2657880,2213284,34904,29065,1117435,1094024,764,1061,1411252,18.5,10.3,1410307,23.7,2211979,37165,764961,63.2,1187826,98190,787532,787175,13.2,44657,1380600,1244880,32400,0,404394,382837,787,301,404377,382497,787,301,213329,201198,151,227,788319,10.4,787962,13.2,414905,34.3,,,,
2021-03-08,WI,WIA,Wisconsin,5822434,Report,1924865,1804918,33059,30999,807376,997018,383,141,1150440,19.8,11,1149849,25.2,1804111,39600,682286,67.1,1047519,102976,639217,639002,14,42251,979100,917865,27900,0,245355,393822,427,40,245353,393609,427,40,138934,208080,102,21,639644,11,639429,14,347137,34.1,,,,
2021-03-08,WV,WVA,West Virginia,1792147,Report,723565,602407,40374,33614,304446,297622,339,0,363952,20.3,12.8,363600,25.4,601866,42013,210237,57.3,338094,92121,229736,229578,16,50508,396800,305565,21200,0,111350,118376,420,10,111315,118253,419,10,60238,64161,148,6,230156,12.8,229997,16.1,124553,33.9,,,,
2021-03-08,WY,WYA,Wyoming,578759,Report,236065,185580,40788,32065,96082,89068,366,64,114824,19.8,11.7,114753,25.8,185490,41681,63028,63.5,104413,105277,67854,67836,15.2,53045,126800,102765,6500,0,33581,34265,365,8,33580,34248,365,8,19651,20809,74,4,68219,11.8,68201,15.3,40538,40.9,,,,
2021-03-08,LTC,LTC,Long Term Care,,,,7405816,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0
