Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-24,NY,NYA,New York State,19453561,2395950,1365404,12316,7019,1172921,6029,176659,908,,,
2021-01-24,OH,OHA,Ohio,11689100,1233075,647104,10549,5536,575488,4923,71344,610,,,
2021-01-24,OK,OKA,Oklahoma,3956971,496350,322810,12544,8158,279283,7058,41289,1043,,,
2021-01-24,OR,ORA,Oregon,4217737,492450,285922,11676,6779,244669,5801,40348,957,,,
2021-01-24,PA,PAA,Pennsylvania,12801989,1564125,744591,12218,5816,611359,4776,131908,1030,,,
2021-01-24,PR,PRA,Puerto Rico,3193694,371550,184173,11634,5767,143910,4506,39016,1222,,,
2021-01-24,RI,RIA,Rhode Island,1059361,149225,67566,14086,6378,54287,5125,13260,1252,,,
2021-01-24,RP,RPA,Republic of Palau,17907,6000,3046,33506,17010,3044,16999,2,11,,,
2021-01-24,SC,SCA,South Carolina,5148714,453250,278795,8803,5415,233257,4530,43810,851,,,
2021-01-24,SD,SDA,South Dakota,884659,106575,80441,12047,9093,63091,7132,17293,1955,,,
2021-01-24,TN,TNA,Tennessee,6829174,838825,452042,12283,6619,354407,5190,96619,1415,,,
2021-01-24,TX,TXA,Texas,28995881,3070825,1763299,10591,6081,1502751,5183,259056,893,,,
2021-01-24,UT,UTA,Utah,3205958,341725,202729,10659,6324,175364,5470,20697,646,,,
2021-01-24,VA,VAA,Virginia,8535519,1069725,451668,12533,5292,393127,4606,51170,599,,,
2021-01-24,VA2,VA2,Veterans Health,0,1151525,664245,0,0,564247,0,99328,0,,,
2021-01-24,VI,VIA,Virgin Islands,104680,13525,3378,12920,3227,2969,2836,409,391,,,
2021-01-24,VT,VTA,Vermont,623989,90000,51872,14423,8313,41950,6723,9853,1579,,,
2021-01-24,WA,WAA,Washington,7614893,846625,449385,11118,5901,370231,4862,68486,899,,,
2021-01-24,WI,WIA,Wisconsin,5822434,610100,308290,10478,5295,260664,4477,45641,784,,,
2021-01-24,WV,WVA,West Virginia,1792147,243100,202883,13565,11321,163801,9140,39071,2180,,,
2021-01-24,WY,WYA,Wyoming,578759,70750,40803,12224,7050,35868,6197,4895,846,,,
2021-01-24,US,USA,United States,331996199,41411550,21848655,,,18502131,,3216836,,9689497,12153536,5622
2021-01-24,LTC,LTC,Long Term Care,,,2567018,,,,,,,,,
