Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-11,DC,DCA,District of Columbia,705749,Report,373225,244060,52884,34582,99007,145052,1,0,108700,15.4,7.9,108677,18.8,244029,42250,50232,57.5,98725,113031,55996,55994,9.7,64619,175300,190125,7800,0,26669,29319,463,8,26668,29318,463,8,,,,,56459,8,56457,9.8,,,,,,
2021-03-11,DD2,DD2,Dept of Defense,0,Report,1828270,1374234,0,0,650750,723085,0,399,907822,0,0,907339,0,1373624,0,123201,0,180537,0,450436,450309,0,0,840700,944970,42600,0,199024,251412,0,0,199017,251292,0,0,,,,,450436,0,450309,0,,,,,,
2021-03-11,DE,DEA,Delaware,973764,Report,419015,299695,43030,30777,137801,160164,1696,34,184777,19,10.9,184705,24,299600,38899,118219,62.6,186202,98569,106442,106422,13.8,54404,202100,206115,10800,0,51811,54619,1766,12,51807,54603,1766,12,,,,,108208,11.1,108188,14,,,,,,
2021-03-11,FL,FLA,Florida,21477737,Report,8595895,6332072,40022,29482,3145389,3151826,27084,7773,3963502,18.5,10,3959994,23,6328107,36689,2859422,63.6,4679016,104040,2152732,2152338,12.5,49838,4202000,4110795,283100,0,1054899,1095155,26893,2678,1054681,1094979,26886,2678,,,,,2179625,10.1,2179224,12.6,,,,,,
2021-03-11,FM,FMA,Federated States of Micronesia,103643,Report,47400,18689,45734,18032,18689,0,0,0,11713,11.3,6.8,11709,14.5,18685,23113,1351,0,2181,0,7021,7021,8.7,58633,46600,0,800,0,7001,20,0,0,7001,20,0,0,,,,,7021,6.8,7021,8.7,,,,,,
2021-03-11,GA,GAA,Georgia,10617423,Report,3923755,2483900,36956,23395,1387872,1092881,2930,217,1474110,13.9,8.8,1473574,18.2,2483205,30606,898622,59.2,1537823,101376,933324,933153,11.5,48361,2065100,1748955,109700,0,518928,414275,3127,121,518908,414124,3127,121,,,,,936451,8.8,936280,11.5,,,,,,
2021-03-11,GU,GUA,Guam,165768,Report,87860,62062,53002,37439,31230,30832,0,0,36283,21.9,15.2,36272,28.1,62043,47984,11823,0,21327,0,25258,25251,19.5,67951,38200,48360,1300,0,12084,13174,0,0,12083,13168,0,0,,,,,25258,15.2,25251,19.5,,,,,,
2021-03-11,HI,HIA,Hawaii,1415872,Report,667030,489283,47111,34557,173085,221854,584,93760,304606,21.5,13.3,304335,27.3,488951,43813,119323,44.4,193391,72040,188124,188057,16.9,59769,296900,357630,12500,0,69418,100703,599,18003,69400,100667,599,17990,,,,,188723,13.3,188656,16.9,,,,,,
2021-03-11,IA,IAA,Iowa,3155070,Report,1231655,999390,39037,31676,533635,443093,22543,119,680387,21.6,10.1,679876,28,998613,41125,389721,70.5,535493,96842,317670,317400,13.1,50722,637100,559455,35100,0,166713,150950,21839,7,166709,150684,21837,7,,,,,339509,10.8,339237,14,,,,,,
2021-03-11,ID,IDA,Idaho,1787065,Report,649425,507965,36340,28425,265492,240233,2074,166,315010,17.6,10.4,315000,23.5,507958,37939,180871,62.2,270236,92970,185313,185310,13.8,48506,339500,291525,18400,0,96407,88878,2052,28,96407,88875,2052,28,,,,,187365,10.5,187362,14,,,,,,
2021-03-11,IH2,IH2,Indian Health Svc,2082813,Report,1212425,697130,58211,33471,376090,320079,961,0,457232,22,11.2,453906,0,692948,0,128986,0,216884,0,233719,232898,0,0,739100,451425,21900,0,109698,124021,959,0,109673,123225,959,0,,,,,234678,11.3,233857,0,,,,,,
2021-03-11,IL,ILA,Illinois,12671821,Report,5031335,3777731,39705,29812,1864917,1910975,431,1408,2512334,19.8,9.8,2510204,25.5,3774943,38309,1188261,58.2,1741659,85240,1244801,1244186,12.6,51059,2509000,2389335,133000,0,587048,657328,906,425,587023,656738,906,425,,,,,1245707,9.8,1245092,12.6,,,,,,
2021-03-11,IN,INA,Indiana,6732219,Report,2516910,1979075,37386,29397,921351,1038485,16980,2259,1212721,18,11.1,1212458,23.5,1978703,38315,728875,67.1,1231290,113405,748372,748259,14.5,48737,1248200,1193010,75700,0,343957,403611,16929,804,343951,403504,16929,804,,,,,765301,11.4,765188,14.8,,,,,,
2021-03-11,KS,KSA,Kansas,2913314,Report,1206795,796242,41423,27331,441968,350490,3625,159,548492,18.8,9.7,548067,24.8,795648,35952,289085,60.8,398617,83833,281210,281005,12.7,54531,637700,538395,30700,0,145555,135586,3586,69,145551,135385,3584,69,,,,,284796,9.8,284589,12.9,,,,,,
2021-03-11,KY,KYA,Kentucky,4467673,Report,1765905,1357068,39526,30375,703868,644376,8744,80,922079,20.6,10.3,921551,26.6,1356450,39149,448719,59.8,641168,85425,458677,458568,13.2,50967,893000,826605,46300,0,240352,218266,8657,59,240347,218162,8655,59,,,,,467334,10.5,467223,13.5,,,,,,
2021-03-11,LA,LAA,Louisiana,4648794,Report,1824270,1340630,39242,28838,579224,742907,17708,791,846690,18.2,10.1,846464,23.8,1340350,37638,477311,64.4,802063,108237,470681,470637,13.2,51227,898300,874770,51200,0,177107,293216,17147,358,177102,293178,17145,357,,,,,487828,10.5,487782,13.7,,,,,,
2021-03-11,MA,MAA,Massachusetts,6892503,Report,2859820,2376322,41492,34477,1177220,1166253,32808,41,1608665,23.3,10.8,1607386,29,2374591,42865,791792,67.7,1107286,94694,743697,743257,13.4,51624,1460500,1321320,78000,0,331282,412409,32562,6,331266,411985,32561,6,,,,,776259,11.3,775818,14,,,,,,
2021-03-11,MD,MDA,Maryland,6045680,Report,2390890,1812309,39547,29977,893682,875917,41630,1080,1211872,20,10.7,1211243,25.7,1811501,38453,567749,59.2,826263,86123,647810,647608,13.7,50751,1182700,1143090,65100,0,297471,350042,40609,297,297457,349854,40607,297,,,,,688419,11.4,688215,14.6,,,,,,
2021-03-11,ME,MEA,Maine,1344212,Report,581920,442593,43291,32926,220307,213961,8295,30,297824,22.2,11.1,297701,27.2,442411,40389,185069,64.9,256536,89929,149105,149038,13.6,53125,305000,260520,16400,0,71739,77361,8318,5,71729,77304,8316,5,,,,,157423,11.7,157354,14.4,,,,,,
2021-03-11,MH,MHA,Marshall Islands,58413,Report,35600,15516,60945,26563,15516,0,0,0,11050,18.9,7.6,11039,24.2,15506,34033,867,0,1318,0,4413,4412,9.7,78135,35000,0,600,0,4412,1,2,0,4411,1,2,0,,,,,4415,7.6,4414,9.7,,,,,,
2021-03-11,MI,MIA,Michigan,9986857,Report,3826540,2899309,38316,29031,1324389,1568845,6075,0,1880098,18.8,10.5,1879602,24,2898613,36958,1083382,61.4,1592082,90182,1044178,1043970,13.3,48790,1909000,1808040,109500,0,409006,635135,6269,37,408996,634937,6268,37,,,,,1050447,10.5,1050238,13.4,,,,,,
2021-03-11,MN,MNA,Minnesota,5639632,Report,2210960,1823592,39204,32335,843278,951544,28621,149,1213677,21.5,11,1213048,28,1822704,42032,664981,72.3,940155,102148,617669,617390,14.2,50985,1105200,1046760,59000,0,257250,360378,28588,41,257238,360111,28583,41,,,,,646257,11.5,645973,14.9,,,,,,
2021-03-11,MO,MOA,Missouri,6137428,Report,2249725,1724580,36656,28099,703067,1010404,10897,212,1085613,17.7,9.3,1085083,22.8,1723836,36163,587382,55.3,901294,84865,570988,570823,12,47195,1081800,1114425,53500,0,198241,372723,10888,24,198230,372570,10888,23,,,,,581876,9.5,581711,12.2,,,,,,
2021-03-11,MP,MPA,Northern Mariana Islands,56882,Report,44010,21323,77371,37486,2349,18974,0,0,12429,21.9,15.6,12424,28,21317,48046,2211,0,4242,0,8881,8880,20,99193,12800,30810,400,0,618,8263,0,0,618,8262,0,0,,,,,8881,15.6,8880,20,,,,,,
2021-03-11,MS,MSA,Mississippi,2976149,Report,1195775,823604,40179,27673,439637,372596,10876,495,538774,18.1,9.7,538620,23.6,823400,36153,282302,58,447569,91961,287771,287722,12.6,52502,632400,531375,32000,0,152473,135288,10602,10,152466,135246,10598,10,,,,,298373,10,298320,13.1,,,,,,
2021-03-11,MT,MTA,Montana,1068778,Report,450635,359446,42164,33631,195570,161806,1981,89,230731,21.6,12.1,230414,27.4,359027,42732,123977,60.1,192898,93442,129020,128921,15.3,53635,244600,193635,12400,0,69994,59000,1997,26,69983,58912,1997,26,,,,,131017,12.3,130918,15.6,,,,,,
2021-03-11,NC,NCA,North Carolina,10488084,Report,4121260,3048105,39295,29063,1309773,1723101,14902,329,1950352,18.6,10.1,1948841,23.8,3045978,37203,1144226,65.3,1892141,108055,1056991,1056371,12.9,50337,2038500,1971060,111700,0,395828,661141,14911,22,395752,660597,14903,22,,,,,1071902,10.2,1071274,13.1,,,,,,
2021-03-11,ND,NDA,North Dakota,762062,Report,339590,286495,44562,37595,141546,143931,1018,0,178388,23.4,12.5,178176,30.6,286201,49185,89143,74.4,144635,120685,95513,95451,16.4,58360,178300,152490,8800,0,45797,49716,976,0,45795,49656,976,0,,,,,96489,12.7,96427,16.6,,,,,,
2021-03-11,NE,NEA,Nebraska,1934408,Report,786200,629765,40643,32556,305336,309131,14039,1259,411300,21.3,11,410954,28.2,629270,43150,221522,70.9,324806,103952,212162,212010,14.5,53911,380500,382200,23500,0,102311,109549,14273,302,102300,109408,14269,302,,,,,226435,11.7,226279,15.5,,,,,,
2021-03-11,NH,NHA,New Hampshire,1359711,Report,547455,418658,40263,30790,232639,178733,7259,27,306918,22.6,9.4,306395,27.7,417956,37843,177490,69.9,218392,86027,127265,127110,11.5,49568,284200,247455,15800,0,75316,51944,7476,5,75262,51843,7474,5,,,,,134741,9.9,134584,12.2,,,,,,
2021-03-11,NJ,NJA,New Jersey,8882190,Report,3402540,2834934,38307,31917,1481747,1328129,24583,475,1958556,22.1,11,1955972,28.2,2831480,40778,848028,57.5,1224595,82993,973695,972832,14,49002,1740900,1566240,95400,0,490212,483478,24438,5,490187,482640,24433,5,,,,,998133,11.2,997265,14.4,,,,,,
2021-03-11,NM,NMA,New Mexico,2096829,Report,997385,867690,47566,41381,389517,475018,2127,1028,563149,26.9,15,560462,34.6,864746,53347,226476,60,347320,91979,314263,313461,19.3,61529,487600,484185,25600,0,123294,190721,2035,248,123266,189947,2034,248,,,,,316298,15.1,315495,19.5,,,,,,
2021-03-11,NV,NVA,Nevada,3080156,Report,1161380,904504,37705,29366,418549,481125,4830,0,568912,18.5,10.1,568715,23.8,904232,37873,298652,60.2,469778,94719,311892,311820,13.1,48644,586000,542880,32500,0,142095,169797,4790,0,142092,169728,4789,0,,,,,316682,10.3,316609,13.3,,,,,,
2021-03-11,NY,NYA,New York State,19453561,Report,7894985,5840907,40584,30025,2883939,2892362,63996,610,3892844,20,9.4,3889686,25.2,5837317,37843,1758891,53.4,2588937,78544,1836747,1836276,11.9,51182,3860800,3838185,196000,0,934211,902434,63101,102,934154,902020,63101,102,,,,,1899848,9.8,1899377,12.3,,,,,,
2021-03-11,OH,OHA,Ohio,11689100,Report,4589515,3391091,39263,29011,1739928,1604111,44653,2399,2161650,18.5,10.2,2160627,23.7,3389611,37203,1286545,62.9,1986094,97057,1198112,1197661,13.1,50373,2312100,2144415,133000,0,612146,585261,44275,705,612137,584820,44273,704,,,,,1242387,10.6,1241934,13.6,,,,,,
2021-03-11,OK,OKA,Oklahoma,3956971,Report,1915285,1364914,48403,34494,647187,713053,4667,7,863480,21.8,12.2,862392,28.7,1363625,45383,434028,68.3,742049,116834,481841,481700,16,63742,1000700,866385,48200,0,226896,254944,4580,1,226892,254807,4579,1,,,,,486421,12.3,486279,16.2,,,,,,
2021-03-11,OR,ORA,Oregon,4217737,Report,1629635,1239800,38638,29395,616724,619364,2804,908,785467,18.6,10.6,784535,23.4,1238244,36950,364588,47.6,496304,64785,445146,444539,13.3,48629,834400,747435,47800,0,209884,235115,2860,147,209859,234533,2860,147,,,,,448006,10.6,447399,13.4,,,,,,
2021-03-11,PA,PAA,Pennsylvania,12801989,Report,5157695,3737143,40288,29192,1913754,1821850,1441,98,2530355,19.8,9.4,2528054,24.9,3734104,36726,1268333,53,1828240,76388,1201285,1200542,11.8,50728,2646300,2367495,143900,0,611347,589873,2623,65,611309,589169,2623,64,,,,,1203908,9.4,1203165,11.8,,,,,,
2021-03-11,PR,PRA,Puerto Rico,3193694,Report,1377520,675568,43132,21153,286747,388435,139,247,428103,13.4,7.8,427934,16.3,675363,25768,202374,0,290362,0,249002,248966,9.5,52558,704100,634920,38500,0,102701,146294,150,7,102699,146260,149,7,,,,,249152,7.8,249115,9.5,,,,,,
2021-03-11,RI,RIA,Rhode Island,1059361,Report,433095,350979,40883,33131,188902,160500,1577,0,252545,23.8,9.4,252439,29.5,350832,41039,141216,75.5,172379,92159,99666,99623,11.7,50662,218200,202995,11900,0,55730,43935,1698,1,55728,43894,1698,1,,,,,101364,9.6,101321,11.9,,,,,,
2021-03-11,RP,RPA,Republic of Palau,17907,Report,14800,8902,82649,49712,8901,1,0,0,5867,32.8,17.5,5867,42,8902,63736,1422,0,2538,0,3136,3136,22.5,105964,14600,0,200,0,3124,12,0,0,3124,12,0,0,,,,,3136,17.5,3136,22.5,,,,,,
2021-03-11,SC,SCA,South Carolina,5148714,Report,1890025,1461672,36709,28389,533788,919713,7147,1024,928283,18,10.2,927495,23,1460565,36175,623779,66.6,980150,104603,524579,524274,13,46811,853100,977925,59000,0,150607,373767,6766,205,150599,373470,6766,205,,,,,531345,10.3,531040,13.2,,,,,,
2021-03-11,SD,SDA,South Dakota,884659,Report,440745,339564,49821,38384,171342,167116,1093,13,221398,25,13.4,221070,33.1,339107,50798,120233,79.2,178083,117259,118469,118347,17.7,66023,233000,197145,10600,0,57321,61144,1227,4,57319,61024,1227,4,,,,,119696,13.5,119574,17.9,,,,,,
2021-03-11,TN,TNA,Tennessee,6829174,Report,2568860,1757433,37616,25734,842740,909361,3417,1915,1123145,16.4,8.8,1122845,21.1,1757080,33033,646626,56.6,1009212,88265,603385,603321,11.3,48295,1309000,1191060,68800,0,261493,341382,3619,510,261486,341325,3616,510,,,,,607004,8.9,606937,11.4,,,,,,
2021-03-11,TX,TXA,Texas,28995881,Report,10660615,7730664,36766,26661,3793941,3874588,61895,240,4893813,16.9,8.8,4874976,22.6,7701885,35663,2078330,55.7,3297215,88297,2538405,2528634,11.7,49364,5161700,5155215,343700,0,1265498,1272770,60483,96,1260627,1267871,60250,96,,,,,2598847,9,2588844,12,,,,,,
2021-03-11,UT,UTA,Utah,3205958,Report,1134110,903758,35375,28190,431534,458897,13327,0,529682,16.5,7.2,528830,23.2,902610,39679,236719,64.7,366760,100243,231075,230907,10.2,49856,585400,518310,30400,0,114691,116384,13073,0,114673,116234,13065,0,,,,,244148,7.6,243972,10.7,,,,,,
2021-03-11,VA,VAA,Virginia,8535519,Report,3190155,2685399,37375,31461,1271996,1367318,45812,273,1730680,20.3,11,1729184,25.9,2683394,40203,824208,60.7,1220702,89830,940026,939582,14.1,47795,1590500,1511055,88600,0,444548,495388,45423,90,444475,495017,45408,90,,,,,985449,11.5,984990,14.8,,,,,,
2021-03-11,VA2,VA2,Veterans Health,0,Report,3552305,2844311,0,0,1521091,1309621,13598,1,1804344,0,0,1804329,0,2844290,0,1224690,0,1963939,0,1038504,1038498,0,0,1952100,1528605,71600,0,516504,522000,13594,0,516504,521994,13594,0,,,,,1052098,0,1052092,0,,,,,,
2021-03-11,VI,VIA,Virgin Islands,104680,Report,46200,25361,44135,24227,11313,14048,0,0,16683,15.9,7.7,16633,20.4,25310,30998,6875,0,10836,0,8097,8094,9.9,56583,18700,27300,200,0,4020,4077,5,0,4018,4076,5,0,,,,,8102,7.7,8099,9.9,,,,,,
2021-03-11,VT,VTA,Vermont,623989,Report,289750,212062,46435,33985,110331,101537,3,191,135916,21.8,11.5,135820,26.6,211927,41556,81638,65.3,112831,90237,71606,71560,14,56816,147900,134550,7300,0,35727,35824,33,55,35725,35780,33,55,,,,,71639,11.5,71593,14,,,,,,
2021-03-11,WA,WAA,Washington,7614893,Report,3034110,2381471,39844,31274,1194171,1179868,6310,1122,1515461,19.9,11.1,1514425,25.4,2380056,39989,807124,66.7,1269067,104906,848236,847861,14.2,50978,1518400,1430910,84800,0,443063,404850,6409,323,443046,404492,6409,323,,,,,854645,11.2,854270,14.4,,,,,,
2021-03-11,WI,WIA,Wisconsin,5822434,Report,2210455,1881901,37964,32322,849704,1030428,1611,158,1199903,20.6,11.4,1199242,26.3,1881019,41288,704109,69.2,1092081,107357,666443,666225,14.6,48519,1115900,1031355,63200,0,264360,402037,1751,46,264358,401821,1751,46,,,,,668194,11.5,667976,14.7,,,,,,
2021-03-11,WV,WVA,West Virginia,1792147,Report,778825,626149,43458,34938,317325,308359,465,0,379579,21.2,13.3,379216,26.5,625596,43669,216383,59,350388,95471,237991,237832,16.6,54365,407400,350025,21400,0,116842,121138,726,11,116806,121015,725,11,,,,,238717,13.3,238557,16.7,,,,,,
2021-03-11,WY,WYA,Wyoming,578759,Report,262995,190570,45441,32927,98435,91529,542,64,116948,20.2,12.2,116874,26.3,190477,42801,63588,64.1,106682,107565,70679,70661,15.9,59097,143200,113295,6500,0,34834,35836,536,9,34833,35819,536,9,,,,,71215,12.3,71197,16,,,,,,
2021-03-11,LTC,LTC,Long Term Care,,,,7473597,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0
