Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-03,PR,PRA,Puerto Rico,3193694,605425,266671,18957,8350,206430,6464,58951,1846,6.5,1.8,,,
2021-02-03,RI,RIA,Rhode Island,1059361,176650,101474,16675,9579,74473,7030,26973,2546,7,2.5,,,
2021-02-03,RP,RPA,Republic of Palau,17907,6000,3228,33506,18026,3109,17362,119,665,17.4,0.7,,,
2021-02-03,SC,SCA,South Carolina,5148714,682700,479202,13260,9307,391585,7605,84010,1632,7.6,1.6,,,
2021-02-03,SD,SDA,South Dakota,884659,147600,110967,16684,12543,79025,8933,31863,3602,8.9,3.6,,,
2021-02-03,TN,TNA,Tennessee,6829174,1043575,657819,15281,9632,463300,6784,192674,2821,6.8,2.8,,,
2021-02-03,TX,TXA,Texas,28995881,4214900,2652896,14536,9149,2086493,7196,564433,1947,7.2,1.9,,,
2021-02-03,UT,UTA,Utah,3205958,471575,324636,14709,10126,245534,7659,63286,1974,7.7,2,,,
2021-02-03,VA,VAA,Virginia,8535519,1370975,922940,16062,10813,757544,8875,138321,1621,8.9,1.6,,,
2021-02-03,VA2,VA2,Veterans Health,0,1543525,1013974,0,0,813455,0,199554,0,0,0,,,
2021-02-03,VI,VIA,Virgin Islands,104680,20325,7387,19416,7057,5906,5642,1481,1415,5.6,1.4,,,
2021-02-03,VT,VTA,Vermont,623989,113625,74718,18209,11974,55357,8871,19237,3083,8.9,3.1,,,
2021-02-03,WA,WAA,Washington,7614893,1163675,765954,15282,10059,616340,8094,137930,1811,8.1,1.8,,,
2021-02-03,WI,WIA,Wisconsin,5822434,922900,548172,15851,9415,457768,7862,84830,1457,7.9,1.5,,,
2021-02-03,WV,WVA,West Virginia,1792147,328600,268065,18336,14958,195200,10892,72456,4043,10.9,4,,,
2021-02-03,WY,WYA,Wyoming,578759,97750,60775,16890,10501,49361,8529,10495,1813,8.5,1.8,,,
2021-02-03,US,USA,United States,331996199,55943800,33878254,,,27154956,,6436931,,8.2,1.9,15567188,18209204,101862
2021-02-03,LTC,LTC,Long Term Care,,,4022407,,,,,,,0,0,,,
