Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-01,DC,DCA,District of Columbia,705749,Report,1223775,1001421,173401,141895,376772,593305,30903,441,500488,70.9,55.4,476236,82.5,962755,166687,211879,81766,93.6,189833,217342,1401110,390694,373478,64.7,477200,690975,55600,0,154965,235032,34675,262,154902,217899,34654,244,39464,30969,2497,40,424934,60.2,407699,70.6,72970,83.5,166671,609754,1001329,164219,200700,500377,82.1,390647,64.1,424884,69.7,154959,234994,34672,259,905500,,,,,,,,,,,,,,,,,
2021-10-01,DD2,DD2,Dept of Defense,0,Report,5431580,5757605,0,0,2070666,3425905,252100,8934,3162467,0,0,3000617,0,5463526,0,0,218436,0,414283,0,0,2171511,2046856,0,1892480,3341700,197400,0,817126,1353980,220043,22,816986,1229467,219868,22,53934,91859,7250,0,2391171,0,2266343,0,153043,0,414283,0,5757362,0,0,3162282,0,2171466,0,2391105,0,817111,1353950,220022,22,5757362,,,,,,,,,,,,,,,,,
2021-10-01,DE,DEA,Delaware,973764,Report,1561865,1202699,160395,123510,463836,687002,50627,1234,645970,66.3,52.5,605738,78.6,1123811,145913,202789,184381,97.6,356907,188934,826795,511497,477924,62.1,619520,876345,66000,0,206252,304561,50083,447,206138,271106,50041,444,67754,87657,9243,245,561343,57.6,527729,68.5,164899,87.3,340297,839807,1202494,143187,185979,645799,76.9,511463,60.9,561300,66.8,206248,304531,50074,447,1164694,,,,,,,,,,,,,,,,,
2021-10-01,FL,FLA,Florida,21477737,Report,33040575,26838067,153836,124958,10085482,15454039,1205144,93402,14392083,67,51.9,13577060,78.7,25353537,146996,191564,4336118,96.4,8779916,195225,734670,11140248,10496754,60.9,12875620,18371355,1793600,0,4394105,6709517,1187490,28072,4392528,6067823,1185993,27892,1845064,1739030,197569,17148,12319184,57.4,11674236,67.7,3798811,84.5,8455626,18696028,26829096,143502,176725,14384021,76.9,11139326,59.6,12317478,65.9,4393424,6709280,1186705,28069,26032227,,,,,,,,,,,,,,,,,
2021-10-01,FM,FMA,Federated States of Micronesia,103643,Report,85770,72860,82755,70299,60016,1201,11643,0,44759,43.2,26.7,44075,54.6,71678,88792,106248,3500,19.9,5715,32544,488412,27653,27152,33.6,72600,2970,10200,0,26980,631,11109,1,26975,135,11086,1,2149,7,1037,0,38721,37.4,38197,47.3,3193,18.2,5715,88509,72845,82302,96905,44745,50.6,27652,31.2,38712,43.7,26979,631,11101,1,72845,,,,,,,,,,,,,,,,,
2021-10-01,GA,GAA,Georgia,10617423,Report,14547765,10674387,137018,100537,4298177,6094108,273824,8278,5829363,54.9,42.9,5443418,67.1,10012702,123407,179302,1324196,87.3,2621738,172829,959012,4555387,4278901,52.7,6047060,7872705,628000,0,1896179,2653163,272088,2684,1895413,2377660,271674,2519,635012,488858,32189,1273,4824114,45.4,4547266,56,1157332,76.3,2549185,8988102,10671735,118732,161856,5827096,64.8,4554957,50.7,4823582,53.7,1896125,2652792,271985,2680,10291348,,,,,,,,,,,,,,,,,
2021-10-01,GU,GUA,Guam,165768,Report,236830,235484,142868,142056,77509,148025,9914,36,127809,77.1,63,114628,88.8,211425,163751,183427,16187,57.6,31278,111361,843201,104472,93660,72.5,74200,143130,19500,0,36017,68427,9329,0,36003,57629,9323,0,6243,8363,519,0,113773,68.6,102955,79.7,15125,53.9,30212,141562,235445,166319,167298,127781,90.3,104461,73.8,113761,80.4,36016,68417,9328,0,216179,,,,,,,,,,,,,,,,,
2021-10-01,HI,HIA,Hawaii,1415872,Report,2332190,1882271,164718,132941,618655,1120690,48956,93970,1087777,76.8,54.5,1012431,90.7,1761650,157853,208977,277720,99.9,512332,190850,868768,772088,725162,65,892200,1343490,96500,0,268687,485183,49660,18090,268086,438877,49498,18073,95978,124891,9761,1414,821620,58,774534,69.4,232044,86.4,488546,1211109,1877666,155037,192566,1083955,89.5,770607,63.6,820104,67.7,268637,483764,49624,18079,1674590,,,,,,,,,,,,,,,,,
2021-10-01,IA,IAA,Iowa,3155070,Report,4258695,3467142,134979,109891,1384417,1936959,145429,337,1835497,58.2,49.5,1720609,70.9,3250665,133870,175383,508149,91.9,1019920,184449,770172,1562670,1462926,60.2,1700160,2350635,207900,0,664500,897407,143185,240,664314,797854,143111,239,257751,218628,13320,108,1705332,54.1,1605518,66.1,489807,88.6,986402,2676281,3467089,129549,159127,1835409,68.6,1562645,58.4,1705305,63.7,664493,897389,143183,240,3402371,,,,,,,,,,,,,,,,,
2021-10-01,ID,IDA,Idaho,1787065,Report,2221620,1570569,124317,87885,641952,860987,65524,2106,842333,47.1,38.1,840061,62.7,1569413,117220,165933,250725,86.3,498498,171500,764310,680280,678840,50.7,895420,1212300,113900,0,291196,388130,65192,521,291175,386713,65170,519,107908,115452,11009,219,745039,41.7,743577,55.5,234588,80.7,474279,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2021-10-01,IH2,IH2,Indian Health Svc,2082813,Report,2101545,1645306,100899,78994,821339,791824,32143,0,904570,43.4,34.5,827037,0,1506055,0,0,155861,0,292838,0,0,718237,656741,0,1017920,999525,84100,0,364246,353877,32011,0,363945,292687,31955,0,73913,53799,3102,0,750134,36,688587,0,130814,0,292838,0,1644688,0,0,904150,0,718076,0,749953,0,364171,353792,31990,0,1644688,,,,,,,,,,,,,,,,,
2021-10-01,IL,ILA,Illinois,12671821,Report,17930225,15348664,141497,121124,5582270,9195928,550848,19618,8680967,68.5,49.3,8020401,81.4,14201590,144121,181960,1949703,95.4,3622589,177297,877542,6251477,5778208,58.6,6822800,10218225,889200,0,2384521,3858043,538939,6332,2378010,3391397,536483,6240,722998,798873,74544,2950,6787835,53.6,6312130,64.1,1599365,78.3,3522975,10837805,15307216,141239,165441,8654989,79.9,6236919,57.5,6773248,62.5,2384477,3843529,538910,6332,15061038,,,,,,,,,,,,,,,,,
2021-10-01,IN,INA,Indiana,6732219,Report,8340150,6765339,123884,100492,2500873,3985520,254714,24232,3520154,52.3,44.7,3306062,64,6362346,123200,161498,940025,86.6,1939524,178636,768151,3012002,2829882,54.8,3198560,4692390,449200,0,1171678,1830889,250299,7266,1171397,1649154,250064,7195,447292,430662,28771,3578,3260132,48.4,3077810,59.6,910303,83.8,1903457,5705039,6764872,118577,146189,3519769,61.7,3011870,52.8,3259982,57.1,1171663,1830774,250279,7266,6679912,,,,,,,,,,,,,,,,,
2021-10-01,KS,KSA,Kansas,2913314,Report,3899415,3092716,133848,106158,1229744,1754651,107066,1255,1747415,60,47.6,1628528,73.6,2883733,130305,176200,467413,98.3,857001,180236,820089,1387449,1291800,58.4,1591980,2121135,186300,0,572708,813700,105433,440,572390,718421,105333,393,192812,192369,17070,205,1492281,51.2,1396537,63.1,402456,84.6,820483,2451697,3092573,126140,159050,1747277,71.3,1387431,56.6,1492255,60.9,572700,813690,105425,440,2959187,,,,,,,,,,,,,,,,,
2021-10-01,KY,KYA,Kentucky,4467673,Report,5803845,4946999,129908,110729,2063205,2682063,200771,960,2716861,60.8,48,2552493,73.7,4652154,134269,167509,698878,93.1,1325280,176571,773265,2145956,2015875,58.2,2509500,3006045,288300,0,937464,1206384,197845,1201,937245,1076560,197724,1165,286648,303157,38020,625,2342894,52.4,2212694,63.9,628450,83.7,1288032,3806167,4945845,129943,152485,2716444,71.4,2145913,56.4,2342823,61.6,937452,1206355,197817,1199,4851782,,,,,,,,,,,,,,,,,
2021-10-01,LA,LAA,Louisiana,4648794,Report,5819430,4533166,125181,97513,1904058,2469339,157906,1863,2408154,51.8,42.3,2272368,63.8,4291430,120506,163414,641995,86.6,1300221,175463,785325,1966189,1861679,52.3,2524020,3046110,249300,0,864849,1099746,150403,777,864395,995702,150251,769,290114,298842,21082,164,2115775,45.5,2011117,56.5,610202,82.3,1249317,3923318,4532810,115535,148329,2407878,61.4,1966103,50.1,2115668,53.9,864829,1099680,150382,777,4393494,,,,,,,,,,,,,,,,,
2021-10-01,MA,MAA,Massachusetts,6892503,Report,10958610,9811783,158993,142354,3794599,5681820,335048,316,5342090,77.5,63.1,4952618,89.4,9096532,164206,197819,1173896,99.9,2201676,188285,937168,4347841,4020805,72.6,4399720,6099690,459200,0,1738858,2607004,336819,121,1733560,2285295,335605,104,470537,499521,68729,40,4682802,67.9,4354564,78.6,1038827,88.8,2138957,6016745,9783154,162599,182135,5325251,88.5,4336317,72.1,4671270,77.6,1738850,2595488,336811,121,9643936,,,,,,,,,,,,,,,,,
2021-10-01,MD,MDA,Maryland,6045680,Report,10040280,7979418,166074,131985,2958104,4712664,297554,11096,4274911,70.7,59.4,3947260,83.8,7365105,156339,213124,923573,96.3,1796297,187232,1046520,3591325,3308680,70.2,3806160,5784120,450000,0,1384409,2200069,291911,3027,1383961,1918022,291708,2911,411417,403206,52581,817,3879416,64.2,3596602,76.3,868021,90.5,1747517,5162887,7978840,154542,194470,4274297,82.8,3591150,69.6,3879209,75.1,1384372,2199934,291878,3025,7730472,,,,,,,,,,,,,,,,,
2021-10-01,ME,MEA,Maine,1344212,Report,2152210,1830272,160109,136159,741744,970030,117461,1037,998004,74.2,60,939617,85.8,1718765,156912,196482,282596,99.1,543290,190451,754460,807091,755319,69,903640,1130670,117900,0,351189,455173,115909,253,351132,403492,115838,226,121641,122066,22859,108,922524,68.6,870688,79.5,266674,93.5,525930,1184936,1830151,154451,181631,997894,84.2,807076,68.1,922489,77.9,351183,455164,115889,253,1779232,,,,,,,,,,,,,,,,,
2021-10-01,MH,MHA,Marshall Islands,58413,Report,53740,40781,92000,69815,38679,0,2102,0,22807,39,30.6,22721,49.9,40668,89386,118118,1310,13.2,2360,23846,542993,17874,17842,39.2,40500,2340,10900,0,17855,12,2094,0,17825,10,2086,0,1043,0,97,0,19961,34.2,19921,43.8,1140,11.5,2360,49884,40750,81690,107730,22784,45.7,17866,35.8,19951,40,17847,12,2092,0,40750,,,,,,,,,,,,,,,,,
2021-10-01,MI,MIA,Michigan,9986857,Report,13580180,10656190,135981,106702,4181421,6103720,369433,1616,5700660,57.1,48.6,5370439,68.5,10035938,127962,173152,1564156,88.6,3057851,173210,769241,4852969,4565606,58.2,5634260,7265820,680100,0,1993669,2856923,375755,867,1993036,2570282,375480,809,739673,674159,66807,509,5227214,52.3,4939607,63,1481148,83.9,2964521,8595002,10655698,123976,158001,5700229,66.3,4852868,56.5,5227095,60.8,1993648,2856844,375737,866,10443025,,,,,,,,,,,,,,,,,
2021-10-01,MN,MNA,Minnesota,5639632,Report,7854060,6681703,139265,118478,2486821,3897761,295046,2075,3585878,63.6,53,3327366,76.7,6185768,142645,181116,875552,95.1,1710616,185859,853348,2989221,2754391,63.5,3017140,4460820,376100,0,1167508,1819524,295554,699,1165410,1586828,295026,674,346625,430735,48198,161,3283285,58.2,3047938,70.3,825719,89.7,1632226,4778088,6662180,139432,164377,3574712,74.8,2981147,62.4,3275192,68.5,1167496,1811464,295533,699,6488285,,,,,,,,,,,,,,,,,
2021-10-01,MO,MOA,Missouri,6137428,Report,7846995,6320075,127855,102976,2291257,3821517,205501,1800,3370684,54.9,44.7,3168033,66.5,5944025,124695,164616,917956,86.4,1807142,170158,738863,2740525,2574897,54,3105260,4416435,325300,0,1047175,1691613,206824,406,1046822,1526426,206598,338,381822,418666,37205,142,2946018,48,2780184,58.3,837835,78.9,1718282,5235715,6319655,120703,149874,3370281,64.4,2740477,52.3,2945947,56.3,1047164,1691576,206801,406,6112447,,,,,,,,,,,,,,,,,
2021-10-01,MP,MPA,Northern Mariana Islands,56882,Report,86200,70088,151542,123216,9629,59675,784,0,35766,62.9,58.6,31334,70.7,61538,138899,194565,2925,30.3,6003,62285,894376,33355,29233,66,20200,63300,2700,0,4579,28774,787,0,4578,24653,787,0,468,2315,90,0,34140,60,30018,67.8,2873,29.8,6003,48576,70088,144285,177454,35766,73.6,33355,68.7,34140,70.3,4579,28774,787,0,70088,,,,,,,,,,,,,,,,,
2021-10-01,MS,MSA,Mississippi,2976149,Report,3836995,2791597,128925,93799,1150636,1566393,72961,1607,1495207,50.2,41.2,1402834,61.6,2628269,115398,168469,410647,84.4,810139,166458,788381,1226040,1154500,50.7,1607500,2054895,174600,0,521286,703708,72471,358,521011,632460,72389,345,195289,169040,16563,171,1297823,43.6,1226205,53.8,381063,78.3,783931,2521425,2791326,110704,152176,1494984,59.3,1225980,48.6,1297753,51.5,521276,703658,72461,358,2694094,,,,,,,,,,,,,,,,,
2021-10-01,MT,MTA,Montana,1068778,Report,1347685,1089956,126096,101982,466658,575383,46998,917,585641,54.8,44.3,552627,65.8,1029756,122562,160402,179438,86.9,349328,169218,652831,473124,446702,53.2,571820,698265,77600,0,214092,258345,45805,272,213989,232035,45763,269,80075,77260,9137,151,518514,48.5,492056,58.6,166623,80.7,325522,917598,1089762,118762,146871,585498,63.8,473087,51.6,518472,56.5,214074,258326,45800,272,1013768,,,,,,,,,,,,,,,,,
2021-10-01,NC,NCA,North Carolina,10488084,Report,14407790,11351493,137373,108232,4250642,6683015,417307,529,6288574,60,46,5884970,71.9,10622568,129743,175976,1621511,92.6,3083404,176084,822788,4823084,4506937,55,5743720,7976670,687400,0,1893855,2928444,410036,94,1890984,2615178,408656,92,671925,682870,46536,46,5232429,49.9,4914910,60,1401377,80,2973505,8985519,11337312,126173,160345,6279736,69.9,4817784,53.6,5227107,58.2,1893761,2923238,410014,94,10848780,,,,,,,,,,,,,,,,,
2021-10-01,ND,NDA,North Dakota,762062,Report,929180,744865,121930,97743,296501,415480,32635,249,389102,51.1,40.4,368144,63.3,704414,121056,159683,104003,86.8,205209,171229,775318,307821,291186,50,366440,523740,39000,0,131746,176015,29636,2,131550,159577,29504,2,45193,43190,3850,0,337399,44.3,320633,55.1,92233,77,190378,637246,743821,116724,145812,388485,61,307477,48.3,337052,52.9,131741,175676,29633,2,688333,,,,,,,,,,,,,,,,,
2021-10-01,NE,NEA,Nebraska,1934408,Report,2571420,2174668,132931,112420,814845,1276277,78833,4713,1150147,59.5,50.7,1069125,73.3,2022107,138659,176326,286501,91.7,585178,187282,822965,980504,909597,62.4,979560,1476060,115800,0,384085,594585,78740,1254,383939,523874,78666,1208,133974,133783,6433,792,1058664,54.7,987687,67.7,274982,88,547257,1617408,2174301,134431,158984,1149867,71.1,980435,60.6,1058577,65.4,384065,594538,78722,1252,2080391,,,,,,,,,,,,,,,,,
2021-10-01,NH,NHA,New Hampshire,1359711,Report,2145430,1756682,157786,129195,689556,987170,79920,36,952975,70.1,56.5,894911,81,1640203,148508,194252,257859,99.9,464100,182814,845110,768380,720715,65.3,843600,1174230,127600,0,323377,444781,68567,52,323126,397371,68513,49,94361,115608,14243,25,836777,61.5,789059,71.4,224237,88.3,452531,1198569,1755912,146501,178999,952394,79.5,768196,64.1,836568,69.8,323275,444699,68542,52,1730394,,,,,,,,,,,,,,,,,
2021-10-01,NJ,NJA,New Jersey,8882190,Report,14048345,11547112,158163,130003,4447817,6658039,441136,120,6444074,72.6,59.3,5981469,86.1,10699727,154095,202320,1399330,94.8,2616332,177314,952085,5270662,4877480,70.2,5489800,7912845,645700,0,2101057,3167902,447780,169,2100490,2775312,447504,155,595764,594377,85315,46,5716908,64.4,5323461,76.7,1275502,86.4,2583969,7618375,11546255,151558,184401,6443255,84.6,5270525,69.2,5716712,75,2101024,3167799,447720,169,11455046,,,,,,,,,,,,,,,,,
2021-10-01,NM,NMA,New Mexico,2096829,Report,2952355,2792873,140801,133195,1174376,1513935,98556,6006,1523778,72.7,58.7,1404022,86.6,2580411,159187,182133,373480,98.9,711390,188395,781861,1230066,1130007,69.7,1252460,1555995,143900,0,529809,697903,97167,1672,529420,598260,97020,1654,156686,160946,19661,894,1326551,63.3,1226354,75.7,338187,89.6,640685,1787431,2792530,156231,165173,1523473,85.2,1229992,68.8,1326465,74.2,529791,697847,97155,1672,2475621,,,,,,,,,,,,,,,,,
2021-10-01,NV,NVA,Nevada,3080156,Report,4019990,3403348,130513,110493,1215783,2036248,151186,131,1873602,60.8,46,1751915,73.4,3188216,133537,168375,434924,87.7,834520,168259,810528,1416570,1326615,55.6,1478320,2342070,199600,0,550783,865438,148713,33,550684,775584,148671,32,180118,180740,23855,19,1564967,50.8,1474971,61.8,384732,77.6,783458,2621802,3403293,129807,153329,1873502,71.5,1416535,54,1564928,59.7,550779,865407,148709,33,3273850,,,,,,,,,,,,,,,,,
2021-10-01,NY,NYA,New York State,19453561,Report,29619975,25963656,152260,133465,9695417,15131586,1127289,9364,13898789,71.4,58.3,13002968,84.3,24306764,157578,192023,3022241,91.7,5831882,176930,898624,11349074,10586846,68.6,11399620,16844355,1376000,0,4483935,6859050,1072411,2392,4482118,6098801,1071671,2263,1314147,1283528,171734,1021,12417788,63.8,11654853,75.6,2770430,84.1,5680587,16773220,25961184,154778,176591,13897024,82.9,11348453,67.7,12417034,74,4483765,6858615,1072276,2378,25614842,,,,,,,,,,,,,,,,,
2021-10-01,OH,OHA,Ohio,11689100,Report,15044465,12114178,128705,103637,4706399,6892660,499418,15701,6347015,54.3,46.2,5980615,65.6,11422684,125371,165123,1778437,86.9,3555454,173749,735196,5394981,5076929,55.7,6107900,8228265,708300,0,2197532,3190078,484902,4429,2197059,2872597,484696,4346,772554,842437,86147,2225,5876941,50.3,5558698,61,1703363,83.2,3430056,10000702,12113929,121131,150434,6346781,63.5,5394901,53.9,5876852,58.8,2197526,3190005,484892,4429,11859439,,,,,,,,,,,,,,,,,
2021-10-01,OK,OKA,Oklahoma,3956971,Report,5036800,4165663,127289,105274,1723911,2320290,121036,426,2242977,56.7,44.7,2100047,69.9,3906876,130024,167629,583163,91.8,1128815,177729,793032,1768385,1655066,55.1,2195860,2597640,243300,0,758540,1009154,119348,103,758298,896089,119265,93,259422,229836,18993,27,1887145,47.7,1773745,59,508278,80,1010925,3325223,4165396,125267,151473,2242748,67.4,1768333,53.2,1887079,56.8,758524,1009118,119334,103,3647270,,,,,,,,,,,,,,,,,
